"comid","do_stream_mg_l","doc_stream_mg_l","no3_stream_mg_l"
23785997,11.39882535,1.255358182,0.126732207097568
23785999,11.43171805,1.187641788,0.126671371100736
23786001,11.56361097,1.208640892,0.12485331605624
23786003,11.52511153,1.762623001,0.122263473908532
23786005,11.41674259,1.449351867,0.117633476129252
23786007,11.33251832,1.240739047,0.125512390124886
23786009,11.38889769,1.293117007,0.12751762445258
23786011,11.38829662,1.198701258,0.127356956632848
23786013,11.43617631,1.142985091,0.125337762648672
23786015,11.45617958,1.16100639,0.116676103958382
23786017,11.47373427,1.236698403,0.1117184128879
23786019,11.47178631,1.219605588,0.111182528519418
23786021,11.47032426,1.172798909,0.14899915077538
23786023,11.46853264,1.209191754,0.148689029198968
23786025,11.46120716,1.17242671,0.14784417612888
23786027,11.46379953,1.226013201,0.147045076462656
23786029,11.47488235,1.178840853,0.146168372679216
23786031,11.45870898,1.20241196,0.145158938102514
23786033,11.45550995,1.233868284,0.141291506091238
23786035,11.51365979,1.22716139,0.140502648573772
23786037,11.52468527,1.209873392,0.1398033221844
23786039,11.69300805,1.187412442,0.138377822965654
23786041,11.72843582,1.354307065,0.13277841473387
23786043,11.76203654,1.343390388,0.13208966580244
23786045,11.76596239,1.371407878,0.131833557446056
23786047,11.76630592,1.293265972,0.13194036381641
23786049,11.80628603,1.252665869,0.131025650591384
23786051,11.7954722,1.318961989,0.132015060922754
23786053,11.92265146,1.236836163,0.132829746145722
23786055,11.92093738,1.13456992,0.13232834490054
23786057,11.94020437,1.083815235,0.136033322855486
23786059,11.98439702,1.617414392,0.13536097488421
23786061,11.95525912,1.166476853,0.138731943144568
23786063,11.95741459,1.103426607,0.138763851156538
23786065,11.98589462,1.052237362,0.139193089657326
23786067,12.07857652,1.716659792,0.129612598229178
23786069,12.1853807,1.217339017,0.138780505095496
23786071,10.61792879,2.352654208,0.581321122136778
23786073,10.72561383,2.234895568,0.544200871358004
23786075,10.86575,2.223569575,0.50726082431703
23786077,10.8626596,2.078995557,0.49159390603033
23786079,10.97716929,1.736261936,0.443160616113636
23786081,11.08218205,1.603918273,0.41566485486654
23786083,11.13172922,0.781818182,0.386453603516978
23786085,11.23866489,0.781818182,0.357005573986312
23786087,11.27346274,1.00135412,0.26811562773982
23786089,10.25954515,3.416785596,0.808133102880664
23786091,10.26439303,3.416785596,0.808139186596774
23786093,10.96605003,2.972221083,0.795735082060896
23786095,10.32976423,3.282531791,0.743502155375404
23786097,10.33930681,2.84426225,0.72772072243257
23786099,10.45790604,2.612986328,0.658557315612456
23786101,10.59084196,2.372785157,0.595346543461026
23786103,10.65295031,2.289696204,0.543835198480374
23786105,10.67357876,2.25085551,0.526200222689622
23786107,10.51517034,2.317665382,0.504566594316252
23786109,10.55543056,0.944191515,0.485606916973122
23786111,10.78994423,0.837050893,0.494909587777278
23786113,10.79399744,0.781818182,0.496147986300916
23786115,9.828704698,3.884492398,1.13936879215717
23786117,9.845451671,3.872879097,1.12671458223072
23786119,9.845419244,3.872829757,1.12662160328927
23786121,9.870500166,3.472286544,1.09096186833677
23786123,9.926098291,3.150232203,0.995451506208386
23786125,10.0932426,2.994794816,0.920006543042484
23786127,10.10654243,2.948500041,0.8941620569458
23786129,9.945978596,2.86355112,0.807611116711946
23786131,9.639805434,2.627056954,0.703831938627922
23786133,10.38313676,3.82739585,0.657976533078118
23786135,10.38313341,3.82739585,0.65797100704638
23786137,10.39632881,3.383539846,0.653360661778292
23786139,10.41720625,3.808473115,0.643159978591436
23786141,10.49069014,3.340230959,0.631797606175038
23786143,9.398093436,4.087570513,1.34731515785076
23786145,9.483103754,4.034480244,1.33800594735324
23786147,9.507080537,4.011010738,1.30343163384325
23786149,9.614136805,3.65826085,1.24639528866605
23786151,9.65918563,3.54649911,1.2200792566485
23786153,9.673873945,3.916002049,1.16771407834919
23786155,9.65295965,3.597932326,1.12735523733012
23786157,9.679113879,3.385836663,1.05836563060748
23786159,9.766098668,3.776252761,0.94895906052816
23786161,9.664167782,3.141911166,0.783549969682858
23786163,9.673445249,3.256568058,0.781288195886972
23786165,9.681274749,3.562732301,0.768230552794654
23786167,9.685884714,3.065044908,0.765550099327634
23786169,9.940315726,2.963534104,0.660485585754524
23786171,10.21659343,2.551612271,0.503525776313476
23786173,10.76573301,3.305331666,0.49344958664062
23786175,10.81658987,3.185736114,0.487708876108234
23786177,10.84481483,3.554066953,0.464094978390084
23786179,10.91648935,3.4985053,0.447655323123808
23786181,11.03961004,3.38789049,0.421537196374738
23786183,11.07653829,3.340346955,0.416189014307804
23786185,11.12102891,3.303787876,0.40717752160808
23786187,11.16039731,2.692208286,0.395235480529172
23786189,11.2463291,2.410377841,0.34170125025265
23786191,11.29409219,2.120593854,0.331369860851422
23786193,11.32771714,2.026344699,0.327631960640754
23786195,11.40585293,2.026408112,0.319080980676186
23786197,11.45973949,1.786303235,0.308900462278442
23786199,11.47664573,1.127362348,0.303007026313134
23786201,11.5203497,1.084185267,0.33466498412035
23786203,11.32588623,1.200271657,0.282485049259202
23786205,11.58495933,1.143801614,0.260102865586292
23786207,11.58932034,1.241147257,0.250195989088364
23786209,11.60306751,1.360568812,0.23788871065122
23786211,11.55285539,1.326676946,0.230255027256046
23786213,11.46456686,1.286018814,0.25217846455468
23786215,12.14257952,1.356124529,0.134017984594278
23786217,12.21228888,1.500835249,0.128912003951954
23786219,10.82057745,2.664792823,0.576152365743972
23786221,11.01640447,1.080264347,0.41506731926414
23786223,11.04445613,1.211368724,0.357873481558688
23786225,11.36432575,1.500835249,0.258422086554168
23786227,10.53168539,3.74287239,0.67208306620958
23786229,10.53168171,3.74287239,0.672082423284158
23786231,10.53651693,3.467961204,0.672075106940884
23786233,10.54046786,3.736984394,0.67002129727318
23786235,10.5741691,3.668350622,0.640730730166118
23786237,10.57410572,3.359551169,0.640624507177194
23786239,10.62354704,3.242723073,0.6261629857387
23786241,10.67651213,3.111566371,0.612596999370088
23786243,7.926887874,3.787054755,1.51166355439315
23786245,7.868382353,4.404792804,1.57003642908767
23786247,10.74363564,3.193960468,0.59368398306089
23786249,10.79135192,3.519267222,0.572615985354944
23786251,10.79549975,3.006758801,0.5697022082563
23786253,10.45377546,3.072658597,0.631679708987716
23786255,10.17380248,3.035529879,0.700612755570914
23786257,10.08708339,3.016830844,0.641603933078844
23786259,10.5238788,3.137935641,0.58801118660948
23786261,11.22523111,1.242061275,0.33392484398359
23786263,10.93891861,2.965188087,0.527011066244
23786265,11.0134838,2.803249096,0.45930364824353
23786267,11.19934793,2.215028616,0.416207976657558
23786269,11.20309037,1.64424275,0.414240577879708
23786271,11.22263241,1.058869025,0.411321057280696
23786273,11.29203019,1.527482466,0.403043231221328
23786275,11.31364409,1.129175169,0.38779378376293
23786277,11.3745055,1.12864445,0.380295488436404
23786279,11.38666475,1.207266506,0.373776139166788
23786281,11.36483433,1.336283475,0.40003860404527
23786283,12.12810016,1.131650705,0.316567757342318
23786285,11.43326356,1.113468484,0.364304141465974
23786287,11.43038832,1.117873362,0.35455229074505
23786289,11.479276,1.093498342,0.347331970973322
23786291,11.61200938,1.009564501,0.320029871071514
23786293,11.62656414,0.962457528,0.308263088169428
23786295,11.64019027,0.999737785,0.299499178473658
23786297,11.71409016,1.050891625,0.291766353999156
23786299,11.82668505,1.50645862,0.256129173828488
23786301,11.82379667,1.079748945,0.253971897742674
23786303,11.8368683,0.89717164,0.241352405123712
23786305,11.83215065,0.939609285,0.23499805566557
23786307,12.07162918,0.837003099,0.230160314719542
23786309,12.04308339,0.781818182,0.22762336676399
23786311,11.99261931,0.781818182,0.246535632037166
23786313,10.21191913,2.387208595,0.827424419884544
23786315,10.34634101,2.099870138,0.758439488446384
23786317,10.52077819,0.781818182,0.585393897259482
23786319,10.67467172,0.781818182,0.55171845444719
23786321,11.18314141,0.781818182,0.162953723813806
23786323,11.16475381,0.782712754,0.160127595554548
23786325,11.39925622,0.781818182,0.172753072760516
23786327,11.9510088,1.257630612,0.15681245602384
23786329,11.10604325,1.215303809,0.14097208633793
23786331,11.16450433,1.778724762,0.14061287306865
23786333,11.07706354,1.337214823,0.139754972961868
23786335,11.2265192,1.747399518,0.14233365410388
23786337,11.44505924,1.40873933,0.120895639885882
23786339,11.5904133,1.495983911,0.115931413695954
23786341,9.875479818,4.074795428,1.73765762430957
23786343,10.64839058,0.781818182,0.459230363144784
23786345,11.17362258,1.493751716,0.277772314604066
23786347,11.24794655,1.296471914,0.43715340047795
23786349,11.40057597,1.349158634,0.42991269553781
23786351,10.48647637,0.991518758,0.433299383911028
23786353,10.95578878,0.781818182,0.343247164970402
23786355,10.95103,0.781818182,0.342556113033706
23786357,10.77506024,0.781818182,0.338449720670446
23786359,11.35146225,1.188179179,0.404065863025296
23786361,11.85996496,1.133410728,0.171996115687278
23786363,12.13144101,1.345401445,0.160583719747802
23786365,10.46834129,0.781818182,0.585601600757956
23786367,9.985903637,0.781818182,0.540306128696442
23786369,10.40352538,3.162780369,1.08116311424785
23786371,10.30480736,3.053303508,0.978539263583526
23786373,10.86117531,2.42345199,0.827773099355932
23786375,11.62869825,1.374105775,0.18343512787434
23786377,11.58613485,1.361113332,0.186883653764356
23786379,11.7924342,1.405663374,0.190533941726918
23786381,11.74091128,1.352927055,0.191934957387568
23786383,11.84380589,1.253317973,0.193016593295832
23786385,11.73810893,1.312725125,0.169012321590164
23786387,11.97191691,1.110510781,0.155503740869046
23786389,12.17091725,0.866733445,0.15071447555179
23786391,10.5030965,0.85656192,0.53340357408687
23786393,10.20382992,0.781818182,0.506463641784392
23786395,10.78968511,1.471251285,0.473818388289142
23786397,10.63015683,0.781818182,0.47747716068843
23786399,11.6502326,1.469826492,0.120469534097634
23786401,9.656509713,4.393728291,1.58226478346033
23786403,9.921496735,4.388477491,1.6605683868199
23786405,10.02998858,4.405274014,1.80972130247004
23786407,9.754673174,4.416112289,1.98461988181432
23786409,11.56053256,1.110882279,0.332795418117244
23786411,11.61052785,1.186120308,0.33023357303897
23786413,11.62942862,1.254201485,0.30553012588296
23786415,11.68652978,1.216530339,0.271527485923958
23786417,11.99303905,1.118412501,0.226163656361684
23786419,12.05669261,1.315978084,0.132677536150876
23786421,12.00054835,1.119702771,0.14305630693528
23786423,11.2997981,1.018513331,0.160224778917234
23786425,10.44860045,1.475674386,0.34152474140251
23786427,11.12900259,1.12966324,0.153754531236764
23786429,11.50895643,0.872273362,0.16461043617894
23786431,11.73274673,1.231850404,0.169901587326352
23786433,11.43394535,0.782715168,0.170453087356222
23786435,10.26811877,4.37203837,1.68327101555042
23786437,9.455129116,4.074888332,2.15682040470788
23786439,10.32795782,4.395671755,1.72668527709926
23786441,8.959225375,3.770999745,1.77242130102005
23786443,10.88530937,1.370917011,0.652131021627008
23786445,10.6878377,0.781818182,0.649160797572406
23786447,8.676809235,4.000720479,1.28383230067531
23786449,10.49602744,1.290976145,0.466459767949202
23786451,7.882950549,4.057294866,1.71611302534795
23786453,8.520779338,4.412333603,1.92823455372172
23786455,8.008410391,3.823133149,1.57878762081878
23786457,7.868382353,4.03393251,1.78847762420748
23786459,7.868382353,4.403624898,1.78752350175808
23786461,8.732786806,4.408925854,1.81413359976367
23786463,10.68226254,1.24782135,0.602701922229368
23786465,9.434636436,1.317894258,0.462185542694614
23786467,8.726916424,4.408883716,1.81570655527102
23786469,10.89920261,3.256000473,1.00977639131661
23786471,7.868382353,4.403386202,1.47282881611298
23786473,10.44668688,1.433449581,0.475612563365338
23786475,10.15510328,1.372166541,0.582823845089752
23786477,8.159939707,3.715100692,1.71022292617473
23786479,8.799650484,3.824669136,1.43478305277502
23786481,8.655268538,4.410640105,1.8256434796133
23786483,9.710452356,2.951206859,1.10551459603552
23786485,7.896324221,4.411920904,1.77742832561849
23786487,9.316946795,3.789545503,1.14665775642172
23786489,8.364776341,4.407748919,1.67911104082945
23786491,10.29820805,3.238924593,0.713073347728968
23786493,9.324559724,3.978609643,1.97810126037853
23786495,8.769225094,4.255390282,1.50068122142253
23786497,9.041228196,3.401229971,1.17175075975014
23786499,7.901185141,4.20416253,1.77696104316389
23786501,8.577882511,4.127096756,1.84500255934331
23786503,7.868382353,4.403518498,1.4735698326109
23786505,8.802391438,3.98369936,1.53270925062872
23786507,11.17216525,0.851702075,0.43002655762173
23786509,7.868382353,4.053842548,1.45542548042232
23786511,10.65796152,1.187852555,0.496305281319414
23786513,11.40704486,0.781818182,0.413868996674626
23786515,8.80056912,3.223795428,1.1427927904964
23786517,7.868382353,4.412712644,1.19240939733449
23786519,8.933312887,4.278003568,1.38199720731594
23786521,11.28660429,1.337677581,0.519463740515
23786523,7.998127598,4.358733798,1.37918020350816
23786525,11.82535692,0.995007477,0.271311877627898
23786527,10.97142691,1.033158269,0.46094973109131
23786529,10.83807122,1.269932209,0.465567239684592
23786531,8.123641258,4.372594807,1.44605243909804
23786533,8.707299726,4.217709552,0.762127592914692
23786535,11.60154557,0.958599626,0.325913332337056
23786537,11.20425567,1.610800134,0.272010451234846
23786539,9.201117824,3.866741025,1.32182279488072
23786541,8.476395866,4.417985056,1.80341232046092
23786543,10.87673164,0.801410703,0.481012020044478
23786545,10.88155425,1.091376989,0.391636377197532
23786547,11.60315227,1.089129037,0.327472405778068
23786549,8.945888095,3.917595544,1.56511378289979
23786551,9.109381172,3.539438206,1.34603358269782
23786553,8.066690602,4.3914524,1.50687216453628
23786555,11.56146198,1.163562384,0.268128752948794
23786557,9.125267582,3.848460636,1.81758948016832
23786559,11.46312004,0.784895077,0.266217302404388
23786561,11.88866364,1.065089383,0.243370800586364
23786563,10.03737034,3.983774959,1.39846096010231
23786565,7.868382353,4.281847771,0.955476153113744
23786567,11.06413566,0.781818182,0.445939255877062
23786569,7.868382353,4.408846134,1.49287607486524
23786571,7.868382353,4.284526141,0.964463668545628
23786573,10.95218076,1.611234065,0.396952004335298
23786575,8.21723692,4.385287834,1.48944379142861
23786577,9.983911601,3.955759795,1.47496227468516
23786579,8.089467373,4.383285388,1.51064828716641
23786581,7.868382353,4.39317887,1.53677195292049
23786583,11.59414311,0.781818182,0.261092487315466
23786585,11.00163547,0.914143398,0.40143400585511
23786587,10.67324828,0.781818182,0.200204150649202
23786589,8.340861675,4.385674294,1.48279057595494
23786591,11.35837367,1.266603409,0.154260874466958
23786593,11.17218199,0.781818182,0.491410766840254
23786595,7.868382353,4.413111954,2.13422476322507
23786597,11.80330299,1.15302364,0.25377280733254
23786599,8.881666685,3.988626288,1.83677726497294
23786601,9.061704716,3.768314732,1.49977458780161
23786603,12.1168329,1.123252407,0.254765308629126
23786605,12.02927371,1.332802606,0.126223452502022
23786607,10.98616219,1.100412341,0.172879917264256
23786609,11.17280034,0.781818182,0.221278252778596
23786611,9.809679009,3.792165026,1.25799496118826
23786613,7.868382353,4.408846134,1.49334406020507
23786615,11.0852301,0.978436361,0.18388780941028
23786617,10.26265651,0.781818182,0.197062922985698
23786619,7.868382353,4.41197495,1.5619388133359
23786621,9.742574756,3.374045578,1.41819021243945
23786623,11.64225036,1.135530826,0.266595945061214
23786625,11.9015329,0.917604864,0.26168396306925
23786627,8.739111344,4.396221474,1.73064819630107
23786629,10.6946529,1.360463693,0.417344034776566
23786631,10.02290002,3.305383473,1.30400413402452
23786633,10.77370517,1.243053231,0.431746149939332
23786635,7.868382353,4.405295859,1.54495701443005
23786637,11.50548664,0.912884955,0.151752421970706
23786639,11.27658979,1.004211608,0.195346255558798
23786641,11.57704515,0.948831155,0.283289440772972
23786643,10.66403246,1.031178586,0.171863502235598
23786645,9.10930909,3.955227917,1.68350515641502
23786647,10.25341171,1.291981484,0.125799092616802
23786649,11.28632263,0.991444368,0.176968917958456
23786651,11.19448953,0.948493342,0.158707912519758
23786653,11.37950116,0.781818182,0.3046144598709
23786655,11.31736761,1.028706407,0.168809083724766
23786657,8.632010145,4.180826964,0.940050358555296
23786659,11.44670224,1.503456188,0.130006268675214
23786661,11.63545603,1.507963834,0.134665014227302
23786663,9.144930845,3.751316744,1.75656830251914
23786665,11.84784173,1.327033327,0.097496349775446
23786667,11.74906648,1.205849837,0.30648761032253
23786669,11.05402074,1.283947218,0.274610878990372
23786671,8.82481425,4.117777357,1.59759672196771
23786675,8.97792834,4.361222766,1.47372846620495
23786677,11.39329361,1.174673853,0.291703132666678
23786679,9.49770772,2.422071083,0.620098800806534
23786681,11.48264658,1.411164018,0.115547594204628
23786683,10.83180665,1.418914802,0.349016616872122
23786685,10.99304155,1.013743412,0.137873138567874
23786687,11.74438056,1.398897888,0.228573710747916
23786689,9.158937343,3.453677544,1.44674209000452
23786691,8.651842189,4.252233147,1.42522989195604
23786693,11.23975082,1.131433057,0.160615298604576
23786695,8.632010145,3.846093468,0.940202653874354
23786697,11.38615139,0.834500465,0.173201840110602
23786699,11.34511213,1.135712307,0.164022478593566
23786701,10.17523837,3.409172313,1.17056986350824
23786703,11.34027814,1.37700252,0.150244485176142
23786705,9.700016882,1.331783633,0.149014977501924
23786707,11.51341827,1.474210003,0.136393698396878
23786709,10.91453841,0.847321306,0.16335124208242
23786711,11.8023993,0.781818182,0.16993498801306
23786713,9.46486886,2.697162356,0.607772317935054
23786715,11.31945307,1.141038833,0.334602738028646
23786717,11.44871881,0.982327685,0.130289337902512
23786719,11.93008015,0.800475349,0.137990725145126
23786721,11.78378175,0.864540237,0.136608241803528
23786723,10.17523837,3.228531551,1.17068373058188
23786725,11.39144757,1.319584515,0.128656718982532
23786727,10.02053674,3.606715899,1.28088987809312
23786729,11.47912506,1.026469279,0.320661040463708
23786731,10.03170421,3.374975848,1.16113481476719
23786733,11.45268334,1.020936547,0.165345371289282
23786735,10.78641549,1.172199599,0.159640011592504
23786737,11.76413044,1.491894796,0.124275175828128
23786739,10.17409094,3.428857515,1.07333752763523
23786741,10.01218976,3.331641578,1.01962789023874
23786743,11.62702274,1.594572245,0.31197125023103
23786745,10.00829909,2.61002713,0.819799366709082
23786747,11.74366275,0.781818182,0.15778834961954
23786749,9.843626955,3.336174752,0.523431947406256
23786751,10.81542777,1.352921328,0.185219149951442
23786753,10.75683146,1.368373971,0.133011769218596
23786755,11.57956612,0.94218209,0.16878124541159
23786759,11.84358669,1.066689503,0.157783300106062
23786761,11.60132428,1.195697573,0.312426264710556
23786763,9.925451439,3.583765546,1.24834799562917
23786765,11.03368547,0.966120613,0.139062039235436
23786769,11.37644747,1.151401663,0.393593629379762
23786771,10.7425,1.110354341,0.145308726170434
23786773,11.7876791,1.750147074,0.098712928419848
23786775,11.77447007,1.219640396,0.11973154186901
23786777,10.66053216,1.159516321,0.489840717345834
23786779,9.890491494,3.917391786,1.02400315374736
23786781,9.750849353,3.385613338,1.16486609178986
23786783,10.85576137,0.781818182,0.450375345236752
23786785,11.78587562,0.781818182,0.200506133160674
23786787,10.4907865,0.959547621,0.257291887364384
23786789,9.379177122,3.811843073,1.5121710941582
23786791,11.7807099,1.176760062,0.118911381259962
23786793,11.37708397,1.130034736,0.400584796094166
23786795,11.88395839,1.365275521,0.117071233232222
23786797,9.306166098,3.006255425,1.71121500484203
23786799,9.5601202,2.293976133,1.00313034507264
23786801,11.86181883,0.781818182,0.177760830847802
23786803,12.27634557,0.781818182,0.14081998802965
23786805,11.70244828,0.781818182,0.144352813991636
23786807,9.890491494,3.426195992,1.02386082472871
23786809,11.17017203,1.080785964,0.300617829954446
23786811,11.17038762,1.601898149,0.300556574322162
23786813,10.84022503,1.565801136,0.163764212349606
23786815,10.9507745,1.001989036,0.179997082225888
23786817,11.14929534,1.311817272,0.178435702536292
23786819,9.381480812,2.757566426,1.27471537278029
23786821,11.42980275,1.553436597,0.115713768762514
23786823,11.05389288,0.900936871,0.23873600045107
23786825,11.38329816,0.781818182,0.23775203016193
23786827,11.0527349,0.781818182,0.21859967394938
23786829,10.17427589,0.781818182,0.194626141663258
23786831,11.53453943,1.473844161,0.263836785164668
23786833,10.55870512,0.988348371,0.376224000495136
23786835,10.55393339,1.516997955,0.376387846101212
23786837,11.15317062,0.781818182,0.2207934592343
23786839,11.57347369,0.781818182,0.176626756308818
23786841,10.91165511,0.955876128,0.2381613148556
23786843,10.05876434,0.938681994,0.243586465016774
23786845,10.92726583,0.781818182,0.244501250842226
23786847,10.94484571,0.781818182,0.23761060694378
23786849,10.15018592,2.17297539,0.610927165039298
23786851,11.16408629,0.781818182,0.222084150855158
23786853,11.66583828,1.303733446,0.117875755476656
23786855,12.22253715,1.316880568,0.106537042898744
23786857,11.59176698,0.930516505,0.14536279169936
23786859,11.53458574,1.021376589,0.143826539574388
23786861,11.63293683,0.948809008,0.137278579000806
23786863,10.61483042,0.816150932,0.25555771417016
23786865,9.71313979,2.265119076,1.12511096048639
23786867,11.50844511,0.781818182,0.185295745563084
23786869,11.49623547,1.706687285,0.09744418907213
23786871,11.36693671,1.861254866,0.096082653240388
23786873,10.82887413,2.15579873,0.098493706235916
23786875,11.63773575,1.390878005,0.111609698199132
23786877,11.27565364,1.603479234,0.10292254944106
23786879,11.26552716,1.311936653,0.184117279314824
23786881,11.59307439,0.781818182,0.294097434007898
23786883,10.18770061,0.781818182,0.219763821863452
23786885,10.17853953,0.781818182,0.21966997928463
23786887,10.41942348,1.805951376,0.16843070385986
23786889,9.95876027,2.060486464,0.967332967030706
23786891,10.54541004,1.276932728,0.171398576675236
23786893,10.58366615,0.781818182,0.351524107683006
23786895,11.50546929,1.515454807,0.10915336540733
23786897,10.53856549,0.781818182,0.35330827995068
23786899,10.53444481,0.781818182,0.354146912004196
23786901,10.75848704,0.781818182,0.203280817240408
23786903,11.27482025,1.403444906,0.183977059201328
23786905,10.82869718,0.844013835,0.707946614758002
23786907,10.47605835,1.539414862,0.822286936561838
23786909,11.91532916,1.487449941,0.123816225540628
23786911,11.71629968,0.781818182,0.188254995643328
23786913,11.07807072,0.781818182,0.206288074830526
23786915,10.3526976,2.145739886,0.602032411745532
23786917,10.43517169,0.926652109,0.26773563602903
23786919,10.83770362,0.781818182,0.341934408807704
23786921,11.38974976,1.620437147,0.102714144970088
23786923,10.52003656,0.929116837,0.360973782291322
23786925,10.53512632,0.781818182,0.47558171949432
23786927,11.26533659,1.653716544,0.187825294678658
23786929,11.32649909,1.086239904,0.16342525917309
23786931,11.34289044,1.272550921,0.159095045684136
23786933,9.696178467,2.29188071,0.449842162219516
23786935,11.30079945,1.207275089,0.166341553918122
23786937,10.40089866,3.087036454,0.8205983405512
23786939,11.20117736,1.215443983,0.16972546592797
23786941,11.21637507,0.963818405,0.25338287318884
23786943,9.048302766,2.872723253,1.28790920030057
23786945,10.96961569,1.038464179,0.310925455398364
23786947,10.9347744,0.866733445,0.368373683416442
23786949,10.92184919,0.781818182,0.49918887776399
23786951,10.10205306,2.267528678,0.783779713273544
23786953,10.36700088,3.038743808,0.76086708976513
23786955,11.79774916,1.186219761,0.153795516547358
23786957,11.0423854,1.44022039,0.297958921266766
23786959,10.92558999,0.781818182,0.33643766448073
23786961,11.19898386,1.527727154,0.36145601660823
23786963,10.54222251,3.104052415,0.663139283511284
23786965,10.33658558,3.128412358,0.606137942300986
23786967,10.52909988,2.04015881,0.335380820245772
23786969,11.17933587,1.561633412,0.37758626989888
23786971,11.45983217,1.328050575,0.136366239551908
23786973,10.50910475,2.299576636,0.669459082318582
23786975,10.5620612,1.177737831,0.545460980236524
23786977,9.970543816,1.665646183,0.401951095611592
23786979,11.42805187,1.562991061,0.321826656353404
23786981,11.08187265,1.0427237,0.145464624732628
23786983,11.0379322,0.781818182,0.340788443682798
23786985,10.91700782,1.568622316,0.36040292164888
23786987,10.73772502,0.781818182,0.514171328132696
23786989,10.74649369,0.781818182,0.494508132536422
23786991,11.34391053,0.781818182,0.334235123318316
23786993,11.1955573,1.146214493,0.329915604213076
23786995,11.49947412,1.088807962,0.141990476630412
23786997,11.30918399,1.319922682,0.155433666156148
23787001,10.68710186,1.459790021,0.689643240442516
23787003,10.94978898,0.781818182,0.410554222391422
23787005,10.94978898,0.781818182,0.410544704251036
23787007,11.81397072,1.239865525,0.148356015119844
23787009,12.02069625,1.031883748,0.152581486319284
23787011,10.24601089,1.528111154,0.433257125390214
23787013,10.44921142,2.003271041,0.715271689293544
23787015,11.37457256,1.028698328,0.209260450618716
23787017,10.76305929,0.781818182,0.652254431706472
23787019,11.26990266,1.519698653,0.301201727903628
23787021,11.90457354,1.192754204,0.12425064021062
23787023,11.26197414,0.97567782,0.248223722422844
23787025,10.62766098,0.781818182,0.5257211113553
23787027,11.24639571,0.781818182,0.393927617202744
23787029,10.94681828,0.878019051,0.282668927509972
23787031,9.177361966,2.704583776,0.967929266845786
23787033,11.89573387,0.781818182,0.165783926512092
23787035,11.26484049,0.781818182,0.184967874471526
23787037,11.48121332,0.781818182,0.273987208565204
23787039,10.51721551,0.781818182,0.683010174123508
23787041,10.62401898,0.781818182,0.524002298681448
23787043,10.86917104,0.896538147,0.439348055970038
23787045,10.8665565,0.958023772,0.447888210238094
23787047,10.49520118,0.781818182,0.665125519812726
23787049,11.46540281,0.785517967,0.161690378103922
23787051,12.01622999,1.480812735,0.142161922661154
23787053,11.20368487,1.631185774,0.167605321093022
23787055,10.74647043,1.324999921,0.147784575669882
23787057,10.82935484,1.381155931,0.151925640433154
23787059,11.44854004,1.116477598,0.146597911311662
23787061,12.08338635,0.916031334,0.150143269953372
23787063,10.3536265,2.138682772,0.65872913637117
23787065,10.62333365,0.781818182,0.793413933674004
23787067,11.63642856,0.855458224,0.149275299261038
23787069,10.76448535,1.434606897,0.1494931879423
23787071,10.53031583,3.586490251,1.62856646915112
23787073,11.2318381,0.781818182,0.17332160536593
23787075,11.9468586,0.781818182,0.159709902101572
23787077,11.91190737,1.20880142,0.125001946342796
23787079,11.81589684,1.325544678,0.106099148398024
23787081,10.96771507,1.148159122,0.56518756032912
23787083,11.59467072,1.471286074,0.152503095905358
23787085,10.63267718,0.997545587,0.537805516963036
23787087,11.62763526,0.781818182,0.25763655210706
23787089,11.75833546,0.781818182,0.43209788104031
23787091,11.15838223,1.149131687,0.147738516229858
23787093,12.09837982,0.781818182,0.178471073996076
23787095,11.20034491,2.603781703,0.5290096611671
23787097,11.70879541,1.298463779,0.102527526864066
23787099,11.4920386,0.781818182,0.350368182744332
23787101,10.62211454,0.781818182,0.788029920095102
23787103,10.82914683,0.781818182,0.47211743340736
23787105,10.56063387,0.781818182,0.598718438728198
23787107,10.44476745,0.781818182,0.518085089943658
23787109,11.64884335,1.473051515,0.550225649061688
23787111,10.73963303,1.554228247,0.616994066541356
23787113,11.15883417,1.460376638,0.164378734039992
23787115,11.41656939,1.47347842,0.089269940202656
23787117,10.14143418,3.403375608,1.14166262199339
23787119,12.07152226,1.246361524,0.118915935044758
23787121,11.18005023,1.219969263,0.164050298611102
23787123,10.8534126,1.53389038,0.163199496297858
23787125,11.74515004,1.07629769,0.1115903974632
23787127,11.58212871,1.351552431,0.164868070225376
23787129,10.46221047,1.85703065,0.597930612918504
23787131,11.67063152,1.128419204,0.138773392249636
23787133,10.18974091,2.226104371,0.700265977099684
23787135,11.54499999,1.764495978,0.156627634882314
23787137,10.24594414,2.612050991,0.703018493017726
23787139,11.01099816,1.430248544,0.13221523210624
23787141,11.16913531,1.833838918,0.119968686711372
23787143,10.29408742,0.781818182,0.791691674600548
23787145,9.816825654,1.315191853,0.436165779959144
23787147,11.23806029,1.577974276,0.12602718635657
23787149,10.98307177,1.713240418,0.183629213096342
23787151,10.90499032,1.160166014,0.424786732730126
23787153,10.34055309,1.928326879,0.177809362278276
23787155,9.909960728,0.781818182,0.681133520056818
23787157,11.2007203,2.15579873,0.118726691597558
23787159,11.35425455,1.528111154,0.12672672347845
23787161,12.1310994,1.144918445,0.189946558125668
23787163,11.40980457,1.649273812,0.120374431614512
23787165,10.90725693,1.184913913,0.25261692289376
23787167,12.03392008,1.334841682,0.155333317065608
