"comid","logq_hz_lateral_m_div_s_fill"
23796797,-5.78832864761353
23796799,-4.45478569141612
23796801,-4.03183845486538
23796803,-4.26713841929364
23796805,-4.1476712790815
23796807,-6.31398970868471
23796809,-6.39891827221598
23796811,-9.22507858276367
23796813,-7.36552272983927
23796815,-8.0268721464003
23796817,-7.92072248458862
23796819,-5.84332972344587
23796821,-5.73762273788452
23796823,-4.93979337893265
23796825,-5.4304505351113
23796827,-4.87084202532049
23796829,-4.48504337961899
23796831,-4.2439040231271
23796833,-6.20802879897923
23796835,-9.04575749056067
23796837,-9.358473777771
23796839,-7.60730304674033
23796841,-7.45593195564972
23796843,-10.377534866333
23796845,-10.268837928772
23796847,-10.4828500747681
23796849,-10.4998464584351
23796851,-6.41251611709595
23796853,-6.82246350007014
23796855,-9.17055892944336
23796857,-6.79425445905734
23796859,-8.67328071594238
23796861,-7.75153303146362
23796863,-7.11125903931711
23796865,-7.04575749056067
23796867,-4.63631526817826
23796869,-5.192478501565
23796871,-6.69745262751251
23796873,-5.40053177902526
23796875,-4.08104267453982
23796877,-4.36278281958377
23796879,-4.72906170385191
23796881,-5.67829803049926
23796883,-7.73048705578208
23796885,-7.2298847052129
23796887,-5.86245600544535
23796889,-5.02416854875917
23796891,-4.48195158764268
23796893,-4.62673297762183
23796895,-5.2818721479247
23796897,-4.1995750692542
23796899,-4.49006780836162
23796901,-4.33342492844909
23796903,-4.09106965554936
23796905,-4.28453511623831
23796907,-4.90135627418294
23796909,-4.63190286976745
23796911,-4.80421931077897
23796913,-4.5338964958657
23796915,-4.80014064843415
23796917,-4.59728993510255
23796919,-4.86749056688103
23796921,-4.30663980670037
23796923,-5.19232969876952
23796925,-5.15905046463013
23796927,-5.22244501113892
23796929,-6.34765672683716
23796931,-4.3899805335826
23796933,-7.58670023591875
23796935,-7.73754891026957
23796937,-6.78251605578609
23796939,-7.75073480606079
23796941,-7.18842499412941
23796943,-9.73310947418213
23796945,-8.36653154442041
23796947,-5.91478079895506
23796949,-7.0515870342214
23796951,-5.16638122372248
23796953,-6.82246350007014
23796955,-6.62837807282398
23796957,-6.00418936832396
23796959,-6.1041356487527
23796961,-4.6839666857583
23796963,-4.37045370613559
23796965,-4.31015947790278
23796967,-5.01271815748161
23796969,-5.17256610459922
23796971,-4.51605486062748
23796973,-4.40323251844785
23796975,-3.89335905730556
23796977,-3.95251018083805
23796979,-5.20255933001335
23796981,-4.14064430954147
23796983,-4.9847324790813
23796985,-4.77758529929921
23796987,-4.3572002428239
23796989,-4.07334789450958
23796991,-5.22288505355154
23796993,-5.59758384709338
23796995,-4.16620671029903
23796997,-5.26385857120953
23796999,-4.68525986360654
23797001,-4.87083557393331
23797003,-5.47828672636167
23797005,-4.32326903525017
23797007,-6.6548223834573
23797009,-8.34678748622466
23797011,-6.20971483596676
23797013,-7.12901118623942
23797015,-5.01317454190441
23797017,-4.9473291389974
23797019,-6.41680122603138
23797021,-6.70531337572056
23797023,-5.25981896254626
23797025,-4.59524894398409
23797027,-4.55075149278386
23797029,-4.55138821632633
23797031,-4.35892144635132
23797033,-4.85467926108168
23797035,-4.26791232282778
23797037,-5.05358212618313
23797039,-4.23670838356113
23797041,-4.0599206586093
23797043,-4.53636152464602
23797045,-4.34958658799151
23797047,-5.81166222095925
23797049,-5.00806545028105
23797051,-5.88920833922889
23797053,-7.52578373592374
23797055,-4.75416576618274
23797057,-4.75577484916862
23797059,-4.56285668866176
23797061,-4.49490611051048
23797063,-4.51570300849522
23797065,-4.37154786795217
23797067,-5.7426094506627
23797069,-5.3670772802338
23797071,-4.4493223503465
23797073,-4.48761658944564
23797075,-4.95395770566462
23797077,-6.87419354186047
23797079,-5.84909012629888
23797081,-6.47404865875199
23797083,-4.31340999702938
23797085,-5.56878102480115
23797087,-6.89894064509188
23797089,-6.71942162963192
23797091,-5.29265128538782
23797093,-5.85480359388582
23797095,-6.87063240427701
23797097,-8.55284196865778
23797099,-4.37845673560173
23797101,-4.37003264162718
23797103,-7.21538270736712
23797105,-5.10447835922241
23797107,-5.41227781304644
23797109,-5.08945029591752
23797111,-4.42376744676849
23797113,-5.07423940359156
23797115,-6.47664379334521
23797117,-5.26134626133896
23797119,-4.89263737553062
23797121,-5.53928252458123
23797123,-5.24915232461573
23797125,-5.07251671454361
23797129,-8.20065945054642
23797131,-4.98575675899454
23797133,-4.27357192975978
23797137,-5.36457657605231
23797139,-8.92081875395237
23797141,-6.20718822875185
23797143,-4.48752907380655
23797145,-6.38320951367028
23797147,-7.31425826139774
23797149,-5.62486700648284
23797151,-4.43509480014329
23797153,-5.37049865823273
23797155,-4.52561066406242
23797157,-4.26546900309147
23797159,-5.18554596363368
23797161,-4.4003027401774
23797163,-4.71304848435038
23797165,-4.31524372257719
23797167,-4.26201544823648
23797169,-4.25554928774877
23797171,-6.529883646849
23797173,-6.60712725459792
23797175,-4.41181914963315
23797177,-6.96481990814209
23797179,-7.88941028970075
23797181,-4.76900982527334
23797183,-5.18741415804532
23797185,-4.71400883665047
23797187,-5.82573661900488
23797189,-4.51390886690464
23797191,-6.24351603555739
23797193,-6.31704307369879
23797195,-6.27172740210498
23797197,-4.3643322248451
23797199,-6.70885323826811
23797201,-4.26794818059682
23797203,-4.49670447729769
23797205,-8.84511566162109
23797207,-4.42380515552295
23797209,-4.41654604958801
23797211,-6.0291419430035
23797213,-6.21781413350798
23797215,-4.35119229594266
23797217,-4.56975755364811
23797219,-9.99846267700195
23797221,-4.46449096730904
23797223,-4.07610295784522
23797225,-4.29303570393553
23797227,-4.25190845196412
23797229,-4.31458253625032
23797231,-4.19612615789311
23797233,-4.03457344629024
23797235,-5.35854572074693
23797237,-4.36124484238852
23797239,-4.26090177954087
23797241,-5.03736079415588
23797243,-9.30102999566398
23797245,-5.93166568688275
23797247,-5.0545757328928
23797249,-4.23884539005914
23797251,-8.13076828026902
23797253,-4.37289427161501
23797255,-4.28556126110554
23797257,-7.98296666070122
23797259,-4.32373139196581
23797261,-4.4599689438143
23797263,-5.67937604494646
23797265,-4.59943265571072
23797267,-4.47214821128604
23797269,-4.43078297979951
23797271,-4.44752071619983
23797273,-4.58387229606284
23797275,-4.56493336480735
23797277,-4.5996986489986
23797279,-6.82506840647156
23797281,-4.43603149688303
23797283,-7.95860731484177
23797285,-8.56863623584101
23797287,-8.33724216831843
23797289,-4.42956316704397
23797291,-10.3082695007324
23797293,-10.2011604309082
23797295,-5.78465329713783
23797297,-9.27620792388916
23797299,-4.55836371933372
23797301,-4.54969391351838
23797303,-4.65976415847414
23797305,-4.55993824656285
23797307,-4.49510388670137
23797309,-4.87988692859232
23797311,-4.97798838847644
23797313,-4.74983137566218
23797315,-4.13017358680433
23797317,-4.60788556976881
23797319,-9.82334804534912
23797321,-4.59213650503337
23797323,-6.83003182600311
23797325,-4.85176146618116
23797327,-5.29002657698892
23797329,-6.51584257563462
23797331,-4.32555796928437
23797333,-6.8138916201868
23797335,-6.96177736163128
23797337,-8.11350927482752
23797339,-5.32490020060994
23797341,-5.09433901464235
23797343,-4.25762899027935
23797345,-4.48215939016999
23797347,-4.57331155799441
23797349,-4.96985294913998
23797351,-5.37961406326912
23797353,-4.49523562917143
23797355,-4.68864460149939
23797357,-7.18375870000822
23797359,-4.83166754437426
23797361,-5.45726168955346
23797363,-5.89438764031321
23797365,-5.75014152758263
23797367,-5.68712477776095
23797369,-8.76955107862173
23797371,-5.09233609087964
23797373,-7.1511952989482
23797375,-5.81310014343211
23797377,-5.63230870203534
23797379,-5.10578920000934
23797381,-4.74655108013265
23797383,-8.08618614761628
23797385,-4.93461824618216
23797387,-4.54661857139607
23797389,-4.99961364981145
23797391,-5.41091090807427
23797393,-6.08719360733871
23797395,-5.23328979273774
23797397,-7.42136079003193
23797399,-5.60150444986186
23797401,-5.28825180528887
23797403,-5.63318495383615
23797405,-5.28060241357612
23797407,-5.88279501390722
23797409,-9.32712268829346
23797411,-5.69734444604928
23797413,-5.99297807442132
23797415,-4.99785554547163
23797417,-7.00305075150462
23797419,-6.73376830331011
23797423,-10.2823257446289
23797425,-9.10958003997803
23797427,-7.78781239559604
23797429,-4.8178829016967
23797433,-5.56932844136301
23797437,-4.93946457838502
23797439,-4.67805998435377
23797441,-6.94081538236863
23797443,-6.1890957193313
23797445,-5.07091842216485
23797447,-6.56735133998689
23797449,-4.41036199670405
23797451,-5.11209589000447
23797453,-7.16430942850757
23797455,-5.73574901781303
23797457,-5.24793617919665
23797459,-7.32975414692588
23797461,-4.30780423820839
23797463,-5.3853031115983
23797465,-5.83803338363593
23797467,-6.09205147838773
23797469,-4.40845100154888
23797471,-4.40836841388653
23797473,-6.36111157529492
23797475,-4.80200310240286
23797477,-6.16653413982931
23797479,-9.39794000867204
23797481,-6.88339225601175
23797483,-5.46542819415926
23797485,-4.43566381314469
23797487,-5.88123940955762
23797489,-5.56817002172694
23797491,-4.58614351486224
23797493,-4.33227254768958
23797495,-6.62415356369084
23797497,-4.17360041489019
23797499,-4.15860298409476
23797501,-4.54037685456028
23797503,-4.82724275699617
23797505,-5.40849019100535
23797507,-4.60055333241634
23797509,-4.95282251897835
23797511,-6.57186520597121
23797513,-4.5492145476164
23797515,-8.2839966563652
23797517,-4.45769379676194
23797519,-4.98032302135439
23797521,-4.74895097043603
23797523,-4.25774082675866
23797525,-4.2389792659385
23797527,-4.86409711837769
23797529,-4.06164491764609
23797531,-7.26121944151563
23797533,-5.51049150842208
23797535,-5.75134025695166
23797537,-5.16508995753221
23797539,-9.69261264801025
23797541,-4.29844889199454
23797543,-3.95574097549506
23797545,-4.18544943636611
23797547,-5.17725673069769
23797549,-4.26798850353547
23797551,-4.1663716682533
23797553,-4.33431274090461
23797555,-5.74848344770832
23797557,-4.42281622185837
23797559,-6.47256469726562
23797561,-4.78076399215525
23797563,-5.61690307005091
23797565,-6.02168250325325
23797567,-6.16953964996903
23797569,-5.69250396208679
23797571,-5.99473366702723
23797573,-9.36040306091309
23797575,-7.97881070093006
23797577,-4.17713907511539
23797579,-4.37040197003861
23797581,-4.91722539744882
23797583,-4.41222257707094
23797585,-4.42886489805041
23797587,-7.33818731446274
23797589,-4.31694131106614
23797591,-4.26747520371098
23797593,-9.46155738830566
23797595,-4.44020047553903
23797597,-4.35411616965798
23797599,-4.44097535038192
23797601,-5.32333382036653
23797603,-4.09409407633975
23797605,-5.54310281255065
23797607,-6.26240983371428
23797609,-4.05050005276826
23797611,-4.17644959151587
23797613,-4.08193845398004
23797615,-5.88776376913106
23797617,-7.34457302093506
23797619,-4.43902859659169
23797621,-4.62758514379995
23797623,-6.37407050728371
23797625,-4.52070592605395
23797627,-4.21939434136552
23797629,-4.33978996444278
23797631,-6.70597490590468
23797633,-4.30022236515283
23797635,-4.21693510407163
23797637,-4.1775838768368
23797639,-4.32619268673019
23797641,-4.83173534186024
23797643,-5.51989240442355
23797645,-4.04410833333117
23797647,-5.90499258041382
23797649,-4.3411076336148
23797651,-4.96450622311118
23797653,-4.07851609854142
23797655,-4.49057836886183
23797657,-5.06881682860474
23797659,-4.40467783419343
23797661,-4.67240828059098
23797663,-4.14876085077528
23797665,-6.45754805262402
23797667,-6.55940573816017
23797669,-7.43297363384094
23797671,-4.38216636378437
23797673,-4.48632969080119
23797675,-4.5618169431361
23797677,-4.52987334866021
23797679,-4.78599609136586
23797681,-5.26828233535935
23797683,-4.16937079422619
23797685,-4.4881874682044
23797687,-4.68518300916404
23797689,-4.16301165058032
23797691,-4.38232312493175
23797693,-4.26130508365526
23797695,-5.50167565930283
23797697,-4.22015617088831
23797699,-4.10286465442936
23797701,-4.28492155315535
23797703,-4.13568356445296
23797705,-4.24953115938925
23797707,-5.12769801529533
23797709,-4.26270962875482
23797711,-4.19968485688832
23797713,-4.17840237210198
23797715,-4.25299321091269
23797717,-4.18565415790141
23797719,-3.97691439096493
23797721,-4.05126629229644
23797723,-4.68554077190645
23797725,-9.59701919555664
23797727,-10.9133911132812
23797729,-8.63827216398241
23797731,-6.42957382164103
23797733,-6.24458253718906
23797735,-4.34400726861438
23797737,-5.45886945724487
23797739,-4.56837272344034
23797757,-6.14342641830444
23797761,-6.46214723587036
23797769,-5.21783564796831
23797771,-6.38289476949762
23800558,-5.93193483352661
23800560,-5.86167526245117
23800562,-5.79340600967407
23800564,-7.60380065290426
23800566,-5.32172751762508
23800568,-6.13412647179219
23800570,-6.41930306028756
23800572,-6.45593195564972
23800574,-7.56383735295924
23800576,-7.2580609222708
23800578,-9.60818386077881
23800580,-10.4978647232056
23800582,-7.40120949323688
23800584,-6.14038142122782
23800586,-10.6042003631592
23800588,-10
23800590,-9.69897000433602
23800592,-10.8008184432983
23800594,-5.72200135579971
23800596,-8.88605664769316
23800598,-4.52130222591784
23800600,-6.27384353382724
23800602,-7.2943868637085
23800604,-6.29705275381844
23800606,-7.44369749923271
23800608,-5.15438731586453
23800610,-5.34559240944737
23800612,-10
23800614,-8.70684719085693
23800616,-9.25156307220459
23800618,-9.68490505218506
23800620,-10.1949863433838
23800622,-10.2033662796021
23800624,-10.7944116592407
23800626,-10.5298166275024
23800628,-9.67936420440674
23800630,-8.78261661529541
23800632,-7.65757731917779
23800634,-7.24488773360493
23800636,-9.51278972625732
23800638,-5.33624255406082
23800640,-6.99740201928009
23800642,-7.75955963134766
23800644,-7.3429441471429
23800646,-7.71974229812622
23800648,-6.74074935913086
23800650,-5.88054614924394
23800652,-5.31117099487365
23800654,-9.15027332305908
23800656,-8.72440624237061
23800658,-8.64052295684814
23800660,-6.8167301563172
23800662,-8.12066268920898
23800664,-5.7782728698661
23800666,-6.29649066925049
23800668,-5.43730277556183
23800670,-6.05625820159912
23800672,-6.19050762306266
23800674,-4.72869288121504
23800676,-4.81075961087464
23800678,-4.48912537280331
23800680,-4.69754352077143
23800682,-5.29832841827951
23800684,-4.73806895096551
23800686,-4.30452922349188
23800688,-5.15067888179157
23800690,-4.95450099156212
23800692,-4.6102989108828
23800694,-4.56871023305639
23800696,-4.5543117478634
23800698,-4.01865398474384
23800700,-4.62547893925855
23800702,-4.05635563383535
23800704,-4.48896065807449
23800706,-4.98022341919082
23800708,-4.5448616690234
23800710,-4.86060583168466
23800712,-6.89517159634634
23800714,-4.9684299678589
23800716,-4.38337117098928
23800718,-5.15363195631633
23800720,-4.71229230276564
23800722,-4.64075852270735
23800724,-5.29928763165665
23800726,-4.93649025646837
23800728,-4.68076065252793
23800730,-4.40976356878158
23800732,-4.85769189349383
23800734,-5.01689265067697
23800736,-4.15949305854466
23800738,-4.56004394894519
23800740,-4.30267192711032
23800742,-4.40654888812561
23800744,-4.24218430542098
23800746,-4.46803596605165
23800748,-4.54497231764322
23800750,-4.36983461172095
23800752,-4.56537840902247
23800754,-4.2233680297517
23800756,-6.27392512978463
23800758,-5.13661170317532
23800760,-5.12913395169323
23800762,-4.72510586065843
23800764,-5.50409505640564
23800766,-4.74018640171859
23800768,-4.62072168317317
23800770,-5.50134490475488
23800772,-4.75513184917476
23800774,-4.59520903100369
23800776,-4.41105971435476
23800778,-4.3891684947056
23800780,-5.15019990079498
23800782,-4.31128392647638
23800784,-4.27532869509942
23800786,-5.52951600568431
23800788,-6.34093992775906
23800790,-6.48254017345977
23800792,-7.82102305270683
23800794,-7.28903688100472
23800796,-6.49227902331439
23800798,-6.90066472231404
23800800,-6.09550084460218
23800802,-4.44036025493532
23800804,-5.2189558711324
23800806,-4.90326026380529
23800808,-5.03934850223716
23800810,-4.73462367219067
23800812,-5.54634141921997
23800816,-7.35066514128786
23800820,-5.40374387689771
23800822,-5.26692316595634
23800824,-5.58743866090551
23800826,-5.44149542781805
23800828,-5.29201276089804
23800830,-4.94068655320286
23800832,-5.18274542412625
23800834,-4.86402185471858
23800836,-4.73506181856884
23800838,-4.8251700246885
23800840,-5.01769710080894
23800842,-5.29696669526631
23800844,-5.10216405779231
23800846,-5.82695949244894
23800848,-5.20880075350112
23800850,-4.97052693730077
23800852,-5.15036564213442
23800854,-4.62264092269854
23800856,-5.10453877805716
23800858,-5.04566581584649
23800860,-5.09395063038702
23800862,-4.5826645122737
23800864,-4.54769517597869
23800866,-4.88433957228842
23800868,-5.39973402023315
23800870,-4.95285758341549
23800872,-4.45601261782951
23800874,-4.60956833062458
23800876,-4.57054326994583
23800878,-4.73065520232167
23800880,-4.64411765588256
23800882,-4.45119552839602
23800884,-6.07307147979736
23800886,-4.69419951856029
23800888,-4.13166126204094
23800890,-4.54727935791016
23800892,-5.03535858486276
23800894,-4.96549988572925
23800896,-4.58376568966304
23800898,-4.38988730772693
23800900,-4.59636823931483
23800902,-4.33486760508415
23800904,-4.36050354996303
23800906,-4.49657569468692
23800908,-4.35901400132946
23800910,-4.45045972271724
23800912,-4.65561165659948
23800914,-4.03906921569971
23800916,-4.34201628453268
23800918,-4.41315512033619
23800920,-4.85900828030463
23800922,-4.61248026072851
23800924,-4.696760731348
23800926,-4.28478243759893
23800928,-4.28342660155749
23800930,-4.93881130218506
23800932,-4.54069196660113
23800934,-4.16507725477747
23800936,-4.43377351892918
23800938,-4.56093428191229
23800940,-4.36406469489653
23800942,-4.93381202698203
23800944,-5.0421055127871
23800946,-5.01780115540662
23800948,-4.83004357178688
23800950,-4.39322429398778
23800952,-5.48210504164243
23800954,-4.52759902797398
23800956,-4.55230873435691
23800958,-4.55708771974289
23800960,-4.82162457867168
23800962,-4.98763527477776
23800964,-5.66510413698812
23800966,-5.17847337090347
23800968,-4.92724517641797
23800970,-6.06900005804385
23800972,-6.59928936322677
23800974,-6.78409818679597
23800976,-6.07998108397109
23800978,-6.24063437834407
23800980,-4.63419390261735
23800982,-5.85971198818813
23800984,-7.93181413825384
23800986,-7.13608262304214
23800988,-4.54625216553256
23800990,-4.38331342932456
23800992,-4.50319069598265
23800994,-4.70223594878552
23800996,-4.34367272732572
23800998,-4.50180202726288
23801000,-4.27615208027245
23801002,-4.55181328955298
23801004,-4.25862655709216
23801006,-6.68718817378791
23801008,-7.07388830184937
23801010,-6.74352279375832
23801012,-4.44094406706731
23801014,-5.35201100566249
23801016,-4.2563045641182
23801018,-5.02304051050965
23801020,-4.41492523080786
23801022,-4.32975229097052
23801024,-4.37748346763532
23801026,-5.93389780323323
23801028,-6.37283904762522
23801030,-9.52287874528034
23801032,-8.16115090926274
23801034,-9.30102999566398
23801036,-6.62782471388494
23801038,-6.24895196517981
23801040,-4.48233115071701
23801042,-4.48341835670643
23801044,-4.44881236584892
23801046,-4.27003066273976
23801048,-4.36699110121377
23801050,-4.55646478350203
23801052,-4.21323722389875
23801054,-4.41788029547626
23801056,-4.61486925638272
23801058,-10.5780906677246
23801060,-4.54357474893365
23801062,-4.76243280325042
23801064,-4.36150475281796
23801066,-4.81780226362406
23801068,-4.75024170268206
23801070,-4.33283854250085
23801072,-6.20245548563827
23801074,-7.15323925018311
23801076,-4.84262293274944
23801078,-4.53155518584988
23801080,-4.12163103870558
23801082,-4.72536422785436
23801084,-4.52614093696802
23801086,-4.44239483273411
23801088,-4.90396292703702
23801090,-4.72717479765213
23801092,-7.74957999769111
23801094,-9.10883331298828
23801096,-9.83055114746094
23801102,-5.99980878829956
23801104,-10.0849685668945
23801106,-8.97094345092773
23801108,-7.26600071346161
23801110,-9.46021938323975
23801112,-6.57381417475549
23801114,-5.03139565275338
23801116,-7.84466396253494
23801118,-6.79696711298529
23801120,-7.96257350205938
23801122,-4.78104095632415
23801124,-5.13758832872959
23801126,-5.06680639044478
23801128,-6.41510365586255
23801130,-6.63413778459744
23801132,-7.94309514866353
23801134,-4.63183774852702
23801136,-4.30396267891713
23801138,-7.41680122603138
23801140,-5.8882671433889
23801142,-5.40706860387055
23801144,-4.8900672780456
23801146,-6.37913552473488
23801148,-4.89956397096915
23801150,-6.82623117686335
23801152,-6.08650404038288
23801154,-9.6331901550293
23801156,-5.34132097141755
23801158,-5.35212823469377
23801160,-6.29508495330811
23801162,-7.45717457304082
23801164,-8.45593195564972
23801166,-8.95860731484177
23801168,-8.4089353929735
23801170,-4.57371358194307
23801172,-8.43179827593301
23801174,-6.02802872360024
23801176,-7.73282827159699
23801178,-7.74232142513082
23801180,-5.48394082624172
23801182,-10
23801184,-6.12389767862221
23801186,-6.77262755771036
23801188,-8.67002773284912
23801190,-8.22184874961636
23801192,-7.45222529461218
23801194,-7.89279003035213
23801196,-4.65417554959907
23801198,-10
23801200,-5.53126876936465
23801202,-5.65560772631489
23801204,-4.57315216887032
23801206,-4.59726503643304
23801208,-7.73518217699046
23801210,-10
23801212,-4.7525570437695
23801214,-4.48058287777828
23801216,-7.7851561519523
23801218,-7.01322826573375
23801220,-7.10292299679058
23801222,-4.96510294934592
23801224,-6.37355697466871
23801226,-9.22833156585693
23801228,-7.31605286924849
23801230,-4.75384624116791
23801232,-4.87854521329102
23801234,-8.09691001300806
23801236,-9.83727741241455
23801238,-5.47908435295456
23801240,-4.98439645767212
23801242,-5.06423586098554
23801244,-7.18243463044022
23801246,-10.0484142303467
23801248,-5.96713958404786
23801250,-5.15329803583595
23801252,-10.1439418792725
23801254,-5.57877460065982
23801256,-9.64843463897705
23801258,-8.00436480540245
23801260,-7.64206515299955
23801262,-4.84218373530174
23801264,-6.4719836588108
23801266,-7.20690839982342
23801270,-4.51015397383367
23801272,-5.43919699800604
23801276,-4.40752187642142
23801278,-5.52308146334312
23801282,-4.98761839094136
23801284,-4.3420878819996
23801286,-4.50402297111262
23801288,-5.06803896476916
23801290,-7.80410034759077
23801292,-4.90160550267522
23801294,-7.82390874094432
23801296,-4.47396178045648
23801298,-9.8464879989624
23801300,-4.37839898234274
23801302,-4.51917291018074
23801304,-9.22184874961636
23801306,-8.95860731484177
23801308,-7.15304467498018
23801310,-9.78392314910889
23801312,-4.67138020590403
23801314,-7.31069114087638
23801316,-4.74242588202082
23801318,-8.61942768096924
23801320,-10.2310552597046
23801322,-4.97642656924537
23801324,-4.57186761479673
23801326,-6.16456310519814
23801328,-8.53760200210104
23801330,-4.70063826551729
23801332,-10.015323638916
23801334,-7.33724216831843
23801336,-10.0524845123291
23801338,-8.14874165128093
23801340,-7.10402526764094
23801342,-4.40046952609205
23801344,-7.1007268126824
23801346,-7.67778070526608
23801348,-10
23801350,-8.74472749489669
23801352,-4.33394212711134
23801354,-4.74905646722209
23801356,-7.1771783546969
23801358,-7.45967052520913
23801360,-7.00436480540245
23801362,-7.2518119729938
23801364,-7.68613277963085
23801366,-9.22184874961636
23801368,-7.90308998699194
23801370,-5.98568344116211
23801372,-7.59345981956604
23801374,-9.30102999566398
23801376,-7.84163750790475
23801378,-6.376027487983
23801380,-8.72124639904717
23801382,-4.31915370986702
23801384,-7.85698519974591
23801386,-9.62296295166016
23801388,-7.32513885926219
23801390,-8.72124639904717
23801392,-5.49262994655595
23801394,-10.3063631057739
23801396,-8.18708664335714
23801398,-9.15490195998574
23801400,-5.61607697104784
23801402,-8.63827216398241
23801404,-8.18708664335714
23801406,-4.40260869644894
23801408,-5.72399801003795
23801410,-6.4091581652184
23801412,-4.90364974680596
23801414,-5.02543765020337
23801416,-6.75795576063045
23801418,-8.22914798835786
23801420,-6.67325462043468
23801424,-4.74273304385573
23801426,-6.74909230029914
23801428,-7.22767829327708
23801430,-10.3425741195679
23801432,-10.1232271194458
23801434,-7.1232050237993
23801436,-4.7353734297099
23801438,-6.45829597671571
23801440,-5.19276272128376
23801442,-7.73048705578208
23801444,-8.76955107862173
23801446,-8.46852108295774
23801448,-10.7252349853516
23801450,-7.79317412396815
23801452,-9.52939605712891
23801454,-10.8575210571289
23801456,-6.74738965943263
23801458,-7.98296666070122
23801460,-8.19382002601611
23801462,-9.26871585845947
23801464,-5.21619643426128
23801466,-4.22140559686966
23801468,-7.40671393297954
23801470,-7.68402965454308
23801472,-5.41294040382783
23801474,-9.76212787628174
23801476,-9.83896255493164
23801478,-5.66108554733667
23801482,-7.15676722190199
23801484,-4.13424808046691
23801486,-6.55160289654223
23801488,-9.7079906463623
23801490,-8.19382002601611
23801492,-4.92690146530216
23801494,-4.34503632115195
23801496,-7.77728352885242
23801498,-7.82390874094432
23801500,-4.48414241876085
23801502,-4.82654304964312
23801504,-5.15188481176559
23801506,-10
23801508,-8.60205999132796
23801510,-4.94474233657187
23801512,-5.4351919553134
23801514,-4.43828432153463
23801516,-6.32642620357695
23801518,-7.23657200643706
23801520,-10.1360340118408
23801522,-8.72124639904717
23801524,-4.24548042698858
23801526,-8.58502665202918
23801528,-8.74472749489669
23801530,-7.3045183235098
23801532,-7.62599754333496
23801534,-4.51403700466171
23801536,-8.54700088500977
23801538,-9.86856842041016
23801540,-8.17392519729917
23801542,-4.60791497580969
23801544,-5.23169496087404
23801548,-8.44369749923271
23801550,-4.15903557922115
23801552,-4.61293407461582
23801556,-4.46678327608369
23801558,-9.9689302444458
23801560,-6.49743633089264
23801562,-10.1850738525391
23801564,-4.51488533381488
23801566,-4.57719481673509
23801568,-6.74160219590449
23801572,-8.65757731917779
23801574,-4.29476311513595
23801576,-4.41547429144889
23801578,-6.30565808963582
23801580,-5.19400328265908
23801582,-5.16388485172972
23801584,-4.73878089117945
23801586,-4.54191667899733
23801588,-6.84557602688535
23801594,-6.34611244192902
23801598,-4.53684457780704
23801602,-4.44878661647528
23801604,-4.48509213137179
23801608,-9.15490195998574
23801616,-6.87719345092773
23801618,-4.64179910373803
23801620,-4.42513385466695
23801622,-4.95073157107419
23801624,-8.60205999132796
23801626,-5.54905842092765
23801628,-9.53186416625977
23801630,-6.57708201923234
23801632,-5.21697589979786
23801634,-5.18299024805659
23801636,-4.21166669815702
23801638,-4.46263358636634
23801640,-7.35359627377693
23801642,-6.63357704277403
23801644,-5.17371782258739
23801646,-7.83092546463013
23801648,-4.91962608329869
23801650,-7.23582386760967
23801652,-6.79805693659835
23801654,-4.45753005893566
23801656,-4.36053162564194
23801658,-4.15516732421361
23801660,-4.905288439386
23801662,-5.26630530715661
23801664,-7.22329881601159
23801666,-7.40671393297954
23801668,-4.81382938048659
23801670,-4.21783708230357
23801672,-4.24159479609944
23801674,-4.48928211066314
23801676,-10.2817916870117
23801678,-7.99564170837402
23801680,-5.24577401799648
23801682,-7.45558834075928
23801684,-4.5054293334171
23801686,-7.38510278396687
23801688,-4.30221610099061
23801690,-5.56428301177916
23801692,-5.24963819463062
23801694,-5.59903052077434
23801696,-4.31337324822685
23801698,-4.57857286286282
23801700,-4.84040874679674
23801702,-6.48320029591838
23801704,-6.10535169620648
23801706,-7.20342566678957
23801708,-8.13667713987954
23801710,-4.27699523012828
23801712,-4.19507270921287
23801714,-4.12310490939095
23801716,-4.39578328623064
23801718,-4.48780405950928
23801720,-4.45657794724902
23801722,-5.65639449189583
23801724,-5.73645861082842
23801726,-4.443157610229
23801728,-5.23701401360699
23801730,-4.94898647402745
23801732,-4.93158777022161
23801734,-4.35899755031115
23801736,-5.70789906151958
23801738,-5.4682273948386
23801740,-4.3428838857901
23801742,-4.40166422415085
23801744,-4.86335234971696
23801746,-4.38190446606243
23801748,-4.17375604955899
23801750,-4.39857001976772
23801752,-4.38619251581974
23801754,-7.44369749923271
23801756,-4.51842869512063
23801758,-4.32220493856167
23801760,-4.36897616132126
23801762,-6.48972315558265
23801764,-5.88887196365488
23801766,-4.46013271803636
23801768,-4.21186628892202
23801770,-7.00480370840282
23801772,-6.69100897099984
23801774,-5.80335411321291
23801776,-4.22486552575793
23801778,-4.25430636955667
23801780,-4.40081257991539
23801782,-4.77607335287327
23801784,-4.53261390744765
23801786,-4.58645381437987
23801788,-4.35680978677815
23801790,-6.02895620816397
23801792,-5.53234750542613
23801794,-5.07512138766464
23801796,-4.28387638178162
23801798,-4.40546096300827
23801800,-6.20802879897923
23801802,-4.34212435095472
23801804,-5.22023761396783
23801806,-4.40644405004063
23801808,-6.61136603064821
23801810,-4.36958244427036
23801812,-4.11355591763915
