"comid","logq_hz_vertical_m_div_s_fill"
23792355,-7.66354026615147
23792357,-5.30537725416912
23792359,-4.83645401523936
23792361,-5.68807669123164
23792363,-6.47521455067878
23792365,-6.23026609420776
23792367,-5.12780292297573
23792369,-8.85204124450684
23792371,-5.28536851880706
23792373,-5.26043556626826
23792377,-5.71892115927106
23792379,-4.95581707206204
23792381,-6.37069235992625
23792383,-7.98029088973999
23792385,-5.48961586939586
23792387,-6.42585293584928
23792389,-4.78791313040393
23792391,-3.40043610977709
23792393,-5.49082436980067
23792395,-4.6688603036578
23792397,-5.90059562765446
23792399,-9.44566535949707
23792401,-6.36997914888659
23792403,-4.65639422137127
23792405,-4.9251506595039
23792407,-7.59284591674805
23792409,-5.38517657813338
23792411,-4.89720996359738
23792413,-6.18118049245246
23792415,-4.45312271696583
23792417,-5.57451468929197
23792419,-5.66005193830565
23792421,-4.59662206827714
23792423,-5.68319124794698
23792425,-5.7681992079421
23792427,-3.69864223571927
23792429,-6.23128791962234
23792431,-4.6637824978966
23792433,-4.98442231363202
23792435,-5.75840371784593
23792437,-5.32365396500905
23792439,-4.35679711466275
23792441,-9.13978385925293
23792443,-6.10248287059947
23792445,-4.58800073961333
23792447,-8.13667713987954
23792449,-8.99714756011963
23792451,-8.51426029205322
23792453,-4.29287261286114
23792455,-6.63864997564773
23792457,-8.09691001300806
23792459,-6.34998404752816
23792461,-5.57931828229615
23792463,-6.18435585086803
23792465,-4.22461880040531
23792467,-3.58632002688077
23792469,-9.36598873138428
23792471,-8.36653154442041
23792473,-7.11182050608168
23792475,-5.2681454215956
23792477,-5.65562737809353
23792481,-4.9366816558102
23792483,-5.92830205477839
23792485,-5.63904703195089
23792487,-4.82474338786727
23792489,-7.96257350205938
23792491,-7.11861534322943
23792497,-5.85374789790701
23792499,-6.93144310492764
23792501,-5.33283667331745
23792503,-4.69585859915676
23792505,-6.70005709997723
23792507,-6.26921772433361
23792509,-6.43121178768465
23792511,-7.69464863055338
23792513,-8.22184874961636
23792515,-8.87852573394775
23792517,-8.1956262588501
23792519,-4.71914450055835
23792521,-9.36086273193359
23792523,-4.5993715957211
23792525,-4.77695598111705
23792527,-9.11725997924805
23792529,-4.880206525643
23792531,-4.97059998731051
23792533,-10
23792535,-4.82508354817159
23792537,-6.6399749108106
23792539,-4.69514744949128
23792543,-6.20086630669794
23792545,-4.68940226419569
23792547,-4.60102140794648
23792549,-6.39534202795213
23792551,-3.42430331230485
23792553,-7.94311761856079
23792555,-7.64016451766011
23792557,-4.55153639642469
23792559,-5.32102662408023
23792561,-4.86424475224642
23792563,-6.87289520163519
23792565,-5.29630461499105
23792567,-7.38510278396687
23792569,-4.80126905862698
23792571,-6.58753945257004
23792573,-3.61830348048275
23792575,-5.09368651180577
23792577,-6.0496838360754
23792579,-5.04005754684072
23792581,-5.48106513013335
23792583,-8.62077617645264
23792585,-7.81849908828735
23792587,-4.50163016561288
23792589,-2.89223945232763
23792591,-4.98979760092892
23792593,-8.64486789703369
23792595,-7.06854212931099
23792597,-6.82217502813532
23792599,-7.90657831483777
23792601,-8.77870082855225
23792603,-6.52026844024658
23792605,-7.97881070093006
23792607,-8.3913516998291
23792609,-7.29756946355447
23792611,-4.71758348441004
23792613,-5.0980243209355
23792615,-4.74457869952587
23792617,-4.78979025582806
23792619,-4.86775993332726
23792767,-3.44984052784175
23792771,-7.3429441471429
23792773,-7.1792688369751
23792777,-7.4903244972229
23792799,-3.45540181965687
23792801,-3.41074884556047
23792815,-7.57787370681763
23792823,-7.40782324260413
23796481,-3.17010059076554
23796483,-6.40664005279541
23796485,-6.46712207794189
23796487,-6.9195294380188
23796489,-4.5540771484375
23796491,-4.73333597183228
23796493,-8.04095860767891
23796495,-4.92056369781494
23796497,-6.26443290710449
23796499,-4.35367202758789
23796501,-4.00458865331518
23796503,-3.26294355303568
23796505,-7.07935499859321
23796509,-3.91580921775654
23796511,-3.97664299295263
23796513,-5.16745915504994
23796515,-5.38179495774073
23796517,-3.13165902729553
23796519,-7.16367588429325
23796521,-5.58685117528568
23796523,-5.7717399597168
23796525,-2.84774098677699
23796527,-5.6426941924539
23796529,-3.63747059231352
23796531,-3.46202763444118
23796533,-3.72080441424141
23796535,-3.68019065528605
23796537,-3.46930372878814
23796539,-3.95148340201276
23796541,-4.39915258951588
23796543,-3.88338895198433
23796545,-3.19219422340393
23796547,-3.44994019049805
23796549,-3.44626451296483
23796551,-3.39447424807853
23796553,-3.09584089935008
23796555,-3.75829858565101
23796557,-3.70378958110047
23796559,-4.24470528167352
23796561,-3.83796123678252
23796563,-3.7872889595596
23796565,-4.31203080578566
23796567,-3.75408369871073
23796569,-4.0498187004434
23796571,-3.4922695810599
23796573,-3.24075296679313
23796575,-3.3567783113302
23796577,-7.41566877563247
23796579,-3.90207413047982
23796581,-4.32347805635984
23796583,-3.02494340932816
23796585,-4.55092754340058
23796587,-4.6196566804693
23796589,-4.81743414125266
23796591,-6.07998108397109
23796593,-7.03058408764602
23796595,-4.24351755726462
23796597,-4.43034523600015
23796599,-4.1839729163692
23796601,-4.44570107477492
23796603,-3.41486162021927
23796605,-3.56523575114231
23796607,-4.06528204941104
23796609,-4.27050499339034
23796611,-5.80734892933202
23796613,-4.2800574843194
23796615,-4.15557011326877
23796617,-3.47622370390766
23796619,-3.35517872531362
23796621,-3.90965338843707
23796623,-3.68671759871207
23796625,-4.31434507899797
23796627,-5.45017554506476
23796629,-3.15331132591157
23796633,-5.37170743942261
23796635,-3.22803996464342
23796637,-3.19811382568888
23796639,-6.82733106613159
23796641,-5.57317980003664
23796643,-6.15217685699463
23796645,-3.99371669938806
23796647,-4.54954671859741
23796649,-4.83461914341583
23796651,-3.57069564555665
23796653,-4.14333332872142
23796655,-3.9198011645617
23796657,-5.02154556663477
23796659,-3.89500923536137
23796661,-4.16384305019782
23796663,-4.17568733593637
23796665,-4.18279424065121
23796667,-3.16775346041305
23796669,-4.40425411999585
23796671,-3.58618544061246
23796673,-3.55144099585849
23796675,-3.35222516311909
23796677,-3.26385187361549
23796679,-3.68915152549744
23796681,-3.01117827191699
23796683,-3.2694304838677
23796685,-3.53496251257677
23796687,-3.19101703417037
23796689,-3.14868054851088
23796691,-3.79693212045796
23796693,-3.46489875966123
23796695,-3.2779417857307
23796697,-3.52833532074173
23796699,-3.79322375575228
23796701,-3.7018530781837
23796703,-3.25868031206029
23796705,-3.73859990139129
23796707,-3.19421496714276
23796709,-3.45799300004584
23796711,-3.86824885857873
23796713,-4.36263750860236
23796715,-3.09977465475919
23796717,-3.23445243285531
23796719,-8.43179827593301
23796721,-3.25768092526731
23796723,-3.07913451847527
23796725,-5.17164305540604
23796727,-3.13961530048072
23796729,-4.52179609324364
23796731,-9.09691001300806
23796733,-8.16115090926274
23796735,-3.39908210879231
23796737,-3.4345035354742
23796739,-3.35547122543337
23796741,-3.94660498285235
23796743,-3.6328325626678
23796745,-3.45186844316928
23796747,-7.0893755951108
23796749,-3.83032811912525
23796751,-5.72067533455739
23796753,-3.92035410540531
23796755,-3.89225968165907
23796757,-4.27669623439433
23796759,-4.12755701267309
23796761,-5.22478288851857
23796763,-3.74484573560026
23796765,-3.68304699567799
23796767,-3.76831793859309
23796769,-3.12642444939846
23796771,-3.70415612758289
23796773,-3.08314610568082
23796775,-3.15784790597319
23796777,-4.0812605349507
23796779,-2.82418947275274
23796781,-3.00936150547978
23796783,-2.88167566316068
23796785,-3.7290239197728
23796787,-2.75662325926909
23796789,-3.29139312883616
23796791,-3.51273663213049
23796793,-7.30803489723264
23796795,-7.15552282425432
23796797,-7.18045606445813
23796799,-3.48002672821878
23796801,-3.5922432364433
23796803,-3.70663413428333
23796805,-4.1476712790815
23796807,-5.22786907261564
23796809,-5.3829786789761
23796811,-6.52738980240396
23796813,-5.77720551888629
23796815,-5.57614817555931
23796817,-7.93181413825384
23796819,-3.54705494657647
23796821,-4.9646167755127
23796823,-4.03889947444658
23796825,-3.13379290940517
23796827,-3.22466561992231
23796829,-4.17331634438906
23796831,-4.2439040231271
23796833,-4.77655857641097
23796835,-5.96569247040344
23796837,-6.83683862502298
23796839,-5.98669921314311
23796841,-5.96693830746183
23796843,-7.76955107862173
23796845,-7.46892404556274
23796847,-6.61134433746338
23796849,-8.68019771575928
23796851,-8.48148606012211
23796853,-5.5595159791766
23796855,-7.30980391997149
23796857,-5.58012682485052
23796859,-6.92497205734253
23796861,-6.68414068222046
23796863,-5.89150262865174
23796865,-5.71498308237083
23796867,-4.63631526817826
23796869,-4.50164532964669
23796871,-5.03507599742923
23796873,-4.4381069714493
23796875,-4.08104267453982
23796877,-4.36278281958377
23796879,-4.72906170385191
23796881,-4.86654732041757
23796883,-5.93569179331704
23796885,-5.56210680913049
23796887,-4.82866338250627
23796889,-4.67598608378948
23796891,-4.48195158764268
23796893,-4.07584697439395
23796895,-4.05306728771951
23796897,-4.15683383792594
23796899,-4.49006780836162
23796901,-4.15885052167226
23796903,-3.68439076868254
23796905,-4.28453511623831
23796907,-3.89869349299656
23796909,-3.60107622480929
23796911,-3.49714327660892
23796913,-4.5338964958657
23796915,-4.01407501636275
23796917,-3.60644381228677
23796919,-3.51830087346776
23796921,-4.22043825288879
23796923,-3.38712505691717
23796925,-2.92351312912693
23796927,-2.95852370146278
23796929,-3.89166639104638
23796931,-4.3899805335826
23796933,-5.51133649438533
23796935,-4.62129511231497
23796937,-4.66773731341733
23796939,-5.03889228056101
23796941,-5.26338043124941
23796943,-6.53491471244257
23796945,-6.12883586719705
23796947,-5.05582835456427
23796949,-5.5505833166692
23796951,-4.68099393366411
23796953,-4.49969489998943
23796955,-4.90872003577116
23796957,-4.53302567192788
23796959,-4.60209299896289
23796961,-4.6839666857583
23796963,-4.37045370613559
23796965,-4.12430607992805
23796967,-2.69286007977203
23796969,-3.58179171070023
23796971,-3.46929391995855
23796973,-3.66544879168288
23796975,-3.31876065689547
23796977,-3.05458861158042
23796979,-2.91683505712387
23796981,-3.43397796194968
23796983,-2.93045481740958
23796985,-3.02215037616605
23796987,-3.04184424993559
23796989,-3.82670089538568
23796991,-3.91795319903833
23796993,-4.40001218611009
23796995,-3.97821744004493
23796997,-4.40466847104232
23796999,-4.68525986360654
23797001,-3.95523659070388
23797003,-4.28655482078782
23797005,-4.32326903525017
23797007,-5.32668413099074
23797009,-6.86934465097797
23797011,-5.14619231601842
23797013,-5.82451717922523
23797015,-4.32118434220938
23797017,-4.46393193621601
23797019,-5.38848911287334
23797021,-5.22262393285309
23797023,-4.79480302969475
23797025,-4.59524894398409
23797027,-4.55075149278386
23797029,-4.55138821632633
23797031,-4.35892144635132
23797033,-3.94643563153166
23797035,-4.26791232282778
23797037,-4.27456639548539
23797039,-4.23670838356113
23797041,-4.0599206586093
23797043,-4.53636152464602
23797045,-3.96270281368425
23797047,-4.97223057331026
23797049,-4.64084000911022
23797051,-4.8798968095135
23797053,-5.93036889737966
23797055,-4.75416576618274
23797057,-4.57802832342513
23797059,-4.56285668866176
23797061,-4.49490611051048
23797063,-3.63584635215956
23797065,-4.37154786795217
23797067,-4.67519094756224
23797069,-4.72158264709125
23797071,-4.4493223503465
23797073,-4.48761658944564
23797075,-4.74937422540481
23797077,-5.92263209471584
23797079,-4.84121385665505
23797081,-5.37085554417763
23797083,-4.31340999702938
23797085,-4.81941826890189
23797087,-5.29274501463862
23797089,-5.2964249181724
23797091,-4.2600632744866
23797093,-4.85006689075674
23797095,-5.44181962227902
23797097,-6.58020941389364
23797099,-4.37845673560173
23797101,-4.37003264162718
23797103,-5.70911989473284
23797105,-3.00590678452075
23797107,-4.77184098305475
23797109,-4.72121014031999
23797111,-4.42376744676849
23797113,-4.8661291110024
23797115,-5.57708201923234
23797117,-4.39163708885337
23797119,-4.57244568236503
23797121,-4.59197571957965
23797123,-3.37517058424774
23797125,-3.92777038580628
23797129,-6.58737147945562
23797131,-3.05378405743629
23797133,-4.23857566808955
23797137,-4.79672286790235
23797139,-7.17327747983101
23797141,-4.94318277832018
23797143,-4.48752907380655
23797145,-5.42855904631461
23797147,-6.21846003139406
23797149,-4.79549271870475
23797151,-4.43509480014329
23797153,-4.63907016734136
23797155,-4.52561066406242
23797157,-4.26546900309147
23797159,-4.66403563268162
23797161,-4.4003027401774
23797163,-4.71304848435038
23797165,-4.31524372257719
23797167,-4.26201544823648
23797169,-4.25554928774877
23797171,-5.76321090059071
23797173,-5.59247313419705
23797175,-4.41181914963315
23797177,-5.024085909951
23797179,-6.15658033479508
23797181,-3.70800018319385
23797183,-4.66894820645085
23797185,-4.71400883665047
23797187,-4.29751345696489
23797189,-4.51390886690464
23797191,-5.47454054251332
23797193,-5.56698263490656
23797195,-4.82723073784028
23797197,-4.3643322248451
23797199,-5.86604615548204
23797201,-4.25741341314084
23797203,-4.49670447729769
23797205,-6.6967396736145
23797207,-4.42380515552295
23797209,-4.41654604958801
23797211,-5.2925490583614
23797213,-5.06505738161243
23797215,-4.35119229594266
23797217,-4.56975755364811
23797219,-7.85313510894775
23797221,-4.46449096730904
23797223,-3.81606952238458
23797225,-4.25706998917342
23797227,-4.25190845196412
23797229,-4.24513460714465
23797231,-4.19612615789311
23797233,-3.48998856349214
23797235,-4.85955112361433
23797237,-4.36124484238852
23797239,-4.26090177954087
23797241,-4.90501353007012
23797243,-7.26760624017703
23797245,-5.06426607347617
23797247,-4.53026149005448
23797249,-4.23884539005914
23797251,-6.9888526392242
23797253,-4.37289427161501
23797255,-4.15762380559226
23797257,-6.32468001666071
23797259,-4.32373139196581
23797261,-4.4599689438143
23797263,-5.10260386084455
23797265,-4.40481414259169
23797267,-4.47214821128604
23797269,-3.73755650358045
23797271,-4.44752071619983
23797273,-4.42125974008363
23797275,-4.56493336480735
23797277,-4.47916841027458
23797279,-6.15845283474345
23797281,-3.69469238807742
23797283,-6.52797530229972
23797285,-7.70333480973847
23797287,-6.5567370125413
23797289,-4.42956316704397
23797291,-9.06083297729492
23797293,-8.88377094268799
23797295,-4.48883749763924
23797297,-9.00000190734863
23797299,-4.55836371933372
23797301,-4.16807082996837
23797303,-3.50128808050939
23797305,-4.55993824656285
23797307,-4.43627088967279
23797309,-3.61933302022277
23797311,-4.64017699023331
23797313,-3.71274905152336
23797315,-4.03309560104217
23797317,-4.60788556976881
23797319,-9.32200241088867
23797321,-4.59213650503337
23797323,-6.88572270343841
23797325,-4.53881137591391
23797327,-4.69386195138929
23797329,-5.28710628670346
23797331,-4.32555796928437
23797333,-5.75601993425892
23797335,-5.58385896883167
23797337,-6.37986394502624
23797339,-4.64898101815043
23797341,-4.69993887313379
23797343,-4.25762899027935
23797345,-4.48215939016999
23797347,-4.57331155799441
23797349,-4.96985294913998
23797351,-4.09314782095823
23797353,-4.45408825222198
23797355,-4.51396587492204
23797357,-6.30268345826762
23797359,-4.49364103458539
23797361,-4.37404919448397
23797363,-5.06736391258431
23797365,-4.63079713449945
23797367,-4.31227043572105
23797369,-6.89346914617762
23797371,-4.37853632685681
23797373,-6.30900696790013
23797375,-4.76246882843019
23797377,-4.63293308345907
23797379,-4.48497069133849
23797381,-4.74655108013265
23797383,-6.6017126946426
23797385,-4.40212326714731
23797387,-4.54661857139607
23797389,-4.78268379886233
23797391,-4.62194711681246
23797393,-5.02206615564737
23797395,-4.54731803147642
23797397,-5.56409195914089
23797399,-4.40016166910965
23797401,-4.74904186589399
23797403,-4.55452897103153
23797405,-4.48040608502655
23797407,-4.8861649286546
23797409,-7.23732143627256
23797411,-4.44036008510415
23797413,-4.82742625622803
23797415,-3.59467998025136
23797417,-5.53424548016612
23797419,-5.16753579637991
23797423,-10.0319290161133
23797425,-9.31225776672363
23797427,-6.3829996588791
23797429,-4.8178829016967
23797433,-4.61574697093008
23797437,-4.77681314282025
23797439,-4.64166468262425
23797441,-5.64845491469384
23797443,-4.8336587080165
23797445,-4.5400680839259
23797447,-5.62294886255247
23797449,-3.78585830284376
23797451,-4.6513427744639
23797453,-5.70335674435712
23797455,-4.62125841526113
23797457,-4.5107711901819
23797459,-5.39932108727639
23797461,-4.30780423820839
23797463,-4.82193094064201
23797465,-4.67565374309075
23797467,-4.99394919624358
23797469,-4.40845100154888
23797471,-4.40836841388653
23797473,-5.14053145214164
23797475,-4.45714626651696
23797477,-4.94224643753199
23797479,-7.17134010346468
23797481,-5.51318711366537
23797483,-4.52353937509878
23797485,-4.43566381314469
23797487,-4.89910930247688
23797489,-4.20792399014999
23797491,-4.58614351486224
23797493,-4.03012641042923
23797495,-5.31798134790391
23797497,-4.17360041489019
23797499,-4.06851111072506
23797501,-4.50669038644534
23797503,-4.82724275699617
23797505,-4.68142827715608
23797507,-4.60055333241634
23797509,-4.59073430306516
23797511,-5.56204343391869
23797513,-4.5492145476164
23797515,-6.87516985058614
23797517,-3.99957808181301
23797519,-4.16625273899022
23797521,-4.43425535660429
23797523,-3.8360050290899
23797525,-3.97805996193658
23797527,-3.21797550502007
23797529,-3.57715839104868
23797531,-6.09371884422785
23797533,-4.75664070110283
23797535,-4.79531851200361
23797537,-4.80668465047239
23797539,-7.06752623532285
23797541,-4.29844889199454
23797543,-3.35252310671309
23797545,-3.89368832640424
23797547,-4.82679505033304
23797549,-4.26798850353547
23797551,-3.8255815072657
23797553,-4.33431274090461
23797555,-4.7852089913612
23797557,-4.33090309313225
23797559,-3.98177190782441
23797561,-4.70407075490414
23797563,-4.93645918929745
23797565,-4.99467360278788
23797567,-4.7338679969907
23797569,-4.39036077645744
23797571,-4.84060126388612
23797573,-8.12307262420654
23797575,-6.15845283474345
23797577,-4.17713907511539
23797579,-4.37040197003861
23797581,-4.15879324503138
23797583,-4.41222257707094
23797585,-4.42886489805041
23797587,-6.23143589048643
23797589,-4.31694131106614
23797591,-4.26747520371098
23797593,-6.79997073344623
23797595,-4.44020047553903
23797597,-4.34808154723162
23797599,-4.44097535038192
23797601,-4.67913074293187
23797603,-4.06961308236615
23797605,-4.43965019085266
23797607,-4.95363752450815
23797609,-4.05050005276826
23797611,-4.17644959151587
23797613,-4.08193845398004
23797615,-4.91901655720765
23797617,-5.93361330032349
23797619,-4.43902859659169
23797621,-4.03379533921375
23797623,-5.26804075195105
23797625,-4.52070592605395
23797627,-4.21939434136552
23797629,-4.33978996444278
23797631,-5.33024625485031
23797633,-4.30022236515283
23797635,-4.01997311216094
23797637,-4.1775838768368
23797639,-4.32619268673019
23797641,-4.07486562347722
23797643,-4.67510196838489
23797645,-4.04410833333117
23797647,-5.585129737854
23797649,-4.3411076336148
23797651,-4.88729071058743
23797653,-4.07851609854142
23797655,-4.11081596479413
23797657,-3.69007616884733
23797659,-4.40467783419343
23797661,-4.67240828059098
23797663,-4.14876085077528
23797665,-5.59514918550868
23797667,-5.6213477750915
23797669,-6.55036734952993
23797671,-4.38216636378437
23797673,-3.35568578853136
23797675,-4.15135522410418
23797677,-4.02841851237348
23797679,-4.78599609136586
23797681,-4.62944370476938
23797683,-4.16937079422619
23797685,-4.32637776312931
23797687,-3.84742568507488
23797689,-4.16301165058032
23797691,-4.38232312493175
23797693,-4.26130508365526
23797695,-4.67780447025712
23797697,-4.22015617088831
23797699,-3.91393803113877
23797701,-4.28492155315535
23797703,-3.95324179307014
23797705,-4.24953115938925
23797707,-3.57255500141893
23797709,-4.26270962875482
23797711,-4.19968485688832
23797713,-4.17840237210198
23797715,-4.25299321091269
23797717,-4.18565415790141
23797719,-3.97691439096493
23797721,-4.05126629229644
23797723,-3.95960947294214
23797725,-8.34657573699951
23797727,-8.36970806121826
23797729,-6.92408823851722
23797731,-5.49226553192774
23797733,-5.65499896182196
23797735,-3.4489262371459
23797737,-3.03406762417928
23797739,-4.56837272344034
23797757,-7.1518108830086
23797761,-6.59728336334229
23797769,-4.80696631174791
23797771,-5.39405960308583
23800558,-8.3767507096021
23800560,-7.56317186355591
23800562,-8.38721614328026
23800564,-5.28087596402565
23800566,-3.08125654791765
23800568,-4.67422785846138
23800570,-5.10930518811816
23800572,-5.54515513999149
23800574,-5.69749590764429
23800576,-5.88619029732705
23800578,-6.50570623133467
23800580,-9.39794000867204
23800582,-5.92237777075548
23800584,-4.10891156391956
23800586,-8.03262805938721
23800588,-6.74982405191608
23800590,-7.18842499412941
23800592,-9.41421318054199
23800594,-4.23910427289084
23800596,-7.96257350205938
23800598,-3.40309669730259
23800600,-4.67355967513326
23800602,-7.38721614328026
23800604,-4.78659913308872
23800606,-5.67206919544576
23800608,-4.42488608382933
23800610,-4.15180102679178
23800612,-7.57839607313017
23800614,-7.40340290437354
23800616,-7.10688209533691
23800618,-6.86828279495239
23800620,-7.1572117805481
23800622,-7.99016523361206
23800624,-8.70191764831543
23800626,-9.06595897674561
23800628,-7.06148027482351
23800630,-7.42021640338319
23800632,-5.95710961027076
23800634,-5.68081063079511
23800636,-7.77728352885242
23800638,-4.84865302787286
23800640,-5.69188398413439
23800642,-5.3902988976206
23800644,-6.09215885741706
23800646,-7.3585258894959
23800648,-7.67571754470231
23800650,-5.06590067703611
23800652,-3.99318409586712
23800654,-6.07314329105031
23800656,-7.38933983691012
23800658,-8.65757731917779
23800660,-5.02666890718445
23800662,-7.38827669199266
23800664,-3.54894311640503
23800666,-7.51144928349956
23800668,-3.45624985144498
23800670,-7.14874165128092
23800672,-4.80638014300363
23800674,-4.08604667895418
23800676,-3.66391169940634
23800678,-3.87956417320913
23800680,-3.41754480557391
23800682,-3.98609280457157
23800684,-3.86493718593366
23800686,-4.30452922349188
23800688,-4.51965342340214
23800690,-3.47372677658559
23800692,-4.02231736623383
23800694,-3.75208300302929
23800696,-4.01740429163535
23800698,-3.67966779356026
23800700,-3.44703326057533
23800702,-3.07166698755875
23800704,-3.85604785043565
23800706,-3.13091655258522
23800708,-4.5448616690234
23800710,-3.16094269489902
23800712,-4.38294825991687
23800714,-3.00514332858609
23800716,-3.30442194280042
23800718,-3.14625525916478
23800720,-3.79124163301124
23800722,-3.48652145871745
23800724,-3.14398007239161
23800726,-3.74126065797436
23800728,-3.01062442952303
23800730,-3.29030406391472
23800732,-3.14196185484409
23800734,-3.3740195295093
23800736,-3.88999528311636
23800738,-4.07525756578141
23800740,-4.30267192711032
23800742,-3.6387608482864
23800744,-3.90663675728198
23800746,-3.86579429078287
23800748,-3.56353865211627
23800750,-3.97987700635588
23800752,-3.46386045243908
23800754,-4.2233680297517
23800756,-4.68532607889685
23800758,-3.7043801282182
23800760,-3.67177732320698
23800762,-3.98860507049871
23800764,-3.02368425148891
23800766,-3.66332907649752
23800768,-3.65612092024803
23800770,-3.02536485254128
23800772,-3.15404178384524
23800774,-3.09159642114912
23800776,-4.00691691597721
23800778,-4.10656414034383
23800780,-3.11529997806882
23800782,-4.13573368768972
23800784,-4.27532869509942
23800786,-4.26445459207075
23800788,-5.03415415779037
23800790,-5.20061119828462
23800792,-5.85757924578044
23800794,-5.71626921322212
23800796,-5.12544281062679
23800798,-5.29850109311853
23800800,-4.91714644003585
23800802,-4.23525730055473
23800804,-3.74353602730981
23800806,-3.92750230521111
23800808,-3.62410914948088
23800810,-4.73462367219067
23800812,-7.77989191195995
23800816,-5.39698561026558
23800820,-3.03139822045134
23800822,-3.0778284779
23800824,-3.08501370653379
23800826,-2.92179284614197
23800828,-3.29941935405017
23800830,-3.44197856477151
23800832,-3.1550389704834
23800834,-3.18030679804064
23800836,-3.0234266287861
23800838,-3.08053156530261
23800840,-3.02255177189936
23800842,-2.59981990271605
23800844,-2.92903143270306
23800846,-3.13237060999759
23800848,-2.77620342781421
23800850,-2.86426783171438
23800852,-2.86494829720431
23800854,-3.0966437050799
23800856,-2.78768050200746
23800858,-3.05748247356285
23800860,-2.90568252627929
23800862,-3.33937612889871
23800864,-2.51187299775045
23800866,-3.29745665669951
23800868,-8.65757731917779
23800870,-2.63641661680288
23800872,-3.29885187031768
23800874,-3.51103435234019
23800876,-3.14386053208366
23800878,-3.10622075360749
23800880,-3.35736612555106
23800882,-3.27739103536134
23800884,-3.10085701100925
23800886,-3.32127281265969
23800888,-2.44263688505249
23800890,-7.16941133131486
23800892,-3.16364068634178
23800894,-3.15580226382189
23800896,-2.59463948236235
23800898,-3.38559449810023
23800900,-4.0053500054717
23800902,-4.06409777639719
23800904,-3.41760517637737
23800906,-3.09522496369088
23800908,-3.83540117843146
23800910,-4.0893482921869
23800912,-3.7885840692711
23800914,-4.03906921569971
23800916,-3.81820597806961
23800918,-3.59286578621007
23800920,-3.43357859999298
23800922,-3.15939506022668
23800924,-3.01109567723215
23800926,-4.15537034973859
23800928,-3.64926026800541
23800930,-7.59176003468815
23800932,-3.41074627236221
23800934,-2.56288031882396
23800936,-3.4666898874163
23800938,-3.59612982996909
23800940,-4.36406469489653
23800942,-4.12693625647781
23800944,-3.57163874226951
23800946,-3.58036730892215
23800948,-3.73268539190633
23800950,-3.80541980736728
23800952,-4.05450630332823
23800954,-2.98713197561829
23800956,-3.90209757903338
23800958,-2.9372007059218
23800960,-3.72051762016116
23800962,-3.17907770029534
23800964,-3.6950345070301
23800966,-4.17776481834341
23800968,-4.92724517641797
23800970,-4.72098133174422
23800972,-5.64639147929136
23800974,-5.47375121005332
23800976,-4.96961484741054
23800978,-5.04314688792005
23800980,-4.63419390261735
23800982,-4.23527480615247
23800984,-5.9490791630646
23800986,-5.48354395654225
23800988,-4.39754664363806
23800990,-4.26702930889835
23800992,-4.50319069598265
23800994,-4.70223594878552
23800996,-4.26053328342327
23800998,-4.50180202726288
23801000,-3.75172529181266
23801002,-3.89305556008696
23801004,-4.25862655709216
23801006,-4.39238308482315
23801008,-4.58824060161401
23801010,-5.35567960198259
23801012,-4.44094406706731
23801014,-4.56165329633779
23801016,-4.2563045641182
23801018,-4.51020548755825
23801020,-3.40906558778978
23801022,-3.24246804973827
23801024,-4.37748346763532
23801026,-4.41318435697199
23801028,-5.4331502122056
23801030,-7.06651271215129
23801032,-7.09854167860389
23801034,-7.61798295742513
23801036,-5.54973549144015
23801038,-5.27040598950381
23801040,-4.48233115071701
23801042,-3.65872190533562
23801044,-3.48325467940136
23801046,-4.27003066273976
23801048,-4.36699110121377
23801050,-3.61394400101133
23801052,-3.6603608976458
23801054,-4.41788029547626
23801056,-4.61486925638272
23801058,-7.91331768035889
23801060,-4.26460661252875
23801062,-4.76243280325042
23801064,-3.84539461414092
23801066,-3.68704549998
23801068,-4.21466147566172
23801070,-4.17313700027385
23801072,-4.63181170276473
23801074,-4.62790029802449
23801076,-4.84262293274944
23801078,-3.71027984143713
23801080,-3.88387803303037
23801082,-3.16194606787213
23801084,-3.52077991757902
23801086,-4.44239483273411
23801088,-4.59702355321661
23801090,-4.23050196709002
23801092,-6.50779854860746
23801094,-8.46956729888916
23801096,-9.19559669494629
23801102,-7.31527805328369
23801104,-9.28736877441406
23801106,-9.21121215820312
23801108,-6.46775535637342
23801110,-9.05570125579834
23801112,-5.80178292775587
23801114,-3.26205459661982
23801116,-6.69658792940326
23801118,-6.14200450443908
23801120,-6.50072541810778
23801122,-4.78104095632415
23801124,-4.66919636926398
23801126,-4.69922976840949
23801128,-5.03016025163259
23801130,-4.83620375464233
23801132,-6.70311552446145
23801134,-4.60586895324792
23801136,-4.30396267891713
23801138,-5.74220147084697
23801140,-4.50615174728772
23801142,-4.8447793847967
23801144,-4.62996771516615
23801146,-5.38446025069105
23801148,-4.70321060277384
23801150,-5.85452389511504
23801152,-4.86503600853031
23801154,-8.32382488250732
23801156,-4.44324293437397
23801158,-4.73884423072271
23801160,-5.71396350860596
23801162,-6.39902710431325
23801164,-6.75745857170162
23801166,-7.56863623584101
23801168,-6.82217502813532
23801170,-4.57371358194307
23801172,-6.94195376960472
23801174,-4.42010098781886
23801176,-6.39115317767359
23801178,-6.3804892791615
23801180,-4.5140976228753
23801182,-7.08618614761628
23801184,-4.92451873517855
23801186,-5.40740137109387
23801188,-8.90791797637939
