"comid","logRT_lateral_hz_s_fill"
23100252,7.64530673915868
23100254,5.52379440108322
23100258,5.80018878563116
23100260,6.09932045599009
23100262,5.08896541595459
23100264,5.58621158944194
23100266,4.75678022475079
23100268,5.46529060907368
23100270,5.6241486015113
23100272,5.61066158799511
23100274,5.07722905991418
23100276,6.34396748084256
23100278,4.98150175042869
23100280,5.14932268022274
23100282,4.46851113920044
23100284,4.77439718003159
23100286,4.85091766657311
23100288,4.79281146671849
23100290,4.78752764786207
23100292,4.74431216205657
23100294,4.49827451127775
23100296,4.76334524807213
23100298,5.13474974137473
23100300,4.85565922879163
23100302,4.67621469839773
23100304,4.64528558637737
23100306,4.67615751636787
23100308,5.77117498599471
23100310,4.92396921520437
23100312,5.24428282009844
23100314,5.179835891656
23100316,5.63985001015972
23100318,5.17769059317025
23100320,6.10496136431122
23100322,5.03410418815324
23100324,5.30434696723402
23100326,6.57562430996085
23100328,5.88660698129658
23100330,5.4548314324884
23100332,5.47849253548843
23100334,5.90035640591049
23100336,5.30386660328761
23100338,5.05640889583716
23100340,5.03772492408412
23100342,4.37312856176189
23100344,4.89490789653975
23100346,5.21718859049071
23100348,4.64939166573894
23100350,5.15918213161904
23100352,4.81146566122136
23100354,4.11173468795026
23100356,5.13463635615345
23100358,4.8885696736299
23100360,5.3300320617831
23100362,5.00590654730057
23100364,4.61132874381575
23100366,4.60032311636652
23100368,4.94414662745361
23100370,4.42270901570997
23100372,4.68760537751197
23100374,4.79317807966328
23100376,5.17092581512151
23100378,4.4517617225647
23100380,4.62917049268904
23100382,4.90083867343503
23100384,5.70248126213998
23100386,5.4649144830498
23100388,5.48937568824276
23100390,4.19597063786412
23100392,5.45295677019138
23100394,5.19841096951249
23100396,5.99713700618857
23100398,5.08024747157228
23100400,5.34356329772613
23100402,5.01868475794707
23100404,4.9592758322548
23100406,3.24883317947388
23100408,4.98246361872898
23100410,5.23323087386101
23100412,5.22925467667956
23100414,4.2996111213187
23100416,4.71811309297737
23100418,4.92086330337674
23100420,4.38392301589127
23100422,4.63044572786297
23100424,4.98791411630931
23100426,4.66920192064722
23100428,5.14400251926419
23100430,4.2745132589517
23100432,4.54044242500145
23100434,5.1096761350426
23100436,5.15979661350606
23100438,5.21452441749417
23100440,4.39438214701964
23100442,4.49299531729506
23100444,4.39980492385238
23100446,4.47010864843142
23100448,4.4779434418576
23100450,6.69969892501831
23100452,6.73619651794434
23100454,6.21439440059021
23100456,5.90094760768656
23100458,6.54801792656624
23100460,6.25244946627966
23100462,6.13550279832015
23100464,6.05148577353213
23100466,6.49066725143527
23100468,5.6667267072538
23100470,6.03736867939403
23100472,6.14857879700722
23100474,6.17205873089774
23100476,6.00140569092521
23100478,6.13801122852229
23100480,5.97893471434549
23100482,5.98926359045415
23100484,6.16135451976134
23100486,6.61426547166173
23100488,6.10764488155818
23100490,5.77705478668213
23100492,5.63660097122192
23100494,4.77333223346209
23100496,4.34447745937725
23100498,5.17799213919758
23100500,5.60385793203678
23100502,4.71194167540628
23100504,5.17872784541007
23100506,4.70422530365349
23100508,4.77023685986088
23100510,4.79184855003233
23100512,4.41847518927073
23100514,3.87918976071944
23100516,4.31451963114571
23100518,3.70625388043418
23100520,4.1220579180887
23100522,4.47857747768988
23100524,4.77252598819368
23100526,3.78791983782255
23100528,4.87517318654447
23100530,5.37081670761108
23100532,7.03306007385254
23100534,5.87329807557697
23100536,6.70421834019814
23100538,6.39534722385932
23100540,6.26135024912715
23100542,6.77143955230713
23100544,6.06702421105355
23100546,6.47842712335224
23100548,6.06129832124468
23100550,6.20861735911124
23100552,6.71466177055252
23100554,5.79033134197427
23100556,6.22963963945582
23100558,5.89515444573076
23100560,5.89569364819699
23100562,5.90875201946128
23100564,6.31484416706563
23100566,6.49028735175321
23100568,6.09139602379344
23100570,5.91739324047432
23100572,4.72124242878662
23100574,5.10027800621288
23100576,3.88500828222914
23100578,5.54447542151976
23100580,5.13083412406518
23100582,4.66727440326953
23100584,5.27719829069818
23100586,4.34952740529334
23100588,3.96157410563036
23100590,4.35295752853023
23100592,6.74606604687489
23100594,7.2959151444349
23100596,5.88746668561951
23100600,5.12268502743782
23100602,5.56966719948939
23100604,4.89967638061777
23100606,5.31407759903634
23100608,4.90430828581926
23100610,4.91323648426128
23100612,5.00525134292861
23100614,4.39334978151463
23100620,5.05833255064122
23100622,5.23113584518433
23100624,4.79349202190877
23100626,4.72546148300171
23100628,5.32379293441772
23100630,4.62312173843384
23100632,5.15640987850626
23100634,4.9668848820384
23100640,5.74812209294028
23100642,4.72890962696431
23100654,4.79933671890611
23100656,4.78935621645643
23100660,5.24043217562201
23100662,5.72306823730469
23100664,4.83728313446045
23100670,5.65499527243839
23100672,5.20580468716096
23100676,5.83385642691735
23100678,5.61757946014404
23100680,2.98800754547119
23100682,5.09876821649672
23100684,4.87408178091038
23100686,5.37700986862183
23100688,6.506028175354
23100690,6.06145715713501
23100692,6.46603130018786
23100694,6.13836002349854
23100696,5.90106901568154
23100698,5.83957389843606
23100700,5.90312307491077
23100704,4.48467538109517
23100706,3.58733260633733
23100708,5.16348112042757
23100710,4.79092911936233
23100712,5.58827877044678
23100714,5.45504086539435
23100716,5.67859329083829
23100718,6.36533514043496
23100720,5.69248698618563
23100722,6.35180044174194
23100724,5.17557148540385
23100726,5.00443406816421
23100728,5.29129279418147
23100730,5.52926200656241
23100732,5.47554677960883
23100734,5.99653066925964
23100738,6.10515606500332
23100740,4.21177425710808
23100742,5.7052149772644
23100744,6.01847902841998
23100746,4.64675079486839
23100748,4.03563473155759
23100750,4.21634147665736
23100756,5.38506040151099
23100758,5.85102475069193
23100760,4.69998162425436
23100762,4.44987726211548
23100764,6.2593943795552
23100766,5.74554359562517
23100768,4.81426981434444
23100770,4.94156951716854
23100772,6.20883942632222
23100774,5.79382573378868
23100776,6.34418916702271
23100778,6.04136704272325
23100780,4.0456423781447
23100784,4.47882313606228
23100786,5.45710602158916
23100788,5.43810736442897
23100792,3.92577073962068
23100794,4.55821328820637
23100796,4.84492414637462
23100798,6.41051914361588
23100800,5.79728221893311
23100802,5.63967829147866
23100804,5.79879619259336
23100806,4.10456926740382
23100808,5.77464256691089
23100810,6.32112043904134
23100812,6.26749948771955
23100814,5.32509770375394
23100818,4.00113580424933
23100820,5.88385232527884
23100822,6.57661290587046
23100824,3.94899186766494
23100826,3.81984203247458
23100828,5.30370200926001
23100830,6.19518108685413
23100832,5.20719761939931
23100834,3.4864566458814
23100836,5.97264736404444
23100842,3.77349704586538
23100844,4.01389468074036
23100846,4.26587157113433
23100848,5.38449685630166
23100850,4.95655577902473
23100852,6.93708562850952
23100854,5.85008791056804
23100856,5.09982252120972
23100858,5.34476613998413
23100860,4.83565067476827
23100862,5.72255281649882
23100866,6.88106469296235
23100868,6.6105583030186
23100870,5.24951028823853
23100872,4.22272626772739
23100874,5.42054029362347
23100876,5.07789373397827
23100878,4.10823435262316
23100880,5.85482940782263
23100882,4.38227875448346
23100888,5.16287309436069
23100892,4.38004878860941
23100894,3.78717079954897
23100896,4.48785044639511
23100900,4.12413855079945
23100902,5.66531151871407
23100904,5.95770430372154
23100906,3.40173625946045
23100908,4.83761634696828
23100910,4.41353056686673
23100912,5.49640489833508
23100916,6.62956476211548
23100918,4.01910032076548
23100920,7.26670614134115
23100922,4.28851318389414
23100926,5.22193299954633
23100928,6.04409551620483
23100930,4.32347307130233
23100932,3.97584981830999
23100934,6.01507479721384
23100936,5.02352011439145
23100938,4.07710629046028
23100940,7.06540155410767
23100942,5.83249730090558
23100944,4.17401207416326
23100946,5.69336703815674
23100948,5.63840562145678
23100954,6.63261795043945
23100956,6.53987729243249
23100958,5.63656212216389
23100960,5.69285345077515
23100962,3.91047547103834
23100964,6.2216535649283
23100966,7.02002672436994
23100968,3.99740938226527
23100972,5.74110527257604
23100974,7.45946025848389
23100976,6.66726016998291
23100978,5.59985227363377
23100980,7.5196657979157
23100982,5.73902900867711
23100986,5.31870229857593
23100988,7.80742145439764
23100990,5.99176979064941
23100992,5.76237356510375
23100994,5.75851568536161
23100996,5.92236858273165
23101000,4.52061446208073
23101002,6.16956582092426
23101004,5.75412563499596
23101006,5.88005777043934
23101008,5.13711964405711
23101010,5.73014815449049
23101012,7.33028697967529
23101016,4.62243901694443
23101018,7.90283442422375
23101020,7.61567200773179
23101022,5.91111237873339
23101024,5.98427267142545
23101026,5.97674959360959
23101028,7.86932984512375
23101030,7.81974226145611
23101032,6.36132475884192
23101034,5.640210378376
23101036,7.73071718215942
23101038,4.76559272150832
23101040,4.86950874328613
23101042,4.97124147415161
23101044,5.73091228321064
23101046,4.39272815936358
23101048,8.08049036556898
23101050,6.56435507969912
23101052,5.4915581642635
23101054,5.29005726410455
23101056,4.84690902836561
23101058,8.06441557262193
23101060,4.68876774381186
23101062,6.73622172340381
23101064,6.02853636680021
23101068,7.92195847200815
23101070,5.06807899475098
23101072,8.3116752993822
23101074,7.93411302566528
23101076,6.79505074602973
23101078,6.83632507855332
23101082,6.54412914527624
23101084,6.31895594530689
23101086,4.2143086061391
23101088,5.91427033197516
23101090,5.8344133520256
23101092,3.38026648415178
23101102,3.8883616923662
23101104,6.47592324871582
23101106,5.55418014526367
23101108,5.66279649734497
23101112,4.59940292111824
23101114,6.94991439512982
23101116,7.99936956205326
23101118,4.26828289031982
23101122,5.56831693649292
23101124,5.59112787246704
23101126,8.4575219087952
23101132,6.10082788380954
23101134,5.67019037617715
23101136,5.91454097707596
23101138,4.43192136746582
23101142,8.49880660693537
23101150,4.5233455859851
23101152,4.22533006292979
23101158,4.0230094064763
23101162,4.29598857616965
23101166,4.44828547307934
23101168,7.38737651410012
23101172,3.93240446877243
23101184,3.70942306518555
23101188,4.40181991199019
23101190,3.35329890707467
23101196,3.33649039268494
23101198,6.84703949736462
23101202,4.32700015188313
23101204,7.02953807252692
23101206,6.34634470668674
23101208,7.04308001826262
23101210,4.17491404050283
23101214,6.57801172891421
23101218,4.38008645081691
23101220,4.18058309259456
23101224,6.12876596087219
23101228,5.93426116035032
23101230,6.69394289270431
23101232,7.34397464140086
23101236,4.84643394126918
23101238,3.9898804102976
23101240,4.99954039260204
23101246,7.12537537342871
23101248,4.04165122120427
23101252,4.36274913462629
23101254,6.15868806210328
23101256,4.18694255208659
23101258,6.61510638838705
23101260,6.98833972479265
23101262,5.5511413893485
23101264,5.28574242151807
23101272,6.19768818721732
23101274,5.97921908745202
23101276,6.76412431621111
23101280,4.02111148012187
23101282,4.06091335588709
23101284,5.10719965192288
23101286,6.09438267163538
23101288,5.54465467211326
23101290,6.85371997178888
23101292,7.42957294753273
23101294,4.09773382616853
23101296,4.60140435995077
23101298,5.9283242225647
23101302,5.94499994312713
23101304,4.18108820833101
23101306,6.01346351491567
23101308,4.55834169578259
23101310,5.71605819727898
23101312,6.2443423826797
23101314,5.31567442626391
23101316,6.06994488574403
23101318,4.18078209011912
23101320,4.77071931493012
23101328,5.0681083614061
23101330,5.01514341229101
23101336,5.73948443896515
23101338,5.89172826188144
23101340,7.75036987902196
23101342,3.96022864624839
23101344,3.99345899139908
23101346,5.92832596494499
23101348,4.31928747217095
23101352,6.62646998105717
23101354,6.60435585312622
23101356,4.08694953113451
23101358,5.02309346803446
23101360,5.86253690719604
23101362,4.46423624698905
23101364,6.34586274058933
23101366,4.2927820402311
23101368,4.78867283311022
23101370,5.54137094389645
23101372,6.45302804336102
23101374,4.57831412867612
23101376,4.48132345368733
23101378,4.99947914694448
23101380,5.0708051125857
23101382,5.79501023033578
23101384,6.93504242051075
23101386,7.1175651550293
23101388,3.85694652039421
23101390,6.06211643847189
23101392,7.71275851960828
23101394,6.31985575297999
23101396,5.05225582899452
23101398,5.52750905912926
23101404,6.30909448023059
23101406,6.27493942988509
23101408,7.91518973251571
23101412,6.81416727241615
23101414,6.09370256723365
23101416,6.13345113298633
23101418,4.38621153554881
23101420,5.28532347389485
23101422,4.21555496652275
23101424,5.37759087896536
23101428,7.34952118843612
23101430,5.95949523441892
23101432,5.54139137268066
23101434,7.03218678009265
23101436,6.39820536229057
23101438,6.71259880656913
23101440,6.1030468196395
23101442,5.66705556331077
23101444,6.24197144147546
23101446,7.40951924834846
23101448,6.79381667695088
23101450,6.23478078842163
23101452,6.18393796234807
23101454,7.24160010779473
23101458,7.19800001024389
23101460,6.21131038665771
23101464,5.89105736379717
23101466,6.78597656767682
23101468,6.73258484478298
23101470,6.60195827484131
23101472,6.03834094592489
23101474,7.13325009629624
23101476,6.66253684055042
23101478,6.06625938415527
23101482,4.28964088483404
23101484,6.36754465103149
23101486,7.62252134642398
23101488,6.40528774261475
23101492,5.57473166169078
23101494,5.87551283638064
23101496,6.19389825090973
23101498,7.10429833777553
23101500,7.15502977371216
23101502,5.15713467661551
23101504,5.38604271080764
23101506,7.32879791954939
23101510,5.07222747802734
23101512,5.2536838761548
23101514,7.17461675754805
23101518,5.00357786511186
23101520,5.99708756473828
23101524,7.2281198759501
23101526,6.89247417449951
23101530,7.03677944679762
23101534,6.08550165654898
23101538,5.92500925064087
23101542,7.03962824549753
23101548,5.46790659302723
23101550,5.44591148768676
23101552,5.59932207816067
23101554,5.7044493169865
23101562,7.71332373126523
23101564,4.73455312433817
23101568,3.83221101760864
23101570,4.54099175368604
23101574,5.57626247406006
23101576,5.15134382247925
23101578,7.34478998184204
23101580,7.17976713180542
23101582,6.97084240868542
23101584,7.23231077194214
23101586,6.58045673370361
23101588,5.49023267297663
23101590,5.43156473836983
23101592,7.08701245177793
23101594,6.95021517853447
23101596,5.70647843821459
23101598,7.46235884868563
23101600,4.42690273205914
23101602,3.55353365363013
23101604,3.77058720588684
23101606,6.53773065120384
23101608,6.192810753386
23101612,6.13852643966675
23101614,8.47364657591131
23101616,6.39869944624575
23101618,5.66793213832616
23101620,3.84385959608987
23101622,6.54442577071935
23101626,5.13508605957031
23101628,5.37643575668335
23101630,6.86605259882324
23101632,6.65961138084968
23101634,5.84342679597674
23101636,5.74587902712545
23101638,3.41588973999023
23101640,6.72895075412905
23101644,5.80492155875312
23101646,4.53677859436619
23101650,5.8708381652832
23101652,5.92664337158203
23101654,5.26416353042168
23101656,5.29428694035559
23101660,6.57584279897043
23101662,3.7066447219932
23101664,5.53748711937419
23101666,5.37297058105469
23101668,5.26476325113363
23101670,5.86556233751596
23101672,7.26806747162805
23101674,6.35183334350586
23101676,7.69602878074506
23101680,3.59296352378883
23101682,6.13361354964972
23101684,5.73697220603819
23101686,6.2301570436697
23101688,5.18998388574137
23101690,6.00710556908902
23101692,5.87380887631103
23101694,6.83293404635144
23101696,5.73739852690813
23101700,5.30256855148233
23101702,3.72887255242364
23101704,5.51489592509314
23101706,5.3312783241272
23101708,5.44478416442871
23101710,6.43384746508395
23101712,5.87181901931763
23101714,6.68744355754027
23101718,6.96018202027954
23101722,8.13779278969404
23101724,4.88772990873656
23101728,6.61843722273774
23101730,3.6752862377451
23101732,7.22921943713477
23101734,4.76105165481567
23101736,7.07226441308529
23101738,6.59750404798769
23101740,5.43916511535645
23101742,8.18378341705511
23101744,7.02855785117453
23101746,5.43214993465699
23101748,6.67325374998338
23101750,8.09106125361638
23101752,3.54413485527039
23101754,5.91362728807085
23101756,5.73011875152588
23101758,5.2559197682887
23101760,6.03203806566767
23101762,6.02652788162231
23101764,5.61154127120972
23101766,7.28361311945251
23101768,7.95430604428097
23101770,5.5894372853285
23101772,5.65445041656494
23101774,8.2140485394667
23101776,7.61379919129659
23101778,4.04911011660456
23101784,5.55099350587318
23101786,6.69968670367589
23101788,6.16672174121607
23101790,5.72629724245676
23101792,7.29598285907133
23101794,3.9727468766604
23101796,6.00110864639282
23101798,6.15039348602295
23101800,7.11036537977827
23101802,5.69996647003497
23101804,5.81372165679932
23101808,7.28215086456829
23101812,4.85534116843613
23101816,6.22353694561531
23101822,6.5674401799306
23101824,7.89115301753089
23101826,8.0058807871214
23101828,8.31881848130048
23101830,4.08489596943825
23101832,7.34366138139098
23101836,6.21211696294009
23101838,7.47720431570562
23101840,4.66533054177242
23101842,6.16865539550781
23101844,7.48543119430542
23101846,6.28425585549987
23101848,6.6955191508018
23101850,7.06836943514114
23101852,6.09173819416835
23101854,6.74241290548183
23101858,7.03564000279072
23101860,6.39751195907593
23101862,5.46689302795761
23101864,6.81876604190082
23101866,5.54090175543951
23101868,5.45908832550049
23101870,7.12347034862042
23101872,5.52892255783081
23101874,5.68342065811157
23101878,4.80362701416016
23101880,5.08980464935303
23101882,6.66626912224889
23101886,5.91212064996693
23101888,5.79655775339852
23101890,6.02368307113647
23101892,5.98411750793457
23101894,6.84024390922584
23101896,7.21050302227388
23101898,5.91377340475042
23101900,6.02268827338406
23101902,6.28641931256302
23101904,6.40926938879492
23101906,6.49576253832265
23101908,5.96947479248047
23101910,5.89870775370897
23101914,5.31181383132935
23101916,6.82365751266479
23101918,6.00086159166206
23101930,5.09516483620909
23101932,5.61919534664076
23101934,6.0506959771317
23101936,5.09069293157121
23101938,5.35022449493408
23101940,5.16169793624533
23101942,5.17603247147684
23101944,5.6117166332599
23101946,5.85297857073152
23101948,6.0236854046453
23101950,5.62855195999146
23101952,6.20547460344895
23101954,6.7775662384075
23101956,5.94701363219106
23101958,6.06987796892312
23101960,6.62485165760328
23101962,6.23239988654926
23101964,5.67143831982466
23101966,6.03381048253092
23101968,5.62536750973899
23101970,5.51876306533813
23101972,5.80617147504728
23101974,5.34725938982332
23101976,5.26426995588807
23101978,5.64411783218384
23101980,5.9655647277832
23101982,6.52795633083513
23101984,5.6682186126709
23101986,5.78216886520386
23101988,6.2289867401123
23101990,6.23550415039062
23101992,5.86757592501426
23101994,5.7783088684082
23101996,5.52341651916504
23101998,6.17942420451797
23102000,5.28597654966139
23102002,6.14398297640147
23102004,5.29460000991821
23102008,6.41728064108605
23102010,6.03250935625617
23102016,5.73497772216797
23102018,6.0076662046988
23102024,4.74737917722584
23102026,6.24527525574503
23102030,5.16389751434326
23102032,6.34771525929836
23102034,5.56094551086426
23102036,5.95700645446777
23102038,5.2200813293457
