"comid","logRT_lateral_hz_s_fill"
23752570,4.77259204459935
23752572,4.39068909045503
23752574,4.11397210965822
23752576,5.02291504945335
23752578,4.29347470900418
23752580,4.970625790844
23752582,4.40738863494714
23752584,4.7258099482821
23752586,4.24323063314637
23752588,4.58633636524627
23752590,4.75288369215221
23752592,4.87058289927961
23752594,5.2518367767334
23752596,5.76713982541141
23752598,5.73820412683816
23752600,4.15648410893962
23752602,5.77845997182146
23752604,5.6184606552124
23752606,7.0617371949961
23752608,5.27380876359974
23752610,5.26736517290589
23752612,3.32977087008077
23752614,5.15665899539857
23752616,4.72332409515518
23752618,4.16339744446953
23752620,4.92624249154796
23752622,3.25743927210162
23752624,4.67011618529701
23752626,3.61865066806394
23752628,4.67240165759689
23752630,5.54594987001337
23752632,4.70012145356729
23752634,7.55533927865972
23752636,4.62767768072212
23752638,4.57951498031616
23752640,5.28984155193108
23752642,4.44966127360469
23752644,5.05036092087113
23752646,5.63318360271192
23752648,3.90920158343223
23752650,5.01808161034801
23752652,4.62477667673665
23752654,4.71413821570991
23752656,4.48973146114592
23752658,4.67359783098047
23752660,4.45581091605622
23752662,4.5209597841473
23752664,4.67029106129109
23752666,5.0694087013705
23752668,5.04452162658811
23752670,4.82863304463809
23752672,4.58431711228597
23752674,4.49570741874169
23752676,5.49688504957863
23752678,4.6998913550508
23752680,2.29555535316467
23752682,4.72407677570959
23752684,4.40278290429254
23752686,4.5735070151428
23752688,4.20180404916215
23752690,4.28434853419001
23752692,3.98786663351155
23752694,5.87692892051876
23752696,5.42344484382705
23752698,5.23619385315461
23752700,4.81952424110578
23752702,4.03447080217847
23752704,4.67967777663284
23752706,4.17368943798565
23752708,4.72097612204191
23752710,4.21372844692598
23752712,4.15226489189526
23752714,4.47803889557244
23752716,4.11430692672729
23752718,5.29733512710757
23752720,5.23933254959456
23752722,4.65439682030913
23752724,4.46949960868469
23752726,3.89244124369097
23752728,4.59266039816404
23752730,4.3826867652506
23752732,4.90677622929277
23752734,4.59456103050004
23752736,3.51294040679932
23752738,4.91300275833292
23752740,4.42877405347979
23752742,3.5309963878477
23752744,4.21524372067873
23752746,4.2749453277331
23752748,4.44269841218938
23752750,2.15928627712189
23752752,4.51380619697428
23752754,3.84233482865995
23752756,4.27657312172817
23752758,4.31395424196147
23752760,4.11562115091342
23752762,4.47412225659997
23752764,4.2837968488213
23752766,3.64513138520679
23752768,4.58717857860034
23752770,3.91863573654029
23752772,4.48098959092413
23752774,3.2258967994837
23752776,5.0975843221514
23752778,4.58127484539685
23752780,3.79788463272535
23752782,3.5218925619638
23752784,4.18445781501968
23752786,4.59589254218891
23752788,4.53669971444256
23752790,4.41450321787994
23752792,4.15752902472979
23752794,4.55828292033867
23752796,4.21264602383347
23752798,4.45046570014069
23752800,4.53961394922793
23752802,4.59989610200784
23752804,4.76809366386632
23752806,5.22377766991655
23752808,4.73470548532907
23752810,4.1927481238296
23752812,4.6739701556814
23752814,3.58921456936455
23752816,4.68027976124867
23752818,4.54921881528133
23752820,4.78756320117808
23752822,4.52137926451854
23752824,6.45689775587369
23752826,4.11306499936196
23752828,4.76295633846389
23752830,4.89116745369991
23752832,4.56785064657665
23752834,4.6786601282242
23752840,4.24547696290849
23752842,4.24388331279466
23752846,4.43061969524327
23752848,4.58787045832162
23752850,4.33092795522362
23752852,4.28202481009355
23752854,3.61908506293568
23752856,4.66414511236154
23752858,4.38636658766137
23752860,4.5161882564119
23752862,3.71115074308066
23752864,3.73402150045612
23752866,4.38815883084541
23752868,3.69681491397475
23752870,4.00084338569089
23752872,4.01253343278852
23752874,4.1914735530922
23752876,4.35374722158908
23752878,3.69396081256155
23752880,4.39008516845957
23752882,4.33956458124883
23752884,4.35402011871338
23752886,4.40600647707078
23752888,3.83890779360511
23752890,-0.674907207489014
23752892,4.35934672057799
23752894,4.07087084682588
23752896,4.30615123290646
23752898,4.70015084599194
23752900,4.22391257253858
23752902,3.86119147282017
23752904,4.10517133085367
23752906,4.32694131633746
23752908,4.60169419135814
23752910,4.0731886878482
23752912,4.13368259176177
23752914,3.58774654231791
23752916,3.51096879407608
23752918,3.81621401179709
23752920,4.30135040761099
23752922,4.08041299931891
23752924,4.52024589507357
23752926,4.47846294072583
23752928,4.51043793766363
23752930,4.04532201039542
23752932,4.38675222930935
23752934,3.80295674213181
23752936,3.693062650403
23752938,4.09547863509512
23752940,4.29137615521004
23752942,4.46446898442617
23752944,3.96930222562964
23752946,4.47427596074329
23752948,4.24797101075573
23752950,4.13801586661912
23752952,4.10495194169983
23752954,4.34013613147434
23752956,4.44543313369054
23752958,4.19275554364239
23752960,4.00206491517691
23752962,4.11568565807403
23752964,5.88984632492065
23752966,3.95795427158114
23752968,4.09183211684842
23752970,3.62218954606401
23752972,4.46038981113775
23752974,4.06639432907104
23752976,4.3697661015914
23752978,4.17067664881126
23752980,4.32735527918986
23752982,0.57723993062973
23752984,4.35527623525095
23752986,4.33652690685859
23752988,5.0936379456472
23752990,4.3608693309797
23752992,3.78506794132178
23752994,4.51363815227096
23752996,4.57685403128861
23752998,4.26671588108675
23753000,4.8989725112915
23753002,4.7027709418283
23753004,3.6862830598582
23753006,4.09992998665261
23753008,4.08375320800929
23753010,3.91165666810589
23753012,4.34191895517798
23753014,4.60599709463076
23753016,4.01351578809146
23753018,4.21352038960958
23753020,4.42371010401225
23753022,4.36909758744377
23753024,4.37962137665446
23753026,3.9654914164209
23753028,4.66018629074097
23753030,4.47231196709337
23753032,1.98206627368927
23753034,4.56851086389234
23753036,4.13718616198933
23753038,3.97282314300537
23753040,5.25589938918009
23753042,4.43791249460542
23753044,4.21618990514499
23753046,4.10773599021915
23753048,5.8876335634841
23753050,-1.33104526996613
23753052,4.50655501470567
23753054,3.8941356536899
23753056,4.41913329189748
23753058,4.12790769384241
23753060,3.79804728579386
23753062,3.74079784447855
23753064,3.67873633089577
23753066,4.10777756326106
23753068,4.58171147441602
23753070,4.61757260598305
23753072,4.31569017542838
23753074,4.62682907903057
23753076,3.92192344177825
23753078,4.31480044770411
23753080,0.628310978412628
23753082,4.13802220765096
23753084,4.0919909811375
23753086,4.47449195437759
23753088,4.1493547241724
23753090,6.95717962141328
23753092,2.44730591773987
23753094,4.63403568797596
23753096,3.79610925049219
23753098,4.06212520599365
23753102,4.1693169854106
23753104,3.71572114338727
23753106,4.41448542400734
23753108,4.00915576203855
23753110,-0.238740175962448
23753112,4.12194782504795
23753114,4.17961956083662
23753116,3.72392639414138
23753118,4.25147174614308
23753120,4.34113076858739
23753122,4.49003586189907
23753124,3.98799121279786
23753126,3.8564683409691
23753128,3.6539225576068
23753130,3.86210359998605
23753132,4.19599775081347
23753134,4.14110245243499
23753136,4.30022433713914
23753138,4.15109800093237
23753140,4.26234678552258
23753142,4.17655690336567
23753144,4.37913518069241
23753146,4.31756844562431
23753148,5.46174955368042
23753150,4.15671513633478
23753152,3.74752283930267
23753154,4.15663609995479
23753156,3.67372738300092
23753158,4.54526680897728
23753160,3.65941202633696
23753162,4.42775107178281
23753164,4.02793209066182
23753166,4.10350564711174
23753168,4.37947140396998
23753170,3.79699738694344
23753172,4.30159763554601
23753174,3.86300740463545
23753176,0.749001681804657
23753178,4.11851648864695
23753180,4.07399951720614
23753182,4.05828693590956
23753184,3.43555113653439
23753186,3.91313436316577
23753188,4.16554403305054
23753190,3.41114282608032
23753192,4.32918779333333
23753194,3.84620412319844
23753196,3.77264595031738
23753198,4.37556397076775
23753200,3.94623184424868
23753202,4.44547002528419
23753204,3.95754725558724
23753206,3.75540849172236
23753208,3.7198341985431
23753210,4.22366193094025
23753212,4.41834116384268
23753214,3.78302121162415
23753216,1.93422698974609
23753218,3.5767159556203
23753220,4.46447494532314
23753222,4.45654644923158
23753224,2.97677659988403
23753226,3.65040281279624
23753228,5.50324392318726
23753230,3.93831509504916
23753232,3.78156943897269
23753234,3.87225883259832
23753236,4.02379991827787
23753238,4.45845254632145
23753240,4.18943677607387
23753242,3.98450666779672
23753244,3.80870213251337
23753246,4.00659022555186
23753248,4.47584877769502
23753250,4.1719181519737
23753252,4.38983044058509
23753254,4.0974565381814
23753256,4.39432126938032
23753258,4.2370031393021
23753260,3.62359262242874
23753262,4.53077655244623
23753264,4.39765442967406
23753266,4.0976323703527
23753268,4.09271188141101
23753270,4.65641272296024
23753272,5.00156610255252
23753274,4.51345625655813
23753276,4.13984576197542
23753278,4.2805553516161
23753280,3.63676870585021
23753282,4.41667966722964
23753284,4.14014768600464
23753286,4.33279943466187
23753288,3.78031936804485
23753290,4.15232808172786
23753292,3.96144969068966
23753294,4.26958128941227
23753296,3.15733909606934
23753298,2.95268803621098
23753300,4.42902502354007
23753302,3.68005586856247
23753304,1.18142988432916
23753306,2.62783432006836
23753308,4.1652632794039
23753310,0.445481032133102
23753312,3.15796033166905
23753314,4.28258476034275
23753316,3.21715354919434
23753318,4.36975942089779
23753320,4.27830350909434
23753322,4.44806585095741
23753324,2.62692737579346
23753326,3.85264274274197
23753328,4.18500663218703
23753330,2.85639389517151
23753332,4.55719974999265
23753334,4.19432203452566
23753336,3.89423130303181
23753338,4.33049142712307
23753340,4.18745442473076
23753342,3.82811187887779
23753344,3.91129765694593
23753346,4.01309948679998
23753348,3.80008521237414
23753350,4.58785839902839
23753352,3.93139450866644
23753354,4.06007382992284
23753356,5.67522382736206
23753358,2.53989911079407
23753360,3.89778581740654
23753362,4.80224480038027
23753364,3.92169030367452
23753366,4.30402491842585
23753368,4.43745660951675
23753370,4.439295092857
23753372,4.08660735959366
23753374,3.76596640974398
23753376,4.06515754127912
23753378,4.00403007106795
23753380,4.03048066464087
23753382,3.86993450500232
23753384,4.10719033113079
23753386,4.31192670550543
23753388,4.39341867755878
23753390,4.10090871322047
23753392,4.08821586983883
23753394,4.24004986323407
23753396,4.99894359367327
23753398,4.16228865243629
23753400,4.81939025154793
23753402,3.86116168941217
23753404,4.48579790034887
23753406,3.97188060069762
23753408,3.97845456629029
23753410,5.432213306427
23753412,4.48394835910787
23753414,3.81022136192599
23753416,3.30432121699998
23753418,4.32210204975883
23753420,3.51911180056879
23753422,4.12466579230653
23753424,4.34053051668385
23753426,4.73386997206701
23753428,3.96651183639953
23753430,4.56363889842846
23753432,4.23340845108032
23753434,3.48396868033097
23753436,4.11703410670889
23753438,5.13030231620257
23753440,4.22902517147952
23753442,3.79459033139696
23753444,4.29037141352035
23753446,4.54485742083307
23753448,4.09254360198975
23753450,4.29991383086666
23753452,4.13628793843725
23753454,4.03068829021569
23753456,1.29338192939758
23753458,-0.180933699011803
23753460,4.80974806970106
23753462,4.96889162063599
23753464,4.13188922685956
23753466,3.8422643837812
23753468,4.44228506088257
23753470,4.05196582740331
23753472,4.12034865332587
23753474,4.31503601670257
23753476,4.19533787819088
23753478,4.06841927628111
23753480,2.41035509109497
23753482,3.85213136889474
23753484,3.67839032515503
23753486,4.01305819563622
23753488,4.21895923980224
23753490,4.17922878265381
23753492,1.28019177913666
23753496,4.50643820738673
23753498,3.90229823016159
23753500,4.19354782108528
23753502,3.73302230805337
23753504,4.17089781641557
23753506,3.94611746617494
23753508,4.64564911408061
23753510,3.91539628469305
23753512,3.80042380972419
23753514,4.12381965021234
23753516,3.79357871438773
23753518,4.00980685579931
23753520,4.34679138094831
23753522,1.0547286272049
23753524,4.55639791807549
23753526,4.18645522218218
23753528,3.89538604289389
23753530,3.79040510631788
23753532,4.16862010955811
23753534,3.20155036839884
23753536,3.55893819228979
23753538,4.05977907371968
23753540,3.69162159988217
23753542,3.93284522015073
23753544,3.81507007715227
23753546,4.11562312438481
23753548,4.03252916456802
23753550,4.04331473968406
23753552,1.00499308109283
23753554,4.33013448604568
23753556,3.60001437163539
23753558,1.40635466575623
23753560,4.11527874856673
23753562,-0.360312640666962
23753564,3.93292529660294
23753566,3.48416437878413
23753568,2.29522965968967
23753570,3.8812966837724
23753572,4.0270695034628
23753574,3.84816992313629
23753576,3.53628259681261
23753578,3.63781705514422
23753580,3.80697966435566
23753582,3.92967038218449
23753584,4.34359409620643
23753586,3.96333473351471
23753588,4.43319900300934
23753590,3.17388224601746
23753592,3.12644648551941
23753594,3.98082508174478
23753596,3.48597514131514
23753598,4.31097445222036
23753600,3.88811948974808
23753602,3.84843112389042
23753604,4.52601430410167
23753606,4.26222938480081
23753608,4.06066590084415
23753610,4.00597112031165
23753612,4.28187574800427
23753614,3.99110188956078
23753616,3.8466470255063
23753618,4.17982517456021
23753620,4.52188665645317
23753622,4.20447386111989
23753624,4.01607731592116
23753626,3.78621240833652
23753628,3.35869884490967
23753630,3.95163440172134
23753632,4.4246757531345
23753634,4.13228379295239
23753636,3.86671265002275
23753638,4.3735227246483
23753640,4.19194505342548
23753642,4.32293130442397
23753644,4.36756370144166
23753646,3.74513088332887
23753648,3.68422173548279
23753650,4.00157466895494
23753652,3.74938792686599
23753654,4.17561385905909
23753656,4.37326898822396
23753658,4.52055768957673
23753660,3.91918411534506
23753662,4.53852795000971
23753664,5.82961893081665
23753666,3.71816949918594
23753668,3.88159372720411
23753670,4.36139859364623
23753672,4.52525912479466
23753674,4.57812422841541
23753676,3.85167926187217
23753678,4.30052695817668
23753680,3.89592408263535
23753682,3.94053474559635
23753684,3.79603686957945
23753686,4.01055809136591
23753688,3.72882446165384
23753690,4.16797586897017
23753692,3.99915981853782
23753694,3.97415333524054
23753696,4.28710074396967
23753698,3.84766598481538
23753700,4.18650722378899
23753702,4.6837013011003
23753704,3.9687665940072
23753706,3.98483955350127
23753708,4.76698161336219
23753710,4.08553212659533
23753712,4.88581993036516
23753714,4.57726308320554
23753716,4.44262649322279
23753718,4.32348177197873
23753720,4.69022202767077
23753722,-1.82146883010864
23753724,4.36775399887993
23753726,4.52588415493674
23753728,3.9479179268377
23753730,4.14807329177179
23753732,4.55917839781518
23753734,3.69363397902746
23753736,3.95161855970626
23753738,3.93161952063838
23753740,3.58103540664002
23753742,-1.31325948238373
23753744,3.68626354367659
23753746,4.13941042726619
23753748,4.22261239704117
23753750,3.89476132238263
23753752,3.80443652228719
23753754,4.41170863483965
23753756,4.23889944775628
23753758,7.64130714338445
23753760,3.92024162243046
23753762,3.98644358779145
23753764,3.97536021186557
23753766,1.71051669120789
23753768,4.03892462950418
23753770,4.37077258002561
23753772,3.99327730804058
23753774,4.17292352863883
23753776,1.88928008079529
23753778,3.76080494825428
23753780,3.93281313252157
23753782,4.25884430790166
23753784,4.22411874529709
23753786,3.94015078940143
23753788,3.138294707884
23753790,4.59109226072839
23753792,4.45261568528725
23753794,4.35472106455922
23753796,4.37698645783361
23753798,3.96215693025323
23753800,4.12608686926676
23753802,4.79588626149811
23753804,4.51578360598796
23753806,4.01375988772648
23753808,3.98981084616317
23753810,4.40010708845778
23753812,4.18757401085399
23753814,4.20999887217109
23753816,3.94875453763317
23753818,4.06109416000541
23753820,4.15991848115029
23753822,4.0057207997639
23753824,4.18722119225272
23753826,3.86443022298015
23753828,4.10367586118196
23753830,4.33808306297021
23753832,4.29145176277027
23753834,4.04585990440122
23753836,3.80313658056362
23753838,4.13491278592051
23753840,4.57913894077434
23753842,3.83702756931374
23753844,3.74035886220889
23753846,4.42015281083031
23753848,3.76054799425004
23753850,4.21160390711044
23753852,4.28651718779626
23753854,4.08953157727014
23753856,3.90726205143473
23753858,3.8605910229337
23753860,3.83109516708234
23753862,3.9638562728867
23753864,4.60956031687036
23753866,3.98113706701903
23753868,4.77278118227039
23753870,4.1263386048928
23753872,4.19748714707027
23753874,3.95261969067355
23753876,4.37472933401719
23753878,3.90636165688508
23753880,4.29353216190183
23753882,3.76719612574615
23753884,4.05197573319862
23753886,3.74530982971191
23753888,4.07575574698607
23753890,4.39315807457152
23753892,4.0115845696517
23753894,4.08258883595756
23753896,4.25657272338867
23753898,3.98819637166977
23753900,3.83382307612183
23753902,3.93700039727608
23753904,4.44117863959834
23753906,6.35845136642456
23753910,4.17997205665725
23753912,4.38585365631485
23753914,6.44731369838704
23753916,4.24194313331648
23753918,4.27967859436809
23753920,4.39918311384568
23753922,6.1823878288269
23753924,4.4369501197756
23753926,4.17663576431516
23753928,4.41928720768354
23753930,4.40197029696528
23753932,4.26532355800927
23753934,4.26542265400161
23753936,3.09774416164366
23753938,4.30515674912876
23753940,4.05217058139108
23753942,2.53050374984741
23753946,3.21085823280672
23753948,3.09092950389086
23753950,4.33136027239256
23753952,7.04190870813745
23753954,3.59489607810974
23753956,4.00652298718564
23753960,6.64934353916461
23753968,6.7969720524323
23753970,5.69002403811133
23753978,3.54503551141193
23754012,5.65698528289795
23754026,3.40663838386536
23754032,4.89227504193562
23754034,4.91196441650391
23754036,2.63390731811523
23754044,4.03314542770386
23759222,6.20499349727188
23759226,6.14593691517746
23759228,5.79051128433044
23759230,5.94028481806379
23759232,5.84390691877224
23759234,6.37809998943774
23759236,5.46808572467469
23759238,6.12423248766478
23759240,6.43776961672763
23759242,5.32085850695879
23759244,6.31806072364502
23759246,5.48100032485884
23759248,5.13134528096668
23759250,4.83232672320933
23759252,5.96489335558532
23759256,6.18851223023608
23759258,5.9595042289687
23759260,5.58641950700707
23759262,5.23903668673039
23759264,5.67445996049002
23759266,6.50161240245504
23759268,5.82718314495341
23759270,5.55698583985262
23759272,4.40803050994873
23759274,6.62091863929909
23759276,6.45974034915892
23759278,5.3607546318219
23759280,5.66288135494237
23759282,4.85310220718384
23759284,4.82064763281173
23759286,3.40795160149956
23759288,0.483288198709488
23759290,5.54324812756998
23759292,6.0859596872677
23759294,5.48622362083135
23759296,5.08453613006639
23759298,6.06280698105513
23759300,5.31371660305882
23759302,4.96201033041704
23759304,6.86431785018165
23759306,5.48127927746195
23759308,5.18913355398054
23759310,3.95729322385138
23759312,3.32866883277893
23759314,1.71273744106293
23759316,3.75313377380371
23759318,3.75497937202454
23759320,2.6783127784729
23759322,6.59101831370139
23759324,6.58095064569243
23759326,4.63113707727371
23759328,5.16908380245195
23759330,4.88216627699743
23759332,4.79461622238159
23759334,4.93975195396712
23759336,4.88957480363507
23759338,5.32377625416787
23759340,4.68850590187245
23759342,2.79960775375366
23759344,5.1411994220868
23759346,3.64158320426941
23759348,4.42896076402073
23759350,4.75733521649253
23759352,3.85191707005593
23759354,5.24096655782706
23759356,5.02569143842146
23759358,4.63733044837774
23759360,5.05490150908607
23759362,4.57827894412862
23759364,4.91391213291732
23759366,4.57647663467795
23759368,2.54165029525757
23759370,5.8582897229187
23759372,5.09370900093105
23759374,4.27331859357187
23759376,5.73436605202359
23759378,5.31354223754896
23759380,3.40591716766357
23759382,5.32051296467238
23759384,5.15120215284182
23759386,4.90549052717049
23759388,4.57273254655255
23759390,4.96490543767889
23759392,4.92915946986448
23759394,4.87697614367175
23759396,4.81792612211547
23759398,4.87918163659859
23759400,3.93796133995056
23759402,5.04094494860664
23759404,4.55905830916311
23759406,4.99771003067381
23759408,3.56609773635864
23759410,4.99509488012849
23759412,4.88543968682709
23759414,4.66334121208978
23759416,4.46148730534625
23759418,4.1844859857836
23759420,5.0031857610068
23759422,4.13991911574847
23759424,4.23164529644367
23759426,4.34018997513058
23759428,4.74937219025132
23759430,3.6210554741719
23759432,4.24921184106705
23759434,4.14001234604467
23759436,4.00442871711789
23759438,4.09267920686218
23759440,5.66834077514663
23759442,5.12045329677314
23759444,4.27276443648391
23759446,4.55187845230103
23759448,5.63193421043616
23759450,4.44758391978983
23759452,4.33416271209717
23759454,4.96607497557596
23759456,5.13690580188326
23759458,4.73519897460938
23759460,5.2309165958979
23759462,4.74805310833618
23759464,4.83786281898908
23759466,4.71695380664873
23759468,4.99781956048362
23759470,4.36855125427246
23759472,4.7060645450608
23759474,4.98779312925744
23759476,4.84964655619463
23759478,2.79463672637939
23759480,4.55925370727593
23759482,5.15609449808429
23759484,4.7096881423946
23759486,4.41717655071166
23759488,4.64063212032438
23759490,4.68922619048298
23759492,5.25775512575777
23759494,4.42299032818975
23759496,3.58971132100471
23759498,4.02858777505001
23759500,4.48220295527292
23759502,4.39331465509804
23759504,4.27660327943501
23759506,3.56870252240745
23759508,3.89506001187799
23759510,5.41660325544981
23759512,4.0111819478606
23759514,1.95288300514221
23759516,5.33589066299301
23759518,5.07058045786668
23759520,5.0648387005563
23759522,4.9536758220026
23759524,4.79140281374885
23759526,4.47347794368768
23759528,4.50339550321756
23759530,4.15886215796884
23759532,4.72083543904939
23759534,-5.74472749489669
23759536,2.53927850723267
23759538,4.46275210699902
23759540,4.31078927162184
23759542,4.73658698035182
23759544,4.25473518398251
23759546,4.65472646865698
23759548,3.92534131286042
23759550,4.20242610951694
23759552,3.81659296488011
23759554,4.67159954981826
23759556,4.79332354587319
23759558,5.12936751971138
23759560,3.64347695375333
23759562,4.98484690052653
23759564,5.06545641808799
23759566,4.28610768222275
23759568,4.68859755626476
23759570,4.68633056262355
23759572,4.13726308490782
23759574,4.70704775419835
23759576,3.88432937726048
23759578,4.57091783906864
23759580,3.57345953227519
23759582,4.67771067441594
23759584,4.41777331539982
23759586,4.96106342830051
23759588,4.05161447567937
23759590,1.64714574813843
23759592,3.55848836898804
23759594,2.02677512168884
23759596,6.69174957275391
23759598,5.46222036001624
23759600,4.10002756118774
23759602,6.5150785446167
23759604,5.15200812837114
23759606,4.79208862087912
23759608,4.17185745925058
23759610,4.46394154056235
23759612,4.00235894849259
23759614,4.81235735337888
23759616,-0.414337068796158
23759618,4.81374472387563
23759620,4.70316644248309
23759622,6.00777752407568
23759624,5.5550742149353
23759626,4.33201118555901
23759628,4.33802630901981
23759630,4.30371227062498
23759632,4.20801999824281
23759634,4.60769501284411
23759636,4.90316058537965
23759638,4.53721440986803
23759640,5.95157885748723
23759642,6.25973453391973
23759644,5.3199277431301
23759646,4.51884894005731
23759648,4.28671560270633
23759650,4.19207992549566
23759656,4.26273107528687
23759658,6.33151976842775
23759660,5.2842393812107
23759662,4.79993666055388
23759664,4.97182237086566
23759666,4.43883647518975
23759668,4.70239259975087
23759670,3.87310543125942
23759672,4.29828644174696
23759674,4.17452761008232
23759676,3.56078599511359
23759678,4.23498865143955
23759680,4.53509008675459
23759682,4.41056706083581
23759684,4.27163983124313
23759686,3.11245846748352
23759688,4.55829459081608
23759690,3.92973025080854
23759692,4.69312915075583
23759694,6.06836837666942
23759696,5.65368835702081
23759698,4.71343641634171
23759700,5.66809207594603
23759702,5.11112366357135
23759704,4.64748226912013
23759706,4.56087332996313
23759708,4.52152154494858
23759710,4.27775764774213
23759712,5.28003644943237
23759714,4.50261308172668
23759716,4.7648373463527
23759718,1.59390068054199
23759720,6.54639188789024
23759722,3.79277276992798
23759724,4.44717234067664
23759726,4.13460333580402
23759728,5.3960926649127
23759730,3.87580449555845
23759732,5.6977257490681
23759734,6.91120924163508
23759736,5.66059651576202
23759738,5.25129442171623
23759740,4.32663091787993
23759742,5.49272474703675
23759744,4.38154079840145
23759746,4.5051796376556
23759748,5.74375200771099
23759750,5.64246168520653
23759752,4.49873597316073
23759754,4.19840934189733
23759756,6.32415150307329
23759758,5.26389598928993
23759760,6.59924984346216
23759762,4.36027976001846
23759764,4.58679045131166
23759766,4.16475066620822
23759768,4.09733978892734
23759770,4.15625858306885
23759774,4.9602672079786
23759778,4.13483944394424
23759782,4.56976468939018
23759784,4.54017578517846
23759786,5.49984476584207
23759790,4.89696567733441
23759792,4.33981290220727
23759794,6.33716731824114
23759796,4.82100833250149
23759798,4.46453434247135
23759800,4.32955405567896
23759802,6.30996958348917
23759804,5.76580606063252
23759806,3.97152118069756
23759808,4.12716237684447
23759810,4.62643965967825
23759812,4.42432664498069
23759814,3.57983507860427
23759816,4.61329811599737
23759818,4.79936723152414
23759820,4.50182507218048
23759822,4.52830658414978
23759824,4.13799410154752
23759826,4.17927717288807
23759828,4.64492887477652
23759830,4.0233096257769
23759834,4.84985929447138
23759836,4.9809250831604
23759838,4.47978166571356
23759840,4.25823278271958
23759842,4.16832630682735
23759844,4.36995787752014
23759846,4.38757823359482
23759850,4.35747868314536
23759852,4.26790109855247
23759854,4.3459035759307
23759856,5.53761720657349
23759858,-1.75615537166595
23759860,4.31539811319462
23759862,4.06003318622196
23759864,4.08420084478469
23759866,4.13929369251538
23759868,4.71078153001797
23759870,4.05715078669872
23759872,5.70086286465883
23759874,4.45104009107063
23759876,4.17511564036339
23759878,4.59660058657522
23759880,5.64899110794067
23759882,4.00348013433755
23759884,4.57861886504181
23759886,5.04316139221191
23759888,4.07864351733821
23759890,4.37507504661704
23759892,4.23903268350044
23759894,4.8427476247715
23759896,5.08161138706777
23759898,4.42323814643189
23759900,4.31198454587443
23759904,3.56645369529724
23759906,3.95549184402721
23759908,3.88945164452267
23759910,5.04033545887311
23759912,4.25066186075382
23759914,3.78816117016208
23759916,4.16438261120416
23759918,4.35661127337011
23759920,4.03420672039747
23759922,4.24894701991172
23759924,3.89277103574553
23759926,3.73870315024896
23759928,3.69272872389983
23759930,4.22039309672993
23759932,4.67640010566632
23759934,4.21234303463531
23759936,4.6249054502307
23759938,0.539038419723511
23759940,4.36060371501473
23759942,4.51442603036758
23759944,4.37424717920449
23759946,4.27354548898789
23759948,4.01058351294277
23759950,1.25611889362335
23759952,4.9101832098729
23759954,4.36608356443205
23759956,6.10729789733887
23759958,4.38590250418684
23759960,4.41606523726447
23759962,4.52266531173497
23759964,4.35165009164414
23759966,4.2738325448272
23759968,4.23515136546055
23759970,4.68578184438256
23759972,3.9715098599663
23759974,4.07905533906811
23759976,4.44371734908891
23759978,4.96991443634033
23759980,4.40539648204294
23759982,4.10605654621856
23759984,4.05932489848326
23759986,4.46387518482166
23759988,4.44631067274358
23759990,4.08136595567047
23759992,3.34453311939903
23759994,4.40254706058793
23759996,4.22959154094217
23759998,3.9017203609479
23760000,4.26895575048042
23760002,4.11304396341675
23760004,4.3697155346771
23760006,4.31291731829493
23760008,3.35480356216431
23760010,4.41846100716072
23760012,4.48845025864211
23760014,4.17154608897914
23760016,4.46745815919128
23760018,4.50918343680616
23760020,3.98717688482455
23760022,4.18376675320295
23760024,4.54206790966475
23760026,4.36015518366066
23760028,4.03492049722007
23760030,4.26861422963429
23760032,4.74080957603188
23760034,4.18475066446673
23760036,4.07513309582343
23760038,4.14281274241399
23760040,3.8461461779195
23760042,4.38274152997823
23760044,4.23364022659072
23760046,3.84044309245631
23760048,4.32146868394727
23760050,4.45629830862518
23760052,3.70559717827265
23760054,4.11631058012356
23760056,4.36187843212649
23760058,4.28008131828377
23760060,4.48435081175725
23760062,4.08565425231575
23760064,4.66337502564232
23760066,4.30513087191652
23760068,4.01659539189737
23760070,4.0844226254479
23760072,4.19754500609821
23760074,4.33022759701698
23760076,4.40824148801241
23760078,4.27145820170648
23760080,3.88963028350616
23760082,4.15384680331119
23760084,4.04450896534163
23760086,4.33408991945255
23760088,4.5547575934449
23760090,4.16119845265538
23760092,3.85764276593496
23760094,3.69256878152115
23760096,4.53559595609476
23760098,4.10593241762542
23760100,4.05508299116945
23760102,4.36312650041452
23760104,3.49782837123587
23760106,4.28154473116177
23760108,4.32230308553023
23760110,4.33770969094229
23760112,4.29850274221386
23760114,4.22663645345758
23760116,3.84549941647899
23760118,4.00169673244675
23760120,4.16319008969739
23760122,4.10866171150616
23760124,3.6639141735643
23760126,4.26814834226561
23760128,4.13547971636423
23760130,4.52056130086304
23760132,3.8823822045702
23760134,4.50827122896759
23760136,4.24580894360337
23760138,4.56617805760255
23760140,4.39071899143308
23760142,3.81162303634874
23760144,3.97390049756777
23760146,3.57879421704474
23760148,4.38903761611214
23760150,3.11480257826769
23760152,4.02543958950922
23760154,3.8737135165232
23760156,3.90486546629714
23760158,3.92204672897124
23760160,4.31681938436207
23760162,4.35889012819108
23760164,4.24713697103031
23760166,4.26056110890983
23760168,4.77230171657166
23760170,3.9120572333048
23760172,4.06188568864112
23760174,4.75410014699437
23760176,4.41820083199226
