"comid","logRT_vertical_hz_s_fill"
23763051,4.19413727942217
23763053,3.94826287685373
23763055,4.02576419733133
23763057,3.96083504253847
23763059,4.13326528507172
23763061,4.1242526296179
23763063,4.11737917980273
23763065,3.99961169942659
23763067,6.93651374247889
23763069,4.23746650620753
23763071,4.3297176361084
23763073,4.40994330503687
23763075,3.78016132052767
23763077,4.18561935424805
23763079,4.01915897649955
23763081,5.36320775688946
23763083,4.73423517776256
23763085,4.6431254797537
23763087,5.42686223983765
23763089,5.04674002135637
23763091,5.63034435869325
23763093,4.08288177166342
23763095,4.64967842015397
23763097,5.12483383065044
23763099,4.72813964242477
23763101,4.06269532746616
23763103,4.2617446430339
23763105,3.71626371738736
23763107,5.37870853124242
23763109,4.82274793412307
23763111,5.54333200226131
23763113,5.06154537542989
23763115,4.8709632141032
23763117,4.44165863274382
23763119,5.65402739585821
23763121,4.46727235026441
23763123,4.27257009671959
23763125,4.80222311115234
23763127,5.88110544593831
23763129,4.83858120586105
23763131,4.92212585308936
23763133,4.26295822542063
23763135,3.68412054290771
23763137,3.97322392463684
23763139,4.34166861266799
23763141,3.37214136398015
23763143,3.60206721398034
23763145,4.14742040634155
23763147,5.82946162570523
23763149,4.77958981378455
23763151,4.77799931974292
23763153,5.69961166381836
23763155,5.14724493026733
23763157,5.79787125779423
23763159,4.69915742299209
23763161,4.14653137522912
23763163,4.93044099658689
23763165,4.46594247219026
23763167,4.14390980848875
23763169,3.56452905152396
23763171,5.37396495086573
23763173,4.17680735570102
23763175,5.02353980239666
23763177,3.88157018333958
23763179,5.40693309608802
23763181,4.04821734637442
23763183,5.24973772976117
23763185,4.65540490585339
23763187,4.59185262920797
23763189,4.22296904044509
23763191,3.91870896965212
23763193,3.95077623549718
23763195,3.65331531285043
23763197,3.76725149154663
23763199,5.24819972744558
23763201,4.26834527861128
23763203,4.64782331617216
23763205,3.73563684953732
23763207,4.1906062296894
23763209,5.30679805317353
23763211,5.21313905715942
23763213,5.51939296827267
23763215,5.51876735687256
23763217,4.02238330210342
23763219,5.66852140426636
23763221,5.88431819437131
23763223,5.58378470115313
23763225,6.89966086455011
23763227,3.93295836122447
23763229,4.97389687732415
23763231,4.63964417199083
23763233,4.58312690762763
23763235,4.01359578920859
23763237,4.61084550214141
23763239,4.5990197026806
23763241,5.71698740092867
23763243,4.07992572535407
23763245,4.51517481934935
23763247,4.59686521761701
23763249,4.31672370523804
23763251,5.7957353928053
23763253,5.41673133228585
23763255,5.17352725687572
23763257,4.81285698414287
23763259,5.08143118724508
23763261,5.51885521966882
23763263,4.47728280562965
23763265,4.76011411200394
23763267,5.7393901385244
23763269,5.74096153482774
23763271,3.10918711240907
23763273,5.29479059945903
23763275,5.71561105301645
23763277,4.8054579958757
23763279,3.90320108243613
23763281,4.27061570402773
23763283,3.79076166298193
23763285,6.2822725524252
23763287,6.28112849570674
23763289,6.2784798559762
23763291,6.29007529008795
23763293,6.29065591772372
23763295,6.28725959490231
23763297,6.28827380786984
23763299,4.16220971551483
23763301,3.8340118088724
23763303,4.17934280314807
23763305,4.03742214345601
23763307,4.24895099158236
23763309,4.104683939234
23763311,3.95134770989478
23763313,5.78649224954402
23763315,5.89248464488422
23763317,5.77983018448914
23763321,5.4177451133728
23763323,4.05992883357438
23763325,4.04579942094725
23763327,4.026688057305
23763329,3.95744039019724
23763331,3.99410275902728
23763333,3.88149684616497
23763335,4.07173145971678
23763337,3.95167602947937
23763339,4.08816592687021
23763341,3.98546845853925
23763343,3.79812398183218
23763345,3.89543464987012
23763347,6.30264670647677
23763349,3.86209528036983
23763351,3.83784061752442
23763353,4.02838976951101
23763355,3.79709125473319
23763357,3.86272068787938
23763359,4.03227584851232
23763361,3.84725425091197
23763363,4.01199259431332
23763365,3.79440140517153
23763367,4.01926520808776
23763369,3.87880467900576
23763371,4.7189916682006
23763373,5.94502071947684
23763375,3.88674480023883
23763377,3.90216413386203
23763379,3.7949110125793
23763381,4.39031069432934
23763383,3.79567984251531
23763385,6.28260470474073
23763387,3.86086030192189
23763389,4.08164767389283
23763391,3.93388914370732
23763393,4.0905821465561
23763395,3.77688736114351
23763397,6.77823559855739
23763399,3.65492784318465
23763401,6.79014391038632
23763403,6.80468654448111
23763405,3.63918497080727
23763407,6.81241617907262
23763409,6.79465924172375
23763411,6.79948417764326
23763413,6.80860783347779
23763415,6.76732345503326
23763417,4.66909028700349
23763419,3.9876895854956
23763421,6.81101535820852
23763423,3.90964699952691
23763425,3.838691914963
23763427,3.79058257673001
23763429,3.87290318275478
23763431,3.65336994940142
23763433,3.73168698635977
23763435,4.12848591133551
23763437,3.65285883202792
23763439,3.93169624215297
23763441,3.97912343421664
23763443,4.11119227806605
23763445,3.78160744723025
23763447,3.81024086273951
23763449,3.7296497107212
23763451,5.8782575911651
23763453,5.88811563238059
23763455,5.88292809989838
23763457,4.53600157745337
23763459,4.80419876300478
23763461,5.16013020465379
23763463,5.58678010969347
23763465,5.46211385996327
23763467,4.49526307338045
23763469,4.71751450546654
23763471,5.7458598217338
23763477,5.78952018012507
23763479,5.16533177085971
23763481,5.62134481915174
23763483,5.36831900414438
23763485,5.47814832607232
23763487,5.7206606826938
23763489,4.37063380382866
23763491,4.06138153086997
23763493,5.14041991045556
23763495,5.18342803000724
23763497,4.80850673220312
23763499,4.58630189109664
23763501,5.68956760740047
23763503,5.57375997995261
23763505,5.71766466418819
23763507,5.09052896499634
23763509,4.36994871953045
23763511,3.94002902836137
23763513,3.97699868200842
23763515,3.81000461829499
23763517,6.93651374247889
23763519,3.75718551888603
23763521,4.24197876666366
23763523,4.26132109486575
23763525,4.70229984677179
23763527,3.93829020710725
23763529,3.9975207113717
23763531,4.46636252082882
23763533,4.63051865948785
23763535,4.59733403896602
23763537,4.6175799369812
23763539,5.47537041531617
23763543,5.42930429411154
23763553,4.51318264124834
23763555,5.73729694495761
23763557,5.81707078172815
23763559,5.75397493049729
23763561,5.75197526252163
23763563,5.72207163231546
23763565,5.30857305435391
23763567,4.60116958776063
23763569,4.77035692863751
23763571,4.48031388520147
23763573,4.4845158414634
23763575,3.55967983959252
23763577,4.46392301239697
23763579,3.71159382478756
23763581,3.59489920522476
23763583,4.27352179893061
23763585,4.12951294501997
23763587,3.96526124583265
23763589,3.00667037900772
23763591,3.2485271899038
23763593,3.95566157912871
23763595,3.52302265891553
23763597,3.92441534493505
23763599,3.58360608979354
23763601,3.69981640269139
23763603,2.93298336968885
23763605,3.67222847490884
23763607,3.44363622996997
23763609,3.79031948726588
23763611,3.74127388679094
23763613,3.38959831648422
23763615,3.56902461587661
23763617,3.16076405250532
23763619,3.26310899242434
23763621,3.31147671237165
23763623,3.05648544302817
23763625,3.1440787954381
23763627,3.45853646627707
23763629,2.79762962892971
23763631,4.89690267377946
23763633,3.42010285384991
23763635,3.38384345214197
23763637,2.84319534852559
23763639,3.22369280755005
23763641,3.23385143280029
23763643,3.44108206548685
23763645,3.3344593459589
23763647,3.07051039972444
23763649,3.25779760993019
23763651,3.42183669462687
23763653,3.05757111237071
23763655,3.8245887217149
23763657,4.81138894250177
23763659,3.60646434006462
23763661,3.12845171606598
23763663,3.41605933161734
23763665,4.70456917348853
23763667,3.22069631563988
23763669,3.18412483807993
23763671,3.32603967510823
23763673,3.34468578506533
23763675,3.6308512099509
23763677,3.20857895324661
23763679,3.44412023658307
23763681,3.85966962496255
23763683,4.59468310109854
23763685,4.87279962595879
23763687,5.22767428906533
23763689,4.55447886054626
23763691,4.61166620254517
23763693,4.55281235359153
23763695,4.55451272622837
23763697,4.25864401063662
23763699,4.90200948969863
23763701,4.88016991709614
23763703,4.92755005462078
23763705,4.83729783284655
23763707,5.53136745422046
23763709,5.0474696682521
23763711,4.35151828754219
23763713,3.45792386973038
23763715,3.59590953698915
23763717,3.74556472064651
23763719,3.10962405384406
23763721,3.91588612505928
23763723,4.57014513015747
23763725,3.71484376957558
23763727,5.87983824226715
23763729,5.2193595721195
23763731,5.48922031411036
23763733,5.66070539622892
23763735,5.64999787562774
23763737,5.61479518365579
23763739,6.03863371070104
23763741,6.22887262281009
23763743,5.59121212026171
23763745,6.74375824767989
23763747,6.62487173080444
23763749,5.61449880469524
23763751,5.66678860374586
23763753,5.50303375794221
23763755,5.073326587677
23763757,4.0646302671178
23763759,4.10761879880722
23763761,4.74388714596041
23763763,5.38804739852179
23763765,3.73611650998429
23763767,4.4269329316822
23763769,4.43367549403271
23763771,4.25622378907588
23763773,3.57422656786812
23763775,3.68646538975317
23763777,4.13373991505079
23763779,5.24888385542244
23763781,5.61544345757951
23763783,6.38229089817247
23763785,4.53635882668238
23763787,4.70821248362667
23763789,4.04976089578213
23763791,2.87043519192049
23763793,3.15794259686685
23763795,5.94906806945801
23763797,5.0251937489983
23763799,3.97864705685895
23763801,3.68016823813644
23763803,4.08853271866527
23763805,4.18900581727051
23763807,4.04259259662224
23763809,4.45856032874982
23763811,4.80433817840209
23763813,4.84995706805394
23763815,5.15238947945699
23763817,5.71622324079512
23763819,5.71991191811938
23763821,4.40452536319413
23763823,5.28578620077362
23763825,5.40460399704453
23763827,4.93544163809973
23763829,5.0364825014242
23763831,4.19418191334123
23763833,6.20684320801917
23763835,4.3081938916249
23763837,5.11996603012085
23763839,5.02463062383899
23763841,4.88948406412085
23763843,5.2889481887218
23763845,5.61731769073534
23763847,4.8354869505474
23763849,3.64394419693568
23763851,4.00525786821259
23763853,5.27030914525163
23763855,4.4430988701382
23763857,3.66413042624804
23763859,3.8815680691561
23763861,5.86804057048436
23763863,5.61347007751465
23763865,5.78698710269977
23763867,6.19640755830175
23763869,5.67033536191899
23763871,6.19707067331868
23763873,6.59143232288982
23763875,3.5518874437844
23763877,3.82888963691886
23763879,3.55105607533889
23763881,4.58886311824032
23763883,4.34303306789624
23763885,4.71043453206647
23763887,4.25686505167038
23763889,3.64171993776271
23763891,4.40931280184193
23763893,2.74152390265803
23763895,4.02190373984691
23763897,4.17714608144595
23763899,4.60728533992617
23763901,5.3961272553043
23763903,6.00192308425903
23763905,6.31182956695557
23763907,3.37979785809144
23763909,4.1949574891464
23763911,3.67293805330385
23763913,4.82471003953477
23763915,4.1799671475665
23763917,3.99163748630601
23763919,4.09884012245627
23763921,3.65460281175069
23763923,3.9254516703072
23763925,3.04905889474442
23763927,3.50440548521834
23763929,3.24668767879623
23763931,3.44511830490385
23763933,3.12048803726163
23763935,3.59390671574553
23763937,2.90916125177791
23763939,3.52260806693189
23763941,4.90665851155867
23763943,3.93308580512
23763945,4.45966928428364
23763947,3.95504062440296
23763949,3.77840364359049
23763951,3.65477195508533
23763953,3.29197587666246
23763955,3.48265333894202
23763957,3.24893031148285
23763959,3.51716904748873
23763961,4.01133772813309
23763963,3.85403610776985
23763965,3.92766408996457
23763967,3.69994246269558
23763969,3.84273264370704
23763971,3.55444352826416
23763973,3.88941943748155
23763977,5.62482452392578
23763979,3.00051850665346
23763981,3.22605642782433
23763983,3.60890961250677
23763985,3.28836258230311
23763987,3.53724134305378
23763989,3.18153903227057
23763991,3.38328347722424
23763993,3.30980612214333
23763995,3.70566447083884
23763997,3.26798257829092
23763999,3.77819116911467
23764001,3.59955258677749
23764003,3.74308167395478
23764005,3.71581864778043
23764007,3.66642688053918
23764009,3.3698486452345
23764011,3.5802534300191
23764013,3.66987555827073
23764015,3.914029530907
23764017,3.66648048723355
23764019,3.31717791161955
23764021,3.84157442130799
23764023,6.5208911895752
23764025,3.93945003984601
23764027,3.1634785069486
23764029,3.15588736982097
23764031,3.78156061682326
23764033,4.33837306015727
23764035,2.31386998909596
23764037,3.03471701685833
23764039,3.54833542060356
23764041,4.54211970047275
23764043,3.81021552170162
23764045,3.34815158582542
23764047,3.84548604080317
23764049,3.9314312897677
23764051,3.05706188139729
23764053,4.04653577144547
23764055,3.68381110903959
23764057,3.41996443052811
23764059,4.44006133148345
23764061,3.55680648949336
23764063,3.10892230316121
23764065,3.93307845396749
23764067,3.66378301098885
23764069,3.19926333431355
23764071,3.7074668816827
23764073,3.63271038446957
23764075,3.34510769611089
23764077,3.58995884452605
23764079,3.37397165225786
23764081,3.0090991380404
23764083,3.56159527300469
23764085,3.5453212676186
23764087,3.92147572360307
23764089,4.19936181875118
23764091,3.60804308698886
23764093,2.91504408221625
23764095,3.94382294021758
23764097,3.67334499081845
23764099,3.16716269581505
23764101,3.57357772829607
23764103,3.38252482866274
23764105,3.39357764404744
23764107,4.17639568619454
23764109,2.82767691182259
23764111,3.51137022552941
23764113,3.13115542408432
23764115,3.54374642319969
23764117,4.00977754592896
23764119,4.11473512649536
23764121,3.54642663163636
23764123,4.29251054402457
23764125,2.67499576654743
23764127,3.29932075494416
23764129,3.74722751760634
23764131,3.78964332732712
23764133,3.0579891428048
23764135,3.54135663487735
23764137,3.06191012126856
23764139,4.39449654859199
23764141,3.19346308116452
23764143,6.33710098266602
23764145,3.8957081372877
23764147,2.9091607814842
23764149,3.92675586534164
23764151,3.61171435100434
23764155,3.46587772101481
23764157,3.41103501955429
23764159,3.62011898476144
23764161,3.53388982154107
23764163,3.53078351182321
23764165,3.52434142157214
23764167,4.10532657849493
23764169,4.43159070803087
23764171,4.00479316711426
23764173,2.95366324508831
23764175,4.09398579441719
23764177,4.18124913528366
23764179,3.22373625262017
23764181,5.33603682285104
23764183,3.56852739092492
23764185,3.21405672180161
23764187,3.63408290454561
23764189,5.20086496624592
23764191,4.85110053356624
23764193,2.70697491927201
23764195,3.20244834465004
23764197,3.26170818842173
23764199,3.12375418095488
23764201,3.78098277239308
23764203,3.10829145466721
23764205,6.3539719581604
23764207,3.84223906494284
23764209,3.65413393604944
23764211,5.35415022015948
23764213,4.40586460022141
23764215,4.48481212887635
23764217,3.67932715899173
23764221,3.40212090645732
23764223,5.12197228343018
23764225,2.98546461030013
23764227,3.30671556893524
23764229,3.91257012676453
23764233,3.03560116721401
23764235,4.8405464669939
23764237,3.27207130388324
23764239,6.18651866912842
23764241,2.84640154361477
23764243,3.20690953821122
23764245,5.78781949455462
23764247,3.87978398320576
23764249,3.76343546152263
23764251,3.60911854338462
23764253,4.64596229350997
23764255,3.55337761538464
23764257,3.99434230314134
23764259,5.05951153334431
23764261,5.80953890056797
23764263,5.91944987485509
23764265,4.24399658364745
23764267,3.46616516028515
23764269,3.55841924534803
23764273,4.36116694185998
23764275,4.13412471875159
23764277,3.83124619453919
23764279,3.90676194097123
23764281,5.54750673390623
23764283,3.71536992775668
23764285,3.9731361004404
23764287,4.73927846845763
23764289,4.19215895859129
23764291,3.83902634688165
23764293,3.83861226122411
23764295,4.24794489243468
23764297,4.17295468729001
23764299,3.66450976052256
23764301,4.67739470950472
23764303,5.28217802971044
23764305,5.64660994917586
23764307,6.1978020048454
23764309,4.05320184976848
23764311,5.82278222052049
23764313,5.70242118789096
23764315,3.71728774419942
23764317,5.0251540954552
23764319,3.55840859083136
23764321,4.79523073797457
23764323,4.26193391704085
23764325,5.16876291775016
23764327,4.06385046486189
23764329,5.40223407745361
23764331,4.36091543733036
23764339,3.81285965515838
23764341,4.2620247549392
23764343,4.00448811182362
23764345,5.71864223480225
23764347,4.19507944137638
23764349,5.27083239578261
23764351,6.53697221646874
23764353,4.13200922507689
23764355,3.18132721562449
23764357,3.43055193036604
23764359,6.02429245971214
23764361,4.94695608981411
23764363,5.26878070831299
23764365,5.17163836746463
23764367,4.13297674924323
23764369,4.10183825700782
23764371,5.59606382522798
23764373,5.94488635746934
23764375,3.65942908130427
23764377,3.58142096220407
23764379,6.11447155953327
23764381,5.03595093702959
23764383,4.07096119027097
23764385,5.54494905471802
23764387,3.42237970847923
23764389,4.44612292584853
23764391,4.19438063363978
23764393,6.01470136642456
23764395,5.82673371703313
23764397,5.49981164932251
23764399,3.76028995242305
23764401,3.76403245799045
23764403,4.70779363875348
23764405,3.85003242886699
23764407,6.58403968811035
23764409,3.95909147846638
23764411,3.81533449400393
23764413,4.23638966089151
23764415,4.99730627601403
23764417,5.70826148562675
23764419,4.78088856505545
23764421,5.14934921264648
23764423,3.42813542526805
23764425,3.83695505066399
23764427,3.88028308745786
23764429,6.08636389327309
23764431,3.95285907467316
23764433,5.84538444160968
23764435,5.05915307998657
23764437,4.80412432900992
23764439,4.08096886475756
23764441,6.31939379994154
23764445,4.86718219131344
23764447,4.97666533282505
23764449,6.41022968292236
23764451,3.9454153155932
23764453,3.40634193334824
23764457,6.28153944015503
23764459,5.51387754329369
23764461,5.45129280635468
23764463,4.99090003967285
23764465,5.47643947601318
23764467,3.84778619521734
23764469,3.92825988607818
23764471,4.98390577807281
23764473,3.87981803286005
23764475,4.09052117835725
23764477,5.41194608234896
23764479,3.75639673158676
23764481,3.73544527110922
23764483,6.4214882850647
23764485,3.94318577086513
23764487,3.68732751475802
23764489,3.32949669826082
23764491,3.48296646386798
23764493,4.93221950531006
23764495,5.62433053272822
23764497,5.66307842842489
23764499,4.98024992305533
23764501,4.38847716606876
23764503,5.25731577677001
23764505,3.98294726565997
23764507,3.89707390028151
23764509,3.92285116776266
23764511,3.93505316848116
23764513,4.28636367722071
23764515,4.16487514705318
23764517,3.7753994912008
23764519,3.88454718893941
23764521,3.67368310638658
23764523,5.01838984294953
23764525,4.01857848400069
23764527,3.92976478158197
23764529,6.23728167012012
23764531,5.00492399816702
23764533,5.2077109037818
23764535,5.43290046980946
23764537,5.19660311489522
23764539,3.64442387295265
23764541,5.18822299949206
23764543,6.27123689651489
23764547,5.09740447998047
23764549,6.18078279495239
23764551,4.01976000952745
23764553,4.48502596082223
23764555,3.85753878440585
23764557,3.73398010849681
23764559,5.52921724319458
23764561,3.6810923408247
23764563,4.54803562384243
23764565,5.47574949264526
23764567,3.02112348806311
23764569,6.12322187423706
23764571,4.38149132943026
23764573,3.70108412777866
23764575,6.31534337997437
23764577,6.59925398178073
23764579,3.97567429631994
23764581,3.52175479740484
23764583,5.41212477837533
23764585,6.09118175506592
23764587,3.70158814440255
23764589,5.21617532665258
23764591,5.40398120880127
23764593,3.73731593769549
23764595,3.6136577036287
23764597,3.88448916495309
23764599,3.87710724446466
23764601,3.87209144445868
23764603,4.20246932758026
23764605,4.27661979404233
23764607,5.8110089302063
23764609,6.3012318611145
23764611,3.68174064905437
23764613,4.24881924233456
23764615,4.3144574506426
23764617,3.76174316402615
23764619,4.04331804975685
23764621,3.85552544969455
23764623,4.83874416351318
23764625,3.96504561196665
23764627,4.82831316352419
23764629,3.75433235904653
23764631,3.8150623061295
23764633,3.97409452016106
23764635,6.29016733169556
23764637,3.88857742099492
23764639,4.02394237186453
23764641,3.99553535740003
23764643,3.72866519427401
23764645,3.79427896451925
23764647,3.86313893002313
23764649,5.38798891752214
23764651,3.90389701565298
23764653,3.65512154955544
23764657,3.22022784113472
23764659,5.84656782308751
23764661,5.88637381239721
23764663,3.67364151847853
23764665,4.75388462175419
23764667,3.80155777317273
23764669,4.0085939304182
23764671,3.66382599760029
23764673,5.82224367257454
23764675,4.39334583282471
23764677,5.69701878165677
23764679,6.362624168396
23764681,3.61300290718836
23764683,4.55366189284511
23764685,3.79043805818538
23764687,6.50747299194336
23764689,6.20922668354421
23764691,2.89623107941976
23764693,3.70129251020101
23764695,5.63649551517987
23764697,6.53189994946455
23764701,5.81531247717035
23764703,4.02377471953092
23764705,4.00729513746089
23764707,4.10661456203502
23764709,4.08535090437524
23764711,5.76356601715088
23764715,6.05112976981458
23764717,4.98061346621984
23764719,5.25631317364007
23764721,5.61895811930363
23764723,5.42836666686022
23764727,6.45326338890245
23764729,3.70303456480558
23764731,3.91666229475244
23764733,5.62570571899414
23764735,6.10208151258381
23764737,6.45447635650635
23764739,3.6418253901027
23764741,3.61694604072371
23764743,3.58463806188652
23764747,3.2009592475982
23764751,5.85429048538208
23764753,2.42358694042213
23764755,5.87603616714478
23764757,5.05036117790711
23764759,6.37225341796875
23764761,4.61189031879217
23764763,3.60452865721182
23764765,5.01034255640622
23764767,3.8607803222143
23764769,3.68080539222315
23764771,5.99848063385112
23764773,3.7676688114015
23764775,5.68237209320068
23764777,6.20388555526733
23764779,6.14256965369563
23764781,6.34276485443115
23764783,6.32105541229248
23764785,6.44464605265473
23764787,6.50281524658203
23764789,3.79491079770561
23764791,6.61471998165445
23764793,3.94619240818827
23764795,6.38414756134748
23764797,6.59593222270244
23764799,4.07979309090598
23764801,3.88887422486076
23764803,4.66291346184407
23764805,6.54723310470581
23764807,5.13599590724153
23764809,6.52135801315308
23764811,6.29528570175171
23764813,3.77782022746181
23764815,6.19403985095957
23764817,4.15061521283175
23764819,5.6254874207358
23764821,6.57528106586864
23764823,6.09138107299805
23764825,6.2379150390625
23764827,3.88388822573331
23764831,5.34377956390381
23764833,3.87047379207084
23764835,4.0831191968128
23764837,5.79784207192173
23764839,5.33148193359375
23764841,4.63795930582122
23764843,5.98444243330088
23764845,5.07817778702041
23764847,6.52436886267283
23764849,5.43946599857647
23764851,6.10920792303717
23764853,6.2702169418335
23764855,6.15950298309326
23764857,6.28351545333862
23764859,5.24219799041748
23764861,4.71311235427856
23764863,2.95481497074575
23764865,3.79250648626557
23764867,4.65755011212181
23764869,5.32570028305054
23764871,6.28661727905273
23764873,3.53167508646067
23764875,3.65367928605207
23764877,6.22205352783203
23764879,5.29755470561273
23764881,3.68101560303259
23764883,6.18219757080078
23764885,3.99905437648582
23764887,4.73409289952336
23764889,6.07735195849002
23764891,6.56535863876343
23764893,4.95893460515964
23764895,5.84197512551751
23764897,4.85797500610352
23764899,4.0533988048529
23764901,5.38203628636059
23764903,4.14641512117379
23764905,4.92836482582793
23764907,5.26105093967681
23764911,5.17465543746948
23764913,4.5151047504852
23764915,6.35419273376465
23764917,5.95002666574554
23764919,5.14188504929452
23764921,6.43347500002429
23764923,5.58141565322876
23764925,4.16525175625821
23764927,4.43578014351651
23764929,6.75166124537724
23764931,6.17773389816284
23764933,4.03018920742526
23764937,4.21217926657279
23764943,4.23536631884855
23764945,3.79933062516231
23764947,5.33289729015516
23764949,5.33820590272479
23764959,3.97148034996315
23764961,4.76551806775864
23764963,3.76311821790587
23764967,4.60468439948651
23764969,3.73093405451367
23764971,3.87797819676771
23764973,3.87761066711409
23764977,3.88324412057733
23764979,3.58908028987494
23764981,5.41850540417559
23764983,4.95687866210938
23764985,5.9244611391133
23764987,4.02696487209672
23764989,3.90425546066042
23764991,5.87133320682121
23764993,4.0053848702323
23764995,3.74908742424237
23764997,3.93417886103825
23764999,4.12149806497747
23765001,5.89745932645201
23765003,6.02369976043701
23765005,5.43887758255005
23765007,4.08021912920121
23765009,4.49539518356323
23765013,5.38392543792725
23765015,4.08029630506724
23765017,5.87514597904078
23765019,6.04637861251831
23765021,4.21021107311703
23765025,4.4905686378479
23765027,4.05787226765637
23765029,5.84858417510986
23765031,4.83654117584229
23765033,4.23860477318925
23765037,4.05870614224404
23765039,4.30043990914788
23765041,4.15789034631438
23765043,3.63778691670547
23765045,6.01538143898142
23765047,4.54537840714022
23765049,6.33452627982113
23765051,6.62213670996087
23765053,4.23095604119375
23765055,5.22504472726448
23765057,6.37881422042847
23765059,4.56535725023869
23765061,5.30987551248582
23765063,5.81661621916778
23765065,5.19033280732728
23765067,5.39601358925332
23765069,3.92470056330083
23765071,4.53275272073023
23765073,4.15259868258792
23765075,4.31414477220107
23765077,5.53058494533849
23765079,4.96824213700621
23765081,6.31724386467252
23765083,3.40827302964034
23765085,4.77292184675275
23765087,3.84464956583465
23765089,4.96792682534697
23765091,5.5478196144104
23765093,6.39342832565308
23765095,3.84132748628536
23765097,3.9032605871456
23765099,3.79196637188847
23765101,4.26668467331125
23765103,5.95932769775391
23765105,4.01145877994
23765107,6.08415875929018
23765109,4.39090347290039
23765111,6.1800742149353
23765113,6.36483001708984
23765115,4.14402689431342
23765117,3.82381761501799
23765119,6.11825107271499
23765121,3.81446042885499
23765123,3.95816406616823
23765125,4.05834360445108
23765127,3.85038779628391
23765129,4.9249472618103
23765131,4.34794358227672
23765133,5.59746026992798
23765135,4.11333263136898
23765137,4.63530658930918
23765139,5.78660061087018
23765141,5.95632934570312
23765143,3.93216391981187
23765145,4.24365161323291
23765147,5.53905916213989
23765149,5.45522832870483
23765151,3.60907164129766
23765155,4.60351774574213
23765157,4.67397928237915
23765159,3.59638663615904
23765161,3.71146702825805
23765163,3.1319318553203
23765165,3.94912938162405
23765167,3.61842168476312
23765169,4.15938519540778
23765171,4.10918123823113
23765173,3.63664939268675
23765175,4.42685995421214
23765177,5.50747203826904
23765179,3.70706713797459
23765181,4.80178194168017
23765183,6.34402513504028
23765185,5.4676732181155
23765187,4.17100794821768
23765189,3.54182513008517
23765191,3.56001959677686
23765193,3.78625531142039
23765195,3.48069823286801
23765197,4.44077809125337
23765199,3.43027090192359
23765201,3.52063533822563
23765203,3.76962161363935
23765205,5.02162391426239
23765207,5.81126742680309
23765209,5.80832386016846
23765211,5.7656774520874
23765213,6.74085426330566
23765215,3.55852828076599
23765217,4.18318688740549
23765219,5.26379871368408
23765221,3.74427763100221
23765223,3.41090444229986
23765225,3.75940364868053
23765227,3.62426127555332
23765229,3.81411008420206
23765231,4.30032822739494
23765233,3.84729228976923
23765235,3.64503150688316
23765237,4.40260122443709
23765239,3.51889249704956
23765241,3.58054617033583
23765243,3.59890508270366
23765245,3.93697008127853
23765247,3.66160798921556
23765249,3.74217904940641
23765251,3.76341383471369
23765253,4.82941055297852
23765255,4.176607830701
23765257,3.69304707123487
23765259,5.16577672958374
23765261,4.29709189406995
23765263,5.43556558930985
23765267,3.72509024358326
23765269,4.19523401753129
23765271,3.8230735840374
23765273,3.61387006895871
23765275,3.82327709110588
23765277,3.51293981924999
23765279,3.72784969167672
23765281,4.65854831316859
23765283,6.16232967376709
23765285,3.66283676243468
23765287,3.87940417334622
23765289,4.39834276487592
23765291,3.68247200416798
23765295,3.72289056683784
23765297,2.90869162064622
23765299,3.50366292281603
23765301,3.86257294361642
23765303,4.23308394598085
23765305,3.94933364080767
23765307,3.94941997417066
23765309,3.43732359602812
23765311,3.74851472931184
23765313,4.55834310949885
23765317,3.91896633279698
23765319,3.5434182446087
23765321,6.53488731384277
23765323,3.55615422604804
23765325,5.11029656264001
23765327,5.75988208239934
23765329,4.07179835487424
23765331,6.02906799316406
23765333,3.90587569148585
23765335,3.53606225506627
23765337,4.16396709647353
23765339,3.5637949292475
23765341,3.65112322297339
23765343,3.71065197755602
23765345,4.01055978791309
23765347,4.13616777681943
23765349,4.87096825647747
23765351,6.43354209676254
23765353,5.5798659324646
23765355,5.37778739533182
23765357,4.19674521412414
23765359,4.4363956451416
23765361,5.91046843807419
23765363,6.29731035232544
23765365,6.0628604888916
23765367,5.11642637402466
23765369,4.22504705841939
23765371,5.71426677703857
23765373,4.15009862927031
23765375,4.24512973087042
23765377,6.4749321937561
23765379,4.46902894973755
23765381,5.78402090072632
23765383,6.40993976593018
23765385,3.69599139992849
23765387,4.03809068375435
23765389,6.5771861076355
23765391,6.41641855239868
23765393,4.75742053985596
23765395,5.81885229232967
23765397,5.47756338119507
23765399,5.65657234191895
23765401,5.5131630897522
23765403,3.96932495638769
23765405,5.28391313552856
23765407,4.17550230026245
23765409,5.55022048950195
23765411,4.43292999267578
23765413,3.82668845243347
23765415,5.3980755501782
23765417,3.93499461475042
23765419,5.86847829818726
23765421,4.98457193374634
23765423,5.76827383041382
23765425,4.87242794036865
23765427,4.66676712036133
23765429,4.69945527001397
23765435,5.09240471716353
23765437,4.2242097768965
23765443,4.62817894600628
23765447,5.71287555172405
23765449,4.05740863143447
23765451,5.86077041397701
23765453,4.17962189502398
23765455,4.88834989348623
23765457,3.88356078108688
23765459,5.22853493693821
23765461,4.31437898031424
23765463,3.6986350070779
23765465,4.38467716897697
23765467,4.48519253327706
23765469,5.67209691194898
23765471,5.84352016448975
23765473,5.85926914215088
23765475,5.05131806252848
