"comid","logRT_vertical_hz_s_fill"
23100764,5.65803879310284
23100766,5.6294284664192
23100768,4.69720413163294
23100770,4.79935493307525
23100772,6.12093864320687
23100774,5.77335175017876
23100776,6.1743995752369
23100778,5.70198876596298
23100780,3.76124161853617
23100784,4.26113535871533
23100786,5.49839314080913
23100788,5.51239061004207
23100792,3.66851935751241
23100794,4.48586707598141
23100796,4.69042476489313
23100798,6.31298001283301
23100800,5.6657671687549
23100802,5.80726965989064
23100804,5.86152505060375
23100806,4.14215954848445
23100808,5.69915781692702
23100810,6.28375651776709
23100812,6.13740248320328
23100814,5.32181896087039
23100818,3.9051833652574
23100820,5.95889590839644
23100822,6.41976187427868
23100824,3.83103024854379
23100826,3.57414371374399
23100828,5.10141264281707
23100830,5.97241061372316
23100832,4.85862657580782
23100834,3.21965110274036
23100836,5.97215000702131
23100842,3.89840431690072
23100844,3.78136364231209
23100846,4.34723887505313
23100848,4.80771430383737
23100850,4.84518324991094
23100852,6.60194540023804
23100854,5.27496293517413
23100856,4.4266939163208
23100858,5.81130075454712
23100860,4.35463345790703
23100862,5.71710866327325
23100866,6.6253281373927
23100868,6.36969177657203
23100870,5.15620851516724
23100872,4.21043416885177
23100874,5.38443342410975
23100876,5.77035188674927
23100878,4.0966801871688
23100880,5.9956105003525
23100882,4.36700853391675
23100888,5.14673948065048
23100892,4.17280095095805
23100894,3.75193675378247
23100896,4.28311381277404
23100900,4.05111169126288
23100902,5.32206490449279
23100904,6.06398479410379
23100906,4.71292972564697
23100908,4.53128682371346
23100910,4.22032192643581
23100912,5.43860088992922
23100916,6.60601377487183
23100918,4.01557670977123
23100920,6.79663518299725
23100922,3.90828553073985
23100926,5.26746741752211
23100928,6.65324687957764
23100930,3.90451484783527
23100932,3.89202784740522
23100934,6.02052662336574
23100936,5.03935492261444
23100938,3.88910790856736
23100940,6.84697961807251
23100942,5.67977840618108
23100944,3.95439069297312
23100946,5.65415804296844
23100948,5.67021319942965
23100954,6.52734184265137
23100956,6.24001815413602
23100958,5.42853823684535
23100960,5.88275718688965
23100962,3.7712389278765
23100964,6.03790378101117
23100966,6.67565183191653
23100968,3.89209531453732
23100972,5.63849943196958
23100974,6.73999929428101
23100976,6.80473566055298
23100978,5.55053646511667
23100980,6.93651374247889
23100982,5.92403936444436
23100986,5.44311220954736
23100988,6.93651374247889
23100990,5.91289901733398
23100992,5.67570155336742
23100994,5.7526305532698
23100996,5.76518276273504
23101000,4.28700992125398
23101002,6.02353319330405
23101004,5.7696911822852
23101006,5.92894095548754
23101008,4.99187478892068
23101010,5.22112882363595
23101012,6.91750192642212
23101016,4.41067651279586
23101018,6.93651374247889
23101020,6.93651374247889
23101022,6.06325359535568
23101024,5.87183636369934
23101026,5.8141882807041
23101028,6.93651374247889
23101030,6.93651374247889
23101032,6.06345517594531
23101034,5.97129097975462
23101036,6.80938005447388
23101038,4.67523622995137
23101040,5.37677478790283
23101042,5.63120706236417
23101044,5.91724821002749
23101046,4.26277437404793
23101048,6.93651374247889
23101050,6.32239306469042
23101052,5.36366748818751
23101054,5.25156235954507
23101056,4.7219441271283
23101058,6.93651374247889
23101060,4.35917337533521
23101062,6.50980141980084
23101064,6.06239332937589
23101068,6.93651374247889
23101070,5.36319541931152
23101072,6.93651374247889
23101074,6.73601818084717
23101076,6.49845110801885
23101078,6.50981278477101
23101082,6.38103023633729
23101084,6.29733489752566
23101086,4.07264928357568
23101088,5.74864861704297
23101090,5.69138208764861
23101092,3.14974532072056
23101102,3.75377431134091
23101104,6.31931688854722
23101106,5.57791614532471
23101108,5.53205108642578
23101112,4.30590231190915
23101114,6.7093357007075
23101116,6.93651374247889
23101118,4.62672198154865
23101122,5.39400768280029
23101124,5.41802549362183
23101126,6.93651374247889
23101132,5.91233995171125
23101134,5.53953760057813
23101136,5.76236280190704
23101138,4.34565302590701
23101142,6.93651374247889
23101150,4.45375137290035
23101152,3.99727926348806
23101158,3.74035634322737
23101162,4.21754475685294
23101166,4.39418326153256
23101168,6.86187123702486
23101172,3.83003917003236
23101184,4.8803768157959
23101188,4.29256835381259
23101190,3.31044236065136
23101196,3.32203129574012
23101198,6.56012703249795
23101202,4.38261305171221
23101204,6.6623666557093
23101206,6.35845140977103
23101208,6.76906747014266
23101210,4.22688952467686
23101214,6.39638044900966
23101218,4.39896149443549
23101220,3.92799460853813
23101224,5.94303449114449
23101228,5.82155342976921
23101230,6.47747715468511
23101232,6.90073338686511
23101236,4.75896015872794
23101238,3.87408174853301
23101240,4.83194324018352
23101246,6.75421151883794
23101248,3.85451062970438
23101252,4.28258345143002
23101254,5.89698194454038
23101256,4.15638130770041
23101258,6.3770710190957
23101260,6.48738986607633
23101262,5.62692779779024
23101264,5.32155247757335
23101272,5.95948406990789
23101274,5.79562351798166
23101276,6.30103472548728
23101280,4.04803705921456
23101282,3.91538821296294
23101284,4.98334023976596
23101286,6.09621133526247
23101288,5.62394785081288
23101290,6.56574098880502
23101292,6.8873052990422
23101294,4.08919743042616
23101296,4.38777469786729
23101298,5.93204975128174
23101302,6.05840541310163
23101304,4.14348211882655
23101306,6.05699972519502
23101308,4.2095048829191
23101310,5.8377882575939
23101312,6.06880399031893
23101314,5.43576322168654
23101316,6.04549437940383
23101318,4.04180427620199
23101320,4.5674415347839
23101328,4.92825732475463
23101330,4.90033222454153
23101336,5.74481024370484
23101338,6.0283408946415
23101340,6.93651374247889
23101342,3.84052392645186
23101344,3.96944209343939
23101346,5.89281354003451
23101348,4.15406537782154
23101352,6.18293208889481
23101354,6.44288099548345
23101356,3.86471947969498
23101358,4.85288290374855
23101360,5.89517307281494
23101362,4.2346202136399
23101364,6.17890704056369
23101366,4.13575093672716
23101368,4.57214914452818
23101370,5.74221533488863
23101372,6.01330892783355
23101374,4.5541304573207
23101376,4.31289988981047
23101378,4.89075023290476
23101380,4.9443281126155
23101382,5.63331519995073
23101384,6.44557349050457
23101386,6.93651374247889
23101388,3.61869655426739
23101390,5.92536444105106
23101392,6.93651374247889
23101394,6.2372875402281
23101396,4.96394905465075
23101398,5.3893756902928
23101404,6.10098904890188
23101406,6.19531530120841
23101408,6.93651374247889
23101412,6.33939425031561
23101414,5.94704487220365
23101416,5.90072535765653
23101418,4.24916814826817
23101420,4.92079290720981
23101422,4.1210301101787
23101424,5.33063214380094
23101428,6.87020397835145
23101430,5.83081211159171
23101432,5.85270404815674
23101434,6.58915548536695
23101436,6.12348627074916
23101438,6.29480512042213
23101440,6.16803517327012
23101442,5.68171635969086
23101444,6.23429329389095
23101446,6.93651374247889
23101448,6.52043484802927
23101450,6.22983884811401
23101452,5.98496774404976
23101454,6.77244603066125
23101458,6.78503029037566
23101460,6.19913959503174
23101464,5.95088107379356
23101466,6.34426066630741
23101468,6.48713571457036
23101470,6.55175711046764
23101472,5.89814588278223
23101474,6.72590135204586
23101476,6.46654634140258
23101478,6.09208822250366
23101482,4.11863544167452
23101484,6.30129718780518
23101486,6.93651374247889
23101488,6.28309345245361
23101492,5.43405987005617
23101494,5.91392207342656
23101496,6.16732059298854
23101498,6.81778584661745
23101500,6.75207389300079
23101502,4.9008208561775
23101504,5.24234238993875
23101506,6.86882275882433
23101510,5.48956441879272
23101512,5.4706707504235
23101514,6.75863668579936
23101518,4.40699518983713
23101520,6.03536731235419
23101524,6.73239807488633
23101526,6.79559421539307
23101530,6.57386762391694
23101534,5.99021231336827
23101538,5.93622827529907
23101542,6.54965737209718
23101548,5.17453522872642
23101550,5.24562751923925
23101552,5.62574233813523
23101554,5.60142832712137
23101562,6.93651374247889
23101564,4.19991790844972
23101568,2.96621968029784
23101570,4.27417020365502
23101574,5.20193822652675
23101576,5.53608703613281
23101578,6.75312900543213
23101580,6.53591012954712
23101582,6.59357170449614
23101584,6.86310529708862
23101586,6.32167530059814
23101588,5.39227454995846
23101590,5.26522785344971
23101592,6.71717088751122
23101594,6.63139971117287
23101596,5.88081345258126
23101598,6.92973981106603
23101600,4.23020079030671
23101602,3.58822074274752
23101604,4.95381307601929
23101606,6.35122023571493
23101608,5.96386316294814
23101612,6.08135652542114
23101614,6.93651374247889
23101616,6.17573279919619
23101618,5.50769521083184
23101620,3.85703092113206
23101622,6.29938499050081
23101626,5.41797208786011
23101628,5.52566957473755
23101630,6.5722706285511
23101632,6.38810194786288
23101634,5.96075154848131
23101636,5.85217973865655
23101638,3.30328697358529
23101640,6.43962800110251
23101644,5.42338110678714
23101646,4.03699864420641
23101650,6.03122186660767
23101652,6.0590672492981
23101654,5.37765521380906
23101656,4.86852211532673
23101660,6.44673994732772
23101662,3.6855252194314
23101664,5.35340614099421
23101666,5.69732666015625
23101668,4.74616217755767
23101670,5.7322783644806
23101672,6.78547488404478
23101674,6.2319393157959
23101676,6.93651374247889
23101680,3.58445987985764
23101682,5.97900135513589
23101684,5.62340922136439
23101686,6.05403292975749
23101688,5.49555521787917
23101690,5.78262544232913
23101692,5.72041084381391
23101694,6.52752417159186
23101696,5.57826879543998
23101700,5.4197489709198
23101702,3.71861311196874
23101704,5.43960347988189
23101706,5.57420253753662
23101708,5.58986616134644
23101710,6.2572355289024
23101712,5.92428827285767
23101714,6.40727295915975
23101718,6.55283872651549
23101722,6.93651374247889
23101724,4.71040015075289
23101728,6.38515441804911
23101730,3.69418513731813
23101732,6.66328485001114
23101734,5.46586990356445
23101736,6.74499993679864
23101738,6.3710432311921
23101740,5.70824956893921
23101742,6.93651374247889
23101744,6.51165436886228
23101746,5.65877574409048
23101748,6.38147476890283
23101750,6.93651374247889
23101752,3.69785612285262
23101754,5.82868535319973
23101756,5.92605304718018
23101758,5.21979238437073
23101760,6.15585812632003
23101762,5.96932363510132
23101764,5.50588321685791
23101766,6.72746715888658
23101768,6.93651374247889
23101770,5.8225114782455
23101772,5.60453176498413
23101774,6.93651374247889
23101776,6.93651374247889
23101778,4.00544868757557
23101784,5.43038427175747
23101786,6.42226593676774
23101788,6.10368225539022
23101790,5.48875971196334
23101792,6.86375369425125
23101794,3.88257328524507
23101796,5.93981742858887
23101798,6.12040615081787
23101800,6.73507368401156
23101802,5.63757863938198
23101804,5.89980697631836
23101808,6.78674170768667
23101812,4.68400383972756
23101816,6.14757340918711
23101822,6.32201215380169
23101824,6.93651374247889
23101826,6.93651374247889
23101828,6.93651374247889
23101830,3.96205514077068
23101832,6.87755549958373
23101836,6.16590065476953
23101838,6.93651374247889
23101840,4.64740546400727
23101842,6.09447908401489
23101844,6.74525499343872
23101846,6.20463670683116
23101848,6.41510730376235
23101850,6.77336595201596
23101852,6.00043563298043
23101854,6.47856280637084
23101858,6.65048666521604
23101860,6.68407487869263
23101862,5.51810164509183
23101864,6.49396543587645
23101866,5.72146281761936
23101868,5.62950658798218
23101870,6.76247415683686
23101872,5.84894275665283
23101874,5.82161712646484
23101878,5.34552621841431
23101880,5.39877271652222
23101882,6.42878850284308
23101886,6.01838527357642
23101888,5.78028745707245
23101890,5.98055799542337
23101892,6.04380938551043
23101894,6.60508523863858
23101896,6.84091813451783
23101898,5.80645195655316
23101900,6.04341321899837
23101902,6.13144336827263
23101904,6.40435852326873
23101906,6.26692710469037
23101908,7.22605085372925
23101910,5.99432410485856
23101914,5.20350551605225
23101916,6.51481262416954
23101918,5.90230797583662
23101930,5.25415307744253
23101932,5.69137926833176
23101934,6.13022175012136
23101936,5.37027979509535
23101938,5.38657188415527
23101940,4.81296375877923
23101942,5.02202050074106
23101944,5.78166052416319
23101946,5.72876714051287
23101948,5.83636349450785
23101950,5.25487273414366
23101952,6.19975467772837
23101954,6.45339176898634
23101956,6.1061148440121
23101958,6.03803103579726
23101960,6.37760278834273
23101962,6.14738464186082
23101964,5.841902894497
23101966,6.06695933165553
23101968,5.66478390561769
23101970,5.76575708389282
23101972,5.95872999449496
23101974,5.20654645432973
23101976,5.35815996496695
23101978,5.71803951263428
23101980,5.92050266265869
23101982,6.34748912421997
23101984,5.57886600494385
23101986,5.93747663497925
23101988,6.2363395690918
23101990,6.44858980178833
23101992,6.02972917656539
23101994,5.88550233840942
23101996,5.48849534988403
23101998,6.16898628647269
23102000,5.33008927950737
23102002,6.05819334592569
23102004,5.3148136138916
23102008,6.25679273356305
23102010,5.96071727847867
23102016,5.76744508743286
23102018,6.14339181877195
23102024,4.73108555422261
23102026,6.10030107149371
23102030,5.13292932510376
23102032,6.26841679197746
23102034,5.74328517913818
23102036,5.98331165313721
23102038,5.20612001419067
23102040,5.53005732927391
23102042,6.12359472640695
23102044,4.68641396556595
